358.6+07.8 |          14.1    CKS91
358.6-05.5 |           4.6    84..1511
358.6-05.5 |           5.07   78..1992
358.6-05.5 |           5.56   71..9065
358.7+05.2 |           4.1    84..1511
358.7+05.2 |           6.91   CKS91
358.7-05.2 |           4.40   CKS91
358.8+03.0 |           3.2    84..1511
358.8+03.0 |           5.58   71..9065
358.8+03.0 |           7.41   CKS91
358.9+03.2 |           2.30   84..4108
358.9+03.2 |           2.67   82...363
358.9+03.2 |           4.1    84..1511
358.9+03.2 |           4.41   CKS91
358.9+03.2 |           4.97   78..1992
358.9+03.2 |           5.68   71..9065
358.9+03.4 |           4.90   CKS91
358.9-00.7 |           0.83   84..4108
358.9-00.7 |           0.87   82...363
358.9-00.7 |           1.01   CKS91
358.9-00.7 |           1.4    84..1511
358.9-00.7 |           1.61   78..1992
358.9-00.7 |           2.29   71..9065
358.9-00.7 |           4.87   76..9034
358.9-00.7 |           4.98   75..9002
358.9-03.7 |           3.2    84..1511
358.9-03.7 |           7.47   71..9065
359.0-04.1 |           4.4    84..1511
359.0-04.1 |           7.33   71..9065
359.0-04.8 |           2.0    84..1511
359.0-04.8 |           2.45   78..1992
359.0-04.8 |           2.88   71..9065
359.1+15.1 |           3.00   84..4108
359.1+15.1 |           3.14   82...363
359.1+15.1 |           3.82   CKS91
359.1+15.1 |           4.06   71..9065
359.1+15.1 |           4.7    84..1511
359.1-01.7 |           0.7    84..1511
359.1-01.7 |           2.03   78..1992
359.1-01.7 |           2.8    71..9065
359.1-01.7 |           3.07   CKS91
359.1-02.3 |           1.4    84..1511
359.1-02.3 |           2.92   78..1992
359.1-02.3 |           3.28   71..9065
359.1-02.3 |           6.66   CKS91
359.1-02.9 |           2.6    84..1511
359.1-02.9 |           6.05   71..9065
359.3-00.9 |           0.69   84..4108
359.3-00.9 |           0.84   82...363
359.3-00.9 |           1.2    84..1511
359.3-00.9 |           1.24   CKS91
359.3-00.9 |           1.6    71..9065
359.3-00.9 |           1.71   76..9034
359.3-00.9 |           1.75   75..9002
359.3-00.9 |           1.9    78..1992
359.3-01.8 |           1.0    84..1511
359.3-01.8 |           2.80   84..4108
359.3-01.8 |           3.51   78..1992
359.3-01.8 |           4.11   71..9065
359.3-03.1 |           9.10   CKS91
359.4-03.4 |           3.5    84..1511
359.4-03.4 |           5.56   71..9065
359.4-03.4 |           7.58   CKS91
359.7-01.8 |           1.0    84..1511
359.7-01.8 |           3.10   78..1992
359.7-01.8 |           3.59   71..9065
359.7-02.6 |           3.10   84..4108
359.7-02.6 |           3.5    CKS91
359.7-02.6 |           7.87   78..1992
359.8+03.7 |           6.42   CKS91
359.8+05.6 |           5.7    84..1511
359.8+06.9 |           5.75   78..1992
359.8+06.9 |           6.81   71..9065
359.8+06.9 |           9.8    84..1511
359.8+06.9 |          14.4    CKS91
359.9+05.1 |           2.30   84..4108
359.9+05.1 |           3.29   CKS91
359.9+05.1 |           3.4    84..1511
359.9+05.1 |           3.41   82...363
359.9+05.1 |           3.82   78..1992
359.9+05.1 |           4.0    71..9065
359.9-04.5 |           2.30   84..4108
359.9-04.5 |           4.95   CKS91
