PK,f_PK,Name,RAh,RAm,DE-,DEd,DEm,List,Disc,Note,ImFile,Page
356-02.2,*,M 1-27,17,43.5,-,33,7,--,M S2 (Minkowski 1946),--,--,--
356-02.2,*,M 1-27,17,43.5,-,33,7,S6,"Kohoutek, Pauls 2001",*,--,--
356-02.3,*,K 6-12,17,44.0,-,33,15,S5,Kohoutek 1994,--,bb101-105,5
356-03.1,--,H 2-26,17,46.5,-,34,0,--,Haro 1952,--,--,--
356-03.2,--,H 2-27,17,48.5,-,33,47,--,Haro 1952,--,--,--
356-03.3,--,H 1-39,17,50.0,-,33,55,--,Haro 1952,--,--,--
356-03.4,M,SM 4,17,46.6,-,33,30,S1,M S6 (Stenholm 1975),--,--,--
356-03.5,--,K 5-20,17,46.9,-,33,13,S5,Kohoutek 1994,--,bb106-110,1
356-04.1,--,Cn 2-1,17,51.2,-,34,22,--,Cannon 1922,--,--,--
356-04.2,--,H 1-41,17,54.0,-,34,9,--,Haro 1952,--,--,--
356-05.1,--,H 2-35,17,57.0,-,34,28,--,Haro 1952,--,--,--
356-05.2,--,M 2-24,17,58.7,-,34,28,--,Minkowski 1947,--,--,--
356-06.1,--,M 3-49,17,59.2,-,35,13,--,Minkowski 1948,--,--,--
356-06.2,--,H 1-51,18,1.1,-,34,58,--,Haro 1952,--,--,--
356-06.3,--,SB 48,18,1.9,-,35,28,S6,Beaulieu 1996,--,bb101-105,5
356-07.1,*,He 2-349,18,4.3,-,36,7,--,Henize 1964,*,--,--
356-07.2,--,H 1-57,18,6.5,-,35,45,--,Haro 1952,--,--,--
356-07.3,--,SB 44,18,3.8,-,36,3,S6,Beaulieu 1996,*,bb106-110,1
356-07.4,--,SB 45,18,3.5,-,36,7,S6,Beaulieu 1996,--,bb106-110,1
356-07.5,--,SB 47,18,4.0,-,35,46,S6,Beaulieu 1996,--,bb106-110,1
356-08.1,--,SB 46,18,9.3,-,36,33,S6,Beaulieu 1996,--,bb106-110,1
356-11.1,--,Lo 17,18,24.4,-,37,18,S1,Longmore 1977,--,bb106-110,2
356-18.1,M,ESO-337-04,18,54.9,-,39,58,S1,M S4 (Holmberg etal. 1977),--,--,--
357+07.1,--,M 4-3,17,7.6,-,27,5,--,Minkowski 1948,--,--,--
357+07.2,--,TaJu 5,17,8.1,-,27,8,S6,Bica etal. 1995,--,bb106-110,2
357+05.1,*,TaJu 13,17,15.6,-,27,47,S4,"Terzan, Ounnas 1988",--,bb106-110,2
357+04.1,--,H 2-7,17,20.2,-,28,56,--,Haro 1952,--,--,--
357+04.2,--,TaJu 18,17,18.5,-,28,52,S4,"Terzan, Ju 1980",*,bb106-110,2
357+04.3,*,Ta 68,17,21.1,-,28,44,S4,"Terzan, Ounnas 1988",--,bb106-110,2
357+03.1,--,M 3-7,17,21.4,-,29,22,--,Minkowski 1948,--,--,--
357+03.2,--,M 3-41,17,22.8,-,29,19,--,Minkowski 1948,--,--,--
357+03.3,M,Th 3-17,17,24.3,-,29,1,--,M S2 (The 1964),--,--,--
357+03.4,--,M 3-42,17,23.8,-,29,13,--,Minkowski 1948,--,--,--
357+03.5,M,Th 3-16,17,24.2,-,29,19,--,M S2 (The 1964),--,--,--
357+03.6,*,Ta 69,17,21.5,-,28,42,S4,"Terzan, Ounnas 1988",--,bb106-110,3
357+02.1,M,Ap 1-1,17,25.7,-,29,5,--,M S2 (Apriamashvili 1962),--,--,--
357+02.2,M,Ap 1-2,17,25.9,-,29,12,--,M S6 (Apriamashvili 1962),--,--,--
357+02.3,M,Th 3-20,17,25.9,-,29,41,--,M S2 (The 1964),--,--,--
357+02.4,--,H 1-18,17,26.5,-,29,31,--,Haro 1952,--,--,--
357+02.5,--,M 4-4,17,25.6,-,30,5,--,Minkowski 1948,--,bb106-110,3
357+02.6,--,H 2-13,17,27.9,-,30,8,--,Haro 1952,--,--,--
357+02.7,--,Th 3-24,17,27.6,-,30,15,--,The 1964,--,--,--
357+02.8,M,Ae 2-D,17,26.3,-,29,45,S2,M S5 (Allen 1979),--,--,--
357+01.1,--,H 1-23,17,29.6,-,29,58,--,Haro 1952,--,--,--
357+01.2,--,Ae 2-H,17,30.1,-,30,24,S2,Allen 1979,--,bb106-110,3
357+01.3,*,TaJu 21,17,32.5,-,30,20,S2,Terzan etal. 1978,*,bb106-110,3
357+01.4,*,K 6-2,17,30.6,-,30,41,S5,Kohoutek 1994,*,bb106-110,4
357-02.1,M,Ae 2-M,17,44.5,-,32,20,S2,M S5 (Allen 1979),--,--,--
357-03.1,M,He 2-294,17,48.5,-,32,54,--,M S2 (Henize 1964),--,--,--
357-03.2,--,M 2-16,17,49.3,-,32,45,--,Minkowski 1947,--,--,--
357-03.3,--,H 2-29,17,50.0,-,32,40,--,Haro 1952,--,--,--
357-03.4,--,M 2-18,17,50.3,-,32,58,--,Minkowski 1947,--,--,--
357-04.1,--,H 1-42,17,54.1,-,33,35,--,Haro 1952,--,--,--
357-04.2,--,M 2-22,17,55.2,-,33,28,--,Minkowski 1947,--,--,--
357-04.3,--,H 1-43,17,54.9,-,33,47,--,Haro 1952,*,bb106-110,4
357-05.1,--,M 1-34,17,58.1,-,33,18,--,Minkowski 1946,--,--,--
357-06.1,--,M 3-50,18,0.8,-,34,29,--,Minkowski 1948,--,--,--
357-06.2,--,SB 50,18,2.8,-,34,34,S6,Beaulieu 1996,--,bb106-110,4
357-07.1,--,SB 51,18,5.9,-,34,48,S6,Beaulieu 1996,--,bb106-110,4
357-09.1,--,SB 49,18,16.8,-,36,9,S6,Beaulieu 1996,--,bb106-110,4
358+09.1,--,Th 3-1,17,2.7,-,25,21,--,The 1964,--,bb106-110,5
358+09.2,*,Ta 26,17,4.7,-,25,0,S4,Terzan 1985,--,bb106-110,5
358+08.1,*,Ta 29,17,5.3,-,25,10,S4,Terzan 1985,--,bb106-110,5
358+07.1,--,M 3-36,17,9.6,-,25,40,--,Minkowski 1948,--,--,--
358+07.2,--,TaJu 8,17,9.5,-,26,22,S5,Thompson etal. 1991,*,bb106-110,5
358+06.1,*,TaJu 14,17,15.3,-,26,19,S4,"Terzan, Ju 1980",--,bb106-110,5
358+05.1,--,M 3-39,17,18.1,-,27,9,--,Minkowski 1948,--,--,--
358+05.2,M,M 3-40,17,19.3,-,27,6,--,M S4 (Minkowski 1948),--,--,--
358+04.1,--,M 3-8,17,21.7,-,28,3,--,Minkowski 1948,--,--,--
358+04.2,--,Th 3-15,17,24.0,-,27,41,--,The 1964,*,bb111-115,1
358+04.3,--,SrWe 2,17,23.9,-,27,38,S4,"Saurer, Weinberger 1987",*,bb106-110,5
358+03.1,--,M 3-10,17,24.2,-,28,25,--,Minkowski 1948,--,--,--
358+03.2,--,H 2-10,17,24.4,-,28,29,--,Haro 1952,--,--,--
358+03.3,--,Th 3-19,17,25.5,-,28,25,--,The 1964,*,--,--
358+03.4,--,H 1-19,17,26.9,-,27,57,--,Haro 1952,--,--,--
358+03.5,M,Th 3-18,17,25.3,-,28,36,--,M S2 (The 1964),--,--,--
358+03.6,--,H 1-20,17,27.6,-,28,2,--,Haro 1952,--,--,--
358+03.7,--,H 1-17,17,26.5,-,28,38,--,Haro 1952,--,--,--
358+03.8,--,Th 3-26,17,28.0,-,28,13,--,The 1964,--,--,--
358+03.9,*,Ae 2-B,17,24.6,-,28,9,S2,Allen 1979,--,bb111-115,1
358+02.1,M,Ap 1-3,17,28.1,-,28,22,--,M S2 (Apriamashvili 1961),--,--,--
358+02.2,--,Th 3-23,17,27.2,-,29,8,--,The 1964,--,--,--
358+02.3,M,Th 3-29,17,29.3,-,29,3,--,M S2 (The 1964),--,--,--
358+02.4,--,Ae 2-F,17,27.3,-,28,34,S2,Allen 1979,--,bb111-115,1
358+02.5,*,HtDe 8,17,28.6,-,28,40,S3,Hartl etal. 1983,*,bb111-115,2
358+01.1,--,M 4-6,17,32.1,-,29,1,--,Minkowski 1948,--,--,--
358+01.2,M,Th 3-31,17,31.1,-,29,27,--,M S2 (The 1964),--,--,--
358+01.3,*,H 1-25,17,32.2,-,29,43,--,Haro 1952,*,--,--
358+01.4,*,Bl B,17,33.8,-,29,38,--,Blanco 1961,*,bb111-115,2
358+01.5,--,JaSt 2,17,31.8,-,29,20,S6,"Jacoby, Van de Steene 1997",--,bb111-115,2
358+01.6,--,JaSt 3,17,32.2,-,29,20,S6,"Jacoby, Van de Steene 1997",--,bb111-115,2
358+01.7,--,JaSt 4,17,32.4,-,29,11,S6,"Jacoby, Van de Steene 1997",--,bb111-115,2
358+01.8,--,JaSt 5,17,32.7,-,28,57,S6,"Jacoby, Van de Steene 1997",--,bb111-115,2
358+00.1,--,JaSt 16,17,36.2,-,29,40,S6,"Jacoby, Van de Steene 1997",--,bb111-115,3
358-00.1,M,Bl 3-5,17,39.1,-,30,26,--,M S2 (Blanco 1964),--,--,--
358-00.2,--,M 1-26,17,42.8,-,30,11,--,Minkowski 1946,--,--,--
358-01.1,--,Bl D,17,42.8,-,31,2,--,Blanco 1961,*,--,--
358-01.2,M,Sa 3-80,17,47.0,-,30,57,S1,M S2 (Sanduleak 1976),*,--,--
358-01.3,--,JaSt 61,17,45.7,-,31,6,S6,"Jacoby, Van de Steene 1997",--,bb111-115,3
358-01.4,--,JaSt 55,17,43.7,-,30,37,S6,"Jacoby, Van de Steene 1997",--,bb111-115,3
358-01.5,--,JaSt 62,17,46.1,-,30,35,S6,"Jacoby, Van de Steene 1997",--,bb111-115,3
358-02.1,--,M 4-7,17,48.5,-,31,35,--,Minkowski 1948,*,bb111-115,3
358-02.2,M,Bl 3-6,17,49.7,-,31,19,--,M S2 (Blanco 1964),*,--,--
358-02.3,*,MaC 1-7,17,48.2,-,31,13,S2,MacConnell 1978,*,bb111-115,3
358-02.4,--,Ae 2-O,17,48.5,-,32,2,S2,Allen 1979,--,bb111-115,4
358-02.5,--,Ae 2-R,17,50.4,-,31,25,S2,Allen 1979,--,bb111-115,4
358-02.6,*,K 6-16,17,48.8,-,31,17,S5,Kohoutek 1994,--,bb111-115,4
358-03.1,--,H 1-44,17,54.9,-,31,43,--,Haro 1952,--,--,--
358-03.2,M,H 2-30,17,53.0,-,32,37,--,M S3 (Haro 1952),--,--,--
358-03.3,*,MaC 1-8,17,52.8,-,31,38,S2,MacConnell 1978,*,bb111-115,5
358-04.1,--,H 1-46,17,55.8,-,32,22,--,Haro 1952,--,--,--
358-04.2,*,Sa 3-107,17,56.6,-,32,59,S1,Sanduleak 1976,*,bb111-115,5
358-05.1,--,Pe 1-11,17,58.4,-,33,15,--,Minkowski 1948,--,--,--
358-05.2,*,H 1-49,18,0.1,-,32,43,--,Haro 1952,*,--,--
358-05.3,--,H 1-50,18,0.6,-,32,42,--,Haro 1952,--,--,--
358-05.4,--,M 3-51,18,1.7,-,32,54,--,Minkowski 1948,--,--,--
358-05.5,--,SB 53,18,0.2,-,32,38,S6,Beaulieu 1996,--,bb111-115,4
358-06.1,M,He 2-354,18,6.6,-,33,20,--,M S4 (Henize 1964),--,--,--
358-07.1,--,NGC 6563,18,8.7,-,33,53,--,J. Herschel 1837,--,--,--
358-07.2,--,SB 52,18,8.4,-,34,1,S6,Beaulieu 1996,--,bb111-115,5
358-21.1,--,IC 1297,19,14.0,-,39,42,--,Fleming 1894,*,--,--
359+15.1,--,A 40,16,45.6,-,20,56,--,Abell 1955,--,--,--
359+07.1,*,Ta 40,17,13.7,-,24,56,S4,Terzan 1985,--,bb111-115,5
359+06.1,--,M 3-37,17,16.1,-,25,14,--,Minkowski 1948,--,--,--
359+05.1,--,M 2-12,17,20.9,-,25,57,--,Minkowski 1947,--,--,--
359+05.2,--,M 3-9,17,22.6,-,26,9,--,Minkowski 1948,--,--,--
359+05.3,--,TaJu 19,17,22.3,-,26,9,S5,Thompson etal. 1991,*,bb116-119,1
359+04.1,--,Th 3-14,17,22.6,-,26,55,--,The 1964,--,--,--
359+03.1,M,Th 3-28,17,27.8,-,26,57,--,M S6 (The 1964),*,--,--
359+03.2,--,Th 3-25,17,27.7,-,27,4,--,The 1964,--,--,--
359+03.3,M,Ap 1-4,17,29.0,-,27,2,--,M S6 (Apriamashvili 1962),--,--,--
359+03.4,--,Ae 2-E,17,27.1,-,27,28,S2,Allen 1979,*,bb116-119,1
359+02.1,M,Th 3-30,17,30.6,-,28,5,--,M S2 (The 1964),--,--,--
359+02.2,M,Ap 1-5,17,30.0,-,28,19,--,M S2 (Apriamashvili 1962),--,--,--
359+02.3,--,Th 3-33,17,32.7,-,27,41,--,The 1964,--,--,--
359+02.4,M,Th 3-32,17,32.1,-,28,5,--,M S2 (The 1964),--,--,--
359+02.5,--,Ae 2-G,17,29.2,-,28,12,S2,Allen 1979,--,bb116-119,1
359+02.6,--,Ae 2-I,17,31.1,-,27,54,S2,Allen 1979,--,bb116-119,2
359+02.7,--,Ae 2-K,17,33.1,-,27,59,S2,Allen 1979,--,bb116-119,1
359+01.1,--,Th 3-35,17,35.5,-,28,41,--,The 1964,--,--,--
359+01.2,M,Th 3-36,17,36.2,-,28,46,--,M S2 (The 1964),--,--,--
359+01.3,*,19W32,17,35.9,-,28,55,S2,"Wouterloot, Dekker 1979",*,bb116-119,2
359+01.4,*,K 6-6,17,36.1,-,28,14,S5,Kohoutek 1994,*,bb116-119,2
359+01.5,--,JaSt 8,17,35.3,-,28,50,S6,"Jacoby, Van de Steene 1997",--,bb116-119,2
359+01.6,--,JaSt 9,17,35.6,-,29,7,S6,"Jacoby, Van de Steene 1997",--,bb116-119,2
359-00.1,--,Hb 5,17,44.7,-,29,59,--,Hubble 1921,--,--,--
359-01.1,--,M 1-29,17,47.1,-,30,34,--,Minkowski 1946,--,--,--
359-01.2,*,M 3-44,17,48.1,-,30,23,--,Minkowski 1948,--,--,--
359-01.3,--,M 3-45,17,48.9,-,30,5,--,Minkowski 1948,*,--,--
359-01.4,*,IRAS17486-3001,17,48.6,-,30,2,S5,"Ratag etal. 1990, No.43",*,bb116-119,3
359-02.1,M,Bl L,17,50.0,-,30,17,--,M S2 (Blanco 1961),--,--,--
359-02.2,--,M 3-16,17,49.5,-,30,49,--,Minkowski 1948,--,--,--
359-02.3,--,H 1-40,17,52.4,-,30,33,--,Haro 1952,--,--,--
359-02.4,--,M 3-46,17,51.9,-,31,12,--,Minkowski 1948,--,--,--
359-03.1,--,M 3-17,17,53.2,-,31,4,--,Minkowski 1948,--,--,--
359-03.2,--,H 2-33,17,55.0,-,31,8,--,Haro 1952,--,--,--
359-04.1,--,M 3-48,17,56.7,-,31,54,--,Minkowski 1948,--,--,--
359-04.2,--,M 2-27,18,0.6,-,31,18,--,Minkowski 1947,--,--,--
359-04.3,--,M 2-25,17,59.5,-,32,10,--,Minkowski 1947,--,--,--
359-04.4,--,H 2-36,18,0.9,-,31,39,--,Haro 1952,--,bb116-119,3
359-04.5,--,KnFs 3,17,59.6,-,31,24,S4,Kinman etal. 1988,--,bb116-119,3
359-05.1,*,KnFs 9,18,4.1,-,31,43,S4,Kinman etal. 1988,--,bb116-119,4
359-06.1,--,H 1-62,18,10.0,-,32,21,--,Haro 1952,--,--,--
359-06.2,--,SB 54,18,5.3,-,32,30,S6,Beaulieu 1996,--,bb116-119,4
359-07.1,--,M 2-32,18,11.6,-,32,38,--,Minkowski 1947,*,--,--
359-07.2,--,SB 56,18,12.3,-,32,39,S6,Beaulieu 1996,--,bb116-119,4
359-08.1,--,SB 55,18,16.1,-,33,38,S6,Beaulieu 1996,*,bb116-119,4
359-33.1,--,CD-41 13967,20,16.1,-,41,41,S5,McCarthy etal. 1991,*,bb116-119,4
