RefCode,f_RefCode,Text
1898,--,"Sramek R.A.,Weedman D.W. 1978,ApJ 221,468."
1898,=,1978ApJ...221..468S
1899,--,"Sramek R.A.,Weedman D.W. 1980,ApJ 238,435."
1899,=,1980ApJ...238..435S
1900,--,"Stannard D.,Neal D.S. 1977,MNRAS 179,719."
1900,=,1977MNRAS.179..719S
1901,--,"Stauffer J.R. 1982,ApJ 262,66."
1901,=,1982ApJ...262...66S
1902,--,"Staveley-Smith L.,Allen D.A.,Chapman J.M.,Norris R.P.,Whiteoak J.B. 1989,"
1902,--,"Nat 337,625."
1902,=,1989Natur.337..625S
1903,--,"Steidel C.C. 1990,ApJS 72,1."
1903,=,1990ApJS...72....1S
1904,--,"Steidel C.C.,Sargent W.L.W. 1991,ApJ 382,433."
1904,=,1991ApJ...382..433S
1905,--,"Steidel C.C.,Sargent W.L.W. 1991,AJ 102,1610."
1905,=,1991AJ....102.1610S
1906,--,"Steidel C.C.,Pettini M.,Hamilton D. 1995,AJ 110,2519."
1906,=,1995AJ....110.2519S
1907,--,"Stein W.A.,Weedman D.W. 1976,ApJ 205,44."
1907,=,1976ApJ...205...44S
1908,--,"Steiner J.E.,Grindlay J.E.,Maccacaro T. 1982,ApJ 259,482."
1908,=,1982ApJ...259..482S
1909,--,"Stepanian J.A.,Lipovetski V.A.,Erastova L.K. 1988,Astrophysics 29,552."
1909,=,1988Ap.....29..552S
1910,--,"Stepanian J.A.,Lipovetski V.A.,Erastova L.K. 1990,Astrophysics 32,252."
1910,=,1990Ap.....32..252S
1911,--,"Stepanian J.A.,Lipovetski V.A.,Shapovalova A.I.,Erastova L.K. 1990,"
1911,--,"Astrophysics 33,344."
1911,=,1990Ap.....33..344S
1912,--,"Stepanian J.A.,Lipovetski V.A.,Shapovalova A.I.,Erastova L.K.,Chavushyan V.O. 1990,"
1912,--,"Astrophysics 33,411."
1912,=,1990Ap.....33..411S
1913,--,"Stepanian J.A.,Lipovetski V.A.,Shapovalova A.I.,Erastova L.K.,Chavushyan V.O. 1990,"
1913,--,"Astrophysics 33,501."
1913,=,1990Apfz....33..351S
1914,--,"Stepanian J.A.,Lipovetski V.A.,Chavushyan V.O.,Erastova L.K.,Shapovalova A.I. 1991,"
1914,--,"Astrophysics 34,1."
1914,=,1991Ap.....34....1S
1915,--,"Stepanian J.A.,Lipovetski V.A.,Erastova L.K.,Shapovalova A.I. 1991,"
1915,--,"Astrophysics 34,99."
1915,=,1991Ap.....34...99S
1916,--,"Stepanian J.A.,Lipovetski V.A.,Chavushyan V.O.,Erastova L.K.,Shapovalova A.I. 1991,"
1916,--,"Astrophysics 34,163."
1916,=,1991Ap.....34..163S
1917,--,"Stepanian J.A.,Lipovetski V.A.,Erastova L.K.,Shapovalova A.I.,Gyulzadian M.B. 1993,"
1917,--,"Bull. Special Astrophys. Obs. 35,15."
1917,=,1993BSAO...35...15S
1918,--,"Stepanian J.A.,Lipovetski V.A.,Erastova L.K.,Shapovalova A.I.,Hakopian S.A. 1993,"
1918,--,"Bull. Special Astrophys. Obs. 35,24."
1918,=,1993BSAO...35...24S
1919,--,"Stepanian J.A.,Lipovetski V.A.,Erastova L.K. et al. 1993,Bull. Special"
1919,--,"Astrophys. Obs. 35,32."
1919,=,1993BSAO...35...32S
1920,--,"Stepanian J.A.,Lipovetski V.A.,Erastova L.K. et al. 1993,Bull. Special"
1920,--,"Astrophys. Obs. 35,38."
1920,=,1993BSAO...35...38S
1921,--,"Stepanian J.A.,Lipovetski V.A.,Chavushyan V.O.,Erastova L.K.,Balayan S.K. 1993,"
1921,--,"Bull. Special Astrophys. Obs. 36,5."
1921,=,1993BSAO...36....5S
1922,--,"Stepanian J.A.,Chavushyan V.H.,Carrasco L.,Tovmassian H.M.,Erastova L.K. 1999,"
1922,--,"PASP 111,1099."
1922,=,1999PASP..111.1099S
1923,--,"Stepanian J.A.,Green R.F.,Foltz C.B. et al. 2001,AJ 122,3361."
1923,=,2001AJ....122.3361S
1924,--,"Stepanian J.A.,Chavushian V.H.,Carrasco L. et al. 2002,AJ 124,1283."
1924,=,2002AJ....124.1283S
1925,--,"Stepanian J.A.,Benitez E.,Krongold Y. et al. 2003,ApJ 588,746."
1925,=,2003ApJ...588..746S
1926,--,"Stepanian J.A.,de Diego J.A.,Benitez E. et al. 2002,preprint"
1926,--,'A multiwavelength study of the low-redshifted NLQSOs from the
1926,--,Second Byurakan Survey'.
1926,=,2002...............
1927,--,"Stephens S.A. 1989,AJ 97,10."
1927,=,1989AJ.....97...10S
1928,--,"Stephenson C.B.,Pesch P.,MacConnell D.J. 1992,ApJS 82,471."
1928,=,1992ApJS...82..471S
1929,--,"Steppe H. 1978,A&AS 31,209."
1929,=,1978A&AS...31..209S
1930,--,"Stern D.,Dey A.,Spinrad H. et al. 1999,AJ 117,1122."
1930,=,1999AJ....117.1122S
1931,--,"Stern D.,Djorgovski S.G.,Perley R.A.,de Carvalho R.R.,Wall J.V. 2000,AJ 119,1526."
1931,=,2000AJ....119.1526S
1932,--,"Stern D.,Spinrad H.,Eisenhardt P. et al. 2000,ApJ 533,L75."
1932,=,2000ApJ...533L..75S
1933,--,"Stern D.,Moran E.C.,Coil A.L. et al. 2002,ApJ 568,71."
1933,=,2002ApJ...568...71S
1934,--,"Stern D.,Stanford S.A. et al. 2002,AJ 123,2223."
1934,=,2002AJ....123.2223S
1935,--,"Stern D.,Holden B.,Stanford S.A.,Spinrad H. 2003,AJ 125,2759."
1935,=,2003AJ....125.2759S
1936,--,"Stevenson S.L.,Salzer J.J.,Sarajedini V.L.,Moran E.C. 2002,AJ 124,3465."
1936,=,2002AJ....124.3465S
1937,--,"Stickel M.,Kuhr H. 1992,A&A 264,68."
1937,=,1992A&A...264...68S
1938,--,"Stickel M.,Kuhr H. 1993,A&AS 100,395."
1938,=,1993A&AS..100..395S
1939,--,"Stickel M.,Kuhr H. 1993,A&AS 101,521."
1939,=,1993A&AS..101..521S
1940,--,"Stickel M.,Kuhr H. 1994,A&AS 103,349."
1940,=,1994A&AS..103..349S
1941,--,"Stickel M.,Kuhr H. 1994,A&AS 105,67."
1941,=,1994A&AS..105...67S
1942,--,"Stickel M.,Kuhr H. 1996,A&AS 115,1."
1942,=,1996A&AS..115....1S
1943,--,"Stickel M.,Kuhr H. 1996,A&AS 115,11."
1943,=,1996A&AS..115...11S
1944,--,"Stickel M.,Fried J.W.,Kuhr H. 1989,A&AS 80,103."
1944,=,1989A&AS...80..103S
1945,--,"Stickel M.,Fried J.W.,Kuhr H. 1993,A&AS 98,393."
1945,=,1993A&AS...98..393S
1946,--,"Stickel M.,Kuhr H.,Fried J.W. 1993,A&AS 97,483."
1946,=,1993A&AS...97..483S
1947,--,"Stickel M.,Meisenheimer K.,Kuhr H. 1994,A&AS 105,211."
1947,=,1994A&AS..105..211S
1948,--,"Stickel M.,Rieke M.J.,Rieke G.H.,Kuhr H. 1996,A&A 306,49."
1948,=,1996A&A...306...49S
1949,--,"Stine P.C. 1992,ApJS 81,49."
1949,=,1992ApJS...81...49S
1950,--,"Stirpe G.M. 1990,A&AS 85,1049."
1950,=,1990A&AS...85.1049S
1951,--,"Stobie R.S.,Kilkenny D.,O'Donoghue D. et al. 1997,MNRAS 287,848."
1951,=,1997MNRAS.287..848S
1952,--,"Stocke J.T.,Arp H. 1978,ApJ 219,367."
1952,=,1978ApJ...219..367S
1953,--,"Stocke J.T.,Tifft W.G.,Kaftan-Kassim M.A. 1978,AJ 83,322."
1953,=,1978AJ.....83..322S
1954,--,"Stocke J.T.,Liebert J.,Gioia I.M. et al. 1983,ApJ 273,458."
1954,=,1983ApJ...273..458S
1955,--,"Stocke J.T.,Foltz C.B.,Weymann R.J.,Christiansen W.A. 1984,ApJ 280,476."
1955,=,1984ApJ...280..476S
1956,--,"Stocke J.T.,Liebert J.,Schild R.,Gioia I.M.,Maccacaro T. 1984,ApJ 277,43."
1956,=,1984ApJ...277...43S
1957,--,"Stocke J.T.,Liebert J.,Schmidt G. et al. 1985,ApJ 298,619."
1957,=,1985ApJ...298..619S
1958,--,"Stocke J.T.,Schneider P.,Morris S.L. et al. 1987,ApJ 315,L11."
1958,=,1987ApJ...315L..11S
1959,--,"Stocke J.T.,Morris S.L.,Gioia I.M. et al. 1990,ApJ 348,141."
1959,=,1990ApJ...348..141S
1960,--,"Stocke J.T.,Morris S.L.,Gioia I.M. et al. 1991,ApJS 76,813."
1960,=,1991ApJS...76..813S
1961,--,"Stocke J.T.,Morris S.L.,Weymann R.J.,Foltz C.B. 1992,ApJ 396,487."
1961,=,1992ApJ...396..487S
1962,--,"Stocke J.T.,Wurtz R.,Wang Q.,Elston R.,Jannuzi B.T. 1992,ApJ 400,L17."
1962,=,1992ApJ...400L..17S
1963,--,"Stocke J.T.,Wurtz R.,Perlman E.S. 1995,ApJ 454,55."
1963,=,1995ApJ...454...55S
1964,--,"Stocke J.T.,Rector T.A. 1997,ApJ 489,L17."
1964,=,1997ApJ...489L..17S
1965,--,"Stockton A.N. 1968,AJ 73,887."
1965,=,1968AJ.....73..887S
1966,--,"Stockton A.N. 1969,ApJ 155,L141."
1966,=,1969ApJ...155L.141S
1967,--,"Stockton A.N. 1972,Nat PS 238,37."
1967,=,1972Natur.238...37S
1968,--,"Stoll D.,Tiersch H.,Cordis L. 1997,AN 318,149."
1968,=,1997AN....318..149S
1969,--,"Stone R.P.S. 1982,ApJS 48,395."
1969,=,1982ApJS...48..395S
1970,--,"Storchi-Bergmann T.,Bica E.,Pastoriza M.G. 1990,MNRAS 245,749."
1970,=,1990MNRAS.245..749S
1971,--,"Storrie-Lombardi L.J.,McMahon R.G.,Irwin M.J.,Hazard C. 1996,ApJ 468,121."
1971,=,1996ApJ...468..121S
1972,--,"Storrie-Lombardi L.J.,Wolfe A.M. 2000,ApJ 543,552."
1972,=,2000ApJ...543..552S
1973,--,"Storrie-Lombardi L.J.,Irwin M.J.,McMahon R.G.,Hook,I.M. 2001,MNRAS 322,933."
1973,=,2001MNRAS.322..933S
1974,--,"Strauss M.A.,Kirhakos S.D.,Yahil A. 1988,ApJ 332,L45."
1974,=,1988ApJ...332L..45S
1975,--,"Strittmatter P.A.,Carswell R.F.,Burbidge E.M. et al. 1973,ApJ 183,767."
1975,=,1973ApJ...183..767S
1976,--,"Strittmatter P.A.,Carswell R.F.,Gilbert G.,Burbidge E.M. 1974,ApJ 190,509."
1976,=,1974ApJ...190..509S
1977,--,"Strittmatter P.A.,Hill P.,Pauliny-Toth I.I.K.,Steppe H.,Witzel A. 1980,A&A 88,L12."
1977,=,1980A&A....88L..12S
1978,--,"Strom S.E.,Forte J.C.,Harris W.E. et al. 1981,ApJ 245,416."
1978,=,1981ApJ...245..416S
1979,--,"Sulentic J.W. 1976,ApJS 32,171."
1979,=,1976ApJS...32..171S
1980,--,"Sulentic J.W. 1976,AJ 81,582."
1980,=,1976AJ.....81..582S
1981,--,"Sulentic J.W.,Zheng W.,Arp H. 1990,PASP 102,1275."
1981,=,1990PASP..102.1275S
1982,--,"Sullivan M.,Treyer M.A.,Ellis R.S. et al. 2000,MNRAS 312,442."
1982,=,2000MNRAS.312..442S
1983,--,"Surdej J.,Swings J.-P.,Arp H.,Barbier R. 1982,A&A 114,182."
1983,=,1982A&A...114..182S
1984,--,"Surdej J.,Swings J.-P.,Arp H.,Pedersen H. 1983,Proc. 24th Liege Int."
1984,--,Astrophys. Colloq.  p.355.
1984,=,1983Proc. Surdej J.
1985,--,"Surdej J.,Arp H.,Gosset E. et al. 1986,A&A 161,209."
1985,=,1986A&A...161..209S
1986,--,"Surdej J.,Magain P.,Swings J.-P. et al. 1988,A&A 198,49."
1986,=,1988A&A...198...49S
1987,--,"Surdej J.,Claeskens J.-F.,Remy M. et al. 1997,A&A 327,L1."
1987,=,1997A&A...327L...1S
1988,--,"Swarup G.,Saikia D.J.,Beltrametti M.,Sinha R.P.,Salter C.J. 1986,MNRAS 220,1."
1988,=,1986MNRAS.220....1S
1989,--,"Tadhunter C.N.,Morganti R.,di Serego Alighieri S.,Fosbury R.A.E.,Danziger I.J."
1989,--,"1993,MNRAS 263,999."
1989,=,1993MNRAS.263..999T
1990,--,"Tadhunter C.N.,Morganti R.,Robinson A. et al. 1998,MNRAS 298,1035."
1990,=,1998MNRAS.298.1035T
1991,--,"Tadhunter C.,Wills K.,Morganti R.,Oosterloo T.,Dickson R. 2001,"
1991,--,"MNRAS 327,227."
1991,=,2001MNRAS.327..227T
1992,--,"Takalo L.O. 1991,A&AS 90,161."
1992,=,1991A&AS...90..161T
1993,--,"Takalo L.O.,Kidger M.R.,de Diego J.-A.,Sillanpaa A. 1992,A&A 261,415."
1993,=,1992A&A...261..415T
1994,--,"Takalo L.O.,Nilsson K.,Sillanpaa A.,Terasranta H. 2000,A&A 357,881."
1994,=,2000A&A...357..881T
1995,--,"Takamiya M.,Kron R.G.,Kron G.E. 1995,AJ 110,1083."
1995,=,1995AJ....110.1083T
1996,--,"Takase B.,Miyauchi-Isobe N. 1983,Ann. Tokyo Astron. Obs.,2nd Ser. 19,595."
1996,=,1983AnTok..19..595T
1997,--,"Takase B.,Miyauchi-Isobe N. 1984,Ann. Tokyo Astron. Obs.,2nd Ser. 20,237."
1997,=,1984AnTok..20..237K
1998,--,"Takase B.,Miyauchi-Isobe N. 1984,Ann. Tokyo Astron. Obs.,2nd Ser. 20,335."
1998,=,1984AnTok..20..335K
1999,--,"Takase B.,Miyauchi-Isobe N. 1986,Ann. Tokyo Astron. Obs.,2nd Ser. 21,127."
1999,=,1986AnTok..21..127T
2000,--,"Takase B.,Miyauchi-Isobe N. 1986,Ann. Tokyo Astron. Obs.,2nd Ser. 21,181."
2000,=,1986AnTok..21..181T
2001,--,"Takase B.,Miyauchi-Isobe N. 1987,Ann. Tokyo Astron. Obs.,2nd Ser. 21,251."
2001,=,1987AnTok..21..251T
2002,--,"Takase B.,Miyauchi-Isobe N. 1987,Ann. Tokyo Astron. Obs.,2nd Ser. 21,363."
2002,=,1987AnTok..21..363T
2003,--,"Takase B.,Miyauchi-Isobe N. 1988,Ann. Tokyo Astron. Obs.,2nd Ser. 22,41."
2003,=,1988AnTok..22...41T
2004,--,"Takase B.,Miyauchi-Isobe N. 1989,Publ. Nat. Astron. Obs. Japan 1,11."
2004,=,1989PNAOJ...1...11T
2005,--,"Takase B.,Miyauchi-Isobe N. 1989,Publ. Nat. Astron. Obs. Japan 1,97."
2005,=,1989PNAOJ...1...97T
2006,--,"Takase B.,Miyauchi-Isobe N. 1991,Publ. Nat. Astron. Obs. Japan 2,37."
2006,=,1991PNAOJ...2...37T
2007,--,"Takase B.,Miyauchi-Isobe N. 1991,Publ. Nat. Astron. Obs. Japan 2,239."
2007,=,1991PNAOJ...2..239T
2008,--,"Takase B.,Miyauchi-Isobe N. 1992,Publ. Nat. Astron. Obs. Japan 2,573."
2008,=,1992PNAOJ...2..573T
2009,--,"Takase B.,Miyauchi-Isobe N. 1993,Publ. Nat. Astron. Obs. Japan 3,21."
2009,=,1993PNAOJ...3...21T
2010,--,"Takata T.,Tomita A.,Yamada T. et al. 1994,PASJ 46,343."
2010,=,1994PASJ...46..343T
2011,--,"Tapia S.,Craine E.R.,Johnson K. 1976,ApJ 203,291."
2011,=,1976ApJ...203..291T
2012,--,"Tapia S.,Craine E.R.,Gearhart M.R.,Pacht E.,Kraus J. 1977,ApJ 215,L71."
2012,=,1977ApJ...215L..71T
2013,--,"Taylor G.B.,Bloom J.S.,Frail D.A. et al. 2000,ApJ 537,L17."
2013,=,2000ApJ...537L..17T
2014,--,"Teplitz H.I.,Collins N.R.,Gardner J.P. et al. 2003,ApJS 146,209."
2014,=,2003ApJS..146..209T
2015,--,"Terlevich R.,Melnick J.,Masegosa J.,Moles M.,Copetti M.V.F. 1991,A&AS 91,285."
2015,=,1991A&AS...91..285T
2016,--,"Tesch F.,Engels D. 2000,MNRAS 313,377."
2016,=,2000MNRAS.313..377T
2017,--,"Thomas H.-C.,Beurmann K.,Reinsch K. et al. 1998,A&A 335,467."
2017,=,1998A&A...335..467T
2018,--,"Thomas H.C.,Dunne L.,Clemens M.S. et al. 2002,MNRAS 329,747."
2018,=,2002MNRAS.329..747T
2019,--,"Thompson D.J.,Djorgovski S. 1990,PASP 102,959."
2019,=,1990PASP..102..959T
2020,--,"Thompson D.J.,Djorgovski S.,Weir W.N. 1989,PASP 101,1065."
2020,=,1989PASP..101.1065T
2021,--,"Thompson D.J.,Djorgovski S.,de Carvalho R. 1991,PASP 102,1235."
2021,=,1990PASP..102.1235T
2022,--,"Thompson D.J.,Djorgovski S.,Vigotti M.,Grueff G. 1992,ApJS 81,1."
2022,=,1992ApJS...81....1T
2023,--,"Thompson D.J.,Djorgovski S. 1996,AJ 110,982."
2023,=,1995AJ....110..982T
2024,--,"Tiersch H.,Oleak H.,Stoll D. et al. 1996,ASP Conf. Ser. 98,523."
2024,=,1996ASP............
2025,--,"Tifft W.G.,Kirshner R.P.,Gregory S.A.,Moody J.W. 1986,ApJ 310,75."
2025,=,1986ApJ...310...75T
2026,--,"Tinney C.G. 1995,MNRAS 277,609."
2026,=,1995MNRAS.277..609T
2027,--,"Tinney C.G. 1999,MNRAS 303,565."
2027,=,1999MNRAS.303..565T
2028,--,"Tinney C.G.,da Costa G.S.,Zinnecker H. 1997,MNRAS 285,111."
2028,=,1997MNRAS.285..111T
2029,--,"Tonry J.L.,Kochanek C.S. 1999,AJ 117,2034."
2029,=,1999AJ....117.2034T
2030,--,"Torres C.A.O.,Quast G.R.,Coziol R. et al. 1997,ApJ 488,L19."
2030,=,1997ApJ...488L..19T
2031,--,"Tovmassian H.M.,Sherwood W.A.,Sherwood V.E. et al. 1984,A&AS 58,317."
2031,=,1984A&AS...58..317T
2032,--,"Tran H.D. 1995,ApJ 440,578."
2032,=,1995ApJ...440..578T
2033,--,"Tran H.D. 2001,ApJ 554,L19."
2033,=,2001ApJ...554L..19T
2034,--,"Tran H.D.,Miller J.S.,Kay L.E. 1992,ApJ 397,452."
2034,=,1992ApJ...397..452T
2035,--,"Tran H.D.,Osterbrock D.E.,Martel A. 1992,AJ 104,2072"
2035,=,1992AJ....104.2072T
2036,--,"Tran H.D.,Cohen M.H.,Ogle P.M.,Goodrich R.W.,di Serego Alighieri S. 1998,"
2036,--,"ApJ 500,660."
2036,=,1998ApJ...500..660T
2037,--,"Tran H.D.,Brotherton M.S.,Stanford S.A. et al. 1999,ApJ 516,85."
2037,=,1999ApJ...516...85T
2038,--,"Tran H.D.,Cohen M.H.,Villar-Martin M. 2000,AJ 120,562."
2038,=,2000AJ....120..562T
2039,--,"Trevese D.,Kron R.G.,Majewski S.R.,Bershady M.A.,Koo D.C. 1994,ApJ 433,494."
2039,=,1994ApJ...433..494T
2040,--,"Trew A.S.,Clube S.V.M.,Savage A.,Clowes R.G. 1982,MNRAS 200,785."
2040,=,1982MNRAS.200..785T
2041,--,"Treyer M.A.,Ellis R.S.,Milliard B.,Donas J.,Bridges T.J. 1998,MNRAS 300,303."
2041,=,1998MNRAS.300..303T
2042,--,"Tsvetanov Z.I. 1981,SvA Letters 7,42."
2042,=,1981SvAL....7...42T
2043,--,"Tsvetanov Z.I.,Petrosian A. 1995,ApJS 101,287."
2043,=,1995ApJS..101..287T
2044,--,"Tucker W.H.,Tananbaum H.,Remillard R.A. 1995,ApJ 444,532."
2044,=,1995ApJ...444..532T
2045,--,"Turner E.L.,Schneider D.P.,Burke B.F. et al. 1986,Nat 321,142."
2045,=,1986Natur.321..142T
2046,--,"Turner T.J.,Pounds K.A. 1989,MNRAS 240,833."
2046,=,1989MNRAS.240..833T
2047,--,"Turner T.J.,George I.M.,Grupe G. et al. 1999,ApJ 510,178."
2047,=,1999ApJ...510..178T
2048,--,"Turnshek D.A.,Weymann R.J.,Carswell R.F.,Smith M.G. 1984,ApJ 277,51."
2048,=,1984ApJ...277...51T
2049,--,"Tytler D.,Browne I.W.A. 1985,AJ 90,1676."
2049,=,1985AJ.....90.1676T
2050,--,"Tytler D.,Fan X.-M. 1992,ApJS 79,1."
2050,=,1992ApJS...79....1T
2051,--,"Tytler D.,Boksenberg A.,Sargent W.L.W.,Young P.,Kunth D. 1987,ApJS 64,667."
2051,=,1987ApJS...64..667T
2052,--,"Tytler D.,Fan X.-M.,Junkkarinen V.T.,Cohen R.D. 1993,AJ 106,426."
2052,=,1993AJ....106..426T
2053,--,"Tzanetakis A.,Spencer R.E.,Masson C.R.,Baldwin J.E. 1978,MNRAS 185,63P."
2053,=,1978MNRAS.185p..63T
2054,--,"Ugryumov A.V.,Engels D.,Lipovetski V.A. et al. 1999,A&AS 135,511."
2054,=,1999A&AS..135..511U
2055,--,"Ugryumov A.V.,Pustilnik S.A.,Lipovetski V.A.,Izotov Y.I.,Richter G. 1998,"
2055,--,"A&AS 131,295."
2055,=,1998A&AS..131..295U
2056,--,"Ugryumov A.V.,Engels D.,Kniazev A.Y. et al. 2001,A&A 374,907."
2056,=,2001A&A...374..907U
2057,--,"Ulmer M.P.,Brown R.L.,Schwartz D.A.,Patterson J.,Cruddace R.G. 1983,ApJ 270,L1."
2057,=,1983ApJ...270L...1U
2058,--,"Ulrich M.-H. 1971,ApJ 163,441."
2058,=,1971ApJ...163..441U
2059,--,"Ulrich M.-H. 1972,ApJ 178,113."
2059,=,1972ApJ...178..113U
2060,--,"Ulrich M.-H. 1973,Astrophys. Letters 14,89."
2060,=,1973ApL....14...89U
2061,--,"Ulrich M.-H. 1976,ApJ 206,364."
2061,=,1976ApJ...206..364U
2062,--,"Ulrich M.-H. 1978,ApJ 222,L3."
2062,=,1978ApJ...222L...3U
2063,--,"Ulrich M.-H. 1989,A&A 220,71."
2063,=,1989A&A...220...71U
2064,--,"Ulrich M.-H.,Butcher H.,Meier D.L. 1980,Nat 288,459."
2064,=,1980Natur.288..459U
2065,--,"Ulvestad J.S. 1986,ApJ 310,136."
2065,=,1986ApJ...310..136U
2066,--,"Ulvestad J.S.,Wilson A.S. 1983,ApJ 264,L7."
2066,=,1983ApJ...264L...7U
2067,--,"Ulvestad J.S.,Wilson A.S. 1984,ApJ 278,544."
2067,=,1984ApJ...278..544U
2068,--,"Ulvestad J.S.,Wilson A.S. 1984,ApJ 285,439."
2068,=,1984ApJ...285..439U
2069,--,"Ulvestad J.S.,Wilson A.S. 1989,ApJ 343,659."
2069,=,1989ApJ...343..659U
2070,--,"Ulvestad J.S.,Antonucci R.R.J.,Goodrich R.W. 1995,AJ 109,81."
2070,=,1995AJ....109...81U
2071,--,"Unger S.W.,Lawrence A.,Wilson A.S.,Elvis M.,Wright A.E. 1987,MNRAS 228,521."
2071,=,1987MNRAS.228..521U
2072,--,"Urry C.M.,Scarpa R.,O'Dowd M. et al. 2000,ApJ 532,816."
2072,=,2000ApJ...532..816U
2073,--,"Usher P.D. 1978,ApJ 222,40."
2073,=,1978ApJ...222...40U
2074,--,"Usher P.D. 1981,ApJS 46,117."
2074,=,1981ApJS...46..117U
2075,--,"Usher P.D.,Mitchell K.J. 1978,ApJ 223,1."
2075,=,1978ApJ...223....1U
2076,--,"Usher P.D.,Mitchell K.J. 1982,ApJS 49,27."
2076,=,1982ApJS...49...27U
2077,--,"Usher P.D.,Mitchell K.J.,Warnock III A. 1988,ApJS 66,1."
2077,=,1988ApJS...66....1U
2078,--,"Usher P.D.,Mitchell K.J. 2000,AJ 120,1683."
2078,=,2000AJ....120.1683U
2079,--,"Usher P.D.,Mattson D.,Warnock III A. 1982,ApJS 48,51."
2079,=,1982ApJS...48...51U
2080,--,"Usher P.D.,Green R.F.,Huang K.L.,Warnock III A. 1983,Proc. 24th Liege Int."
2080,--,Astrophys. Colloq. p.245.
2080,=,1983...............
2081,--,"Usher P.D.,Warnock III A.,Green R.F. 1983,ApJ 269,73."
2081,=,1983ApJ...269...73U
2082,--,"Usher P.D.,Mitchell K.J.,Huang K.-L. 1995,ApJ 454,654."
2082,=,1995ApJ...454..654U
2083,--,"Vaceli M.S.,Viegas S.M.,Gruenwald R.,de Souza R.E. 1997,AJ 114,1345."
2083,=,1997AJ....114.1345V
2084,--,"Vader J.P.,Simon M. 1987,Nat 327,304."
2084,=,1987Natur.327..304V
2085,--,"Vader J.P.,da Costa G.S.,Frogel J.A.,Heisler C.A.,Simon M. 1987,AJ 94,847."
2085,=,1987AJ.....94..847V
2086,--,"Vader J.P.,Frogel J.A.,Terndrup J.A.,Heisler C.A. 1993,AJ 106,1743."
2086,=,1993AJ....106.1743V
2087,--,"Valentijn E.A.,Perola G.C.,Jaffe W.J. 1977,A&AS 28,333."
2087,=,1977A&AS...28..333V
2088,--,"Vanden Berk D.E.,Stoughton C.,Crotts A.P.S.,Tytler D.,Kirkman D. 2000,AJ 119,2571."
2088,=,2000AJ....119.2571V
2089,--,"van den Broek A.C.,van Driel W.,de Jong T. et al. 1991,A&AS 91,61."
2089,=,1991A&AS...91...61V
2090,--,"van den Werf P.P., Clements D.L.,Shaver P.A.,Hawkins M.R.S. 1999,A&A 342,665."
2090,=,1999A&A...342..665V
2091,--,"Vanderriest C.,Lelievre G. 1977,A&A 56,71."
2091,=,1977A&A....56...71V
2092,--,"Vanderriest C.,Reboul H. 1991,A&A 251,43."
2092,=,1991A&A...251...43V
2093,--,"van Driel W.,Van den Broek A.C.,de Jong T. 1991,A&AS 90,55."
2093,=,1991A&AS...90...55V
2094,--,"Vaucher B.G.,Kreidl T.J.,Thomas N.G.,Hoag A.A. 1982,ApJ 261,18."
2094,=,1982ApJ...261...18V
2095,--,"Vaughan S.,Edelson R.,Warwick R.S.,Malkan M.A.,Goad M.R. 2001,MNRAS 327,673."
2095,=,2001MNRAS.327..673V
2096,--,"Veilleux S.,Osterbrock D.E. 1987,ApJS 63,295."
2096,=,1987ApJS...63..295V
2097,--,"Veilleux S.,Kim D.C.,Sanders D.B.,Mazzarella J.M.,Soifer B.T. 1995,ApJS 98,171."
2097,=,1995ApJS...98..171V
2098,--,"Veilleux S.,Sanders D.B.,Kim D.-C. 1997,ApJ 484,92."
2098,=,1997ApJ...484...92V
2099,--,"Veilleux S.,Sanders D.B.,Kim D.-C. 1999,ApJ 522,139."
2099,=,1999ApJ...522..139V
2100,--,"Veilleux S.,Kim D.-C.,Sanders D.B. 1999,ApJ 522,113."
2100,=,1999ApJ...522..113V
2101,--,"Vennes S. 1999,ApJ 525,995."
2101,=,1999ApJ...525..995V
2102,--,"Vermeulen R.C.,Taylor G.B. 1995,AJ 109,1983."
2102,=,1995AJ....109.1983V
2103,--,"Vermeulen R.C.,Ogle P.M.,Tran H.D. et al. 1995,ApJ 452,L5."
2103,=,1995ApJ...452L...5V
2104,--,"Vermeulen R.C.,Taylor G.B.,Readhead A.C.S.,Browne I.W.A. 1996,AJ 111,1013."
2104,=,1996AJ....111.1013V
2105,--,"Vernet J.,Cimatti A. 2001,A&A 380,409."
2105,=,2001A&A...380..409V
2106,--,"Veron M.-P. 1971,A&A 11,1."
2106,=,1971A&A....11....1V
2107,--,"Veron M.-P. 1981,A&A 100,12."
2107,=,1981A&A...100...12V
2108,--,"Veron M.-P.,Veron P. 1977,A&AS 29,149."
2108,=,1977A&AS...29..149V
2109,--,"Veron M.-P.,Veron P. 1984,Unpublished."
2109,=,1984Unpublished....
2110,--,"Veron M.-P.,Veron P.,Adgie R.L.,Gent H. 1976,A&A 47,401."
2110,=,1976A&A....47..401V
2111,--,"Veron M.-P.,Veron P.,Pauliny-Toth I.I.K.,Witzel A. 1981,A&AS 43,195."
2111,=,1981A&AS...43..195V
2112,--,"Veron M.-P.,Veron P.,Zuiderwijk E.J. 1981,A&A 98,34."
2112,=,1981A&A....98...34V
2113,--,"Veron-Cetty M.-P. 1984,A&AS 58,665."
2113,=,1984A&AS...58..665V
