Name,DSPshort,DSPlong
NGC1841,"pF, L, iR, vsbM, r","pretty faint, large, irregularly round, very suddenly brighter middle, mottled but not resolved"
NGC1842,"vvF, R, p of 2","very very faint, round, preceding (western) of 2"
NGC1843,"F, S, R, lbM","faint, small, round, a little brighter middle"
NGC1844,"pF, pL, R, gbM, f of 2","pretty faint, pretty large, round, gradually brighter middle, following (eastern) of 2"
NGC1845,"Cl, vlCM, st 9, 11…16","cluster, very little compressed middle, stars of 9th and 11th through 16th magnitude"
NGC1846,"pB, cL, R, vglbM, r","pretty bright, considerably large, round, very gradually a little brighter middle, mottled but not resolved"
NGC1847,"B, S, lE, ** in M","bright, small, a little extended, double star in middle"
NGC1848,"Cl, vlC, st 9…","cluster, very little compressed, stars from 9th magnitude"
NGC1849,"vF, S, lE, glbM","very faint, small, a little extended, gradually a little brighter middle"
NGC185,"pB, vL, iR, vgmbM, r","pretty bright, very large, irregularly round, very gradually much brighter middle, mottled but nor resolved"
NGC1850,"globular! vB, L, lE, vmCM, rr","remarkable object, a globular cluster, very bright, large, a little extended, very much compressed middle, partially resolved, some stars seen"
NGC1851,"globular! vB, vL, R, vsvvbM, rrr","remarkable object, a globular cluster, very bright, very large, round, very suddenly very very much brighter middle, well resolved, clearly consisting of stars"
NGC1852,"F, pL, R, vglbM","faint, pretty large, round, very gradually a little brighter middle"
NGC1853,"F, S, mE 45°, vgvlbM, * 11 nf","faint, small, much extended 45°, very gradually very little brighter middle, 11th magnitude star to northeast"
NGC1854,"globular, cB, S, R, gbM, 2nd of 3","globular cluster, considerably bright, small, round, gradually brighter middle, 2nd of 3"
NGC1855,"Cl, vB, L, R, st 12","globular cluster, considerably bright, small, round, gradually brighter middle, 2nd of 3"
NGC1856,"B, pL, R, gbM, 12s diam RA","bright, pretty large, round, gradually brighter middle, 12 seconds of time diameter in RA"
NGC1857,"Cl, pRi, pC, st 7…","cluster, pretty rich, pretty compressed, stars from 7th magnitude downward."
NGC1858,"B, L, iE, biN, Cl + neb","bright, large, irregularly extended, binuclear, a cluster plus nebulosity"
NGC1859,"F, S, R, vgbM, * 7 nf 6'","faint, small, round, very gradually brighter middle, 7th magnitude star 6 arcmin to northeast"
NGC186,"F, S, R, lbM","faint, small, round, a little brighter middle"
NGC1860,"F, pL, R, vgbM","faint, pretty large, round, very gradually brighter middle"
NGC1861,"eF, pL, R, gvlbM","extremely faint, pretty large, round, gradually a very little brighter middle"
NGC1862,"pF, L, iR, vgbM, r","pretty faint, large, irregularly round, very gradually brighter middle, mottled but not resolved"
NGC1863,"vB, vS, R, r or stellar","very bright, very small, round, mottled but not resolved or stellar"
NGC1864,"F, pS, iR, bM, r or stellar","faint, pretty small, irregularly round, brighter middle, mottled but not resolved or stellar"
NGC1865,"vF, pL, R, vglbM","very faint, pretty large, round, very gradually a little brighter middle"
NGC1866,"vB, L, R, vgmbM, r","very bright, large, round, very gradually much brighter middle, mottled but not resolved"
NGC1867,"eF, pL, R","extremely faint, pretty large, round"
NGC1868,"pB, pL, R, vglbM","pretty bright, pretty large, round, very gradually a little brighter middle"
NGC1869,"Cl, L, pRi, st sc","cluster, large, pretty rich, scattered stars"
NGC187,"F, S, mE 150°, bM","faint, small, much extended 150°, brighter middle"
NGC1870,"B, S, R, glbM","bright, small, round, gradually a little brighter middle"
NGC1871,"Cl, lRi, 2nd of sev","cluster, a little rich, 2nd of several"
NGC1872,"pB, R, gbM, 1st of group","pretty bright, round, gradually brighter middle, 1st of group"
NGC1873,"Cl, 3rd of sev","cluster, 3rd of several"
NGC1874,"neb and Cl, biN","nebula and cluster, binuclear"
NGC1875,"eF, S, R","extremely faint, small, round"
NGC1876,"pB, iR, biN, 2nd in group","pretty bright, irregularly round, binuclear, 2nd in group"
NGC1877,"vF, 3rd of group in Cl","very faint, 3rd of group in cluster"
NGC1878,"vF, lE, gvlbM, r","very faint, a little extended, gradually a very little brighter middle, mottled but not resolved"
NGC1879,"vF, L, R, vgvlbM, * 12 p","very faint, large, round, very gradually very little brighter middle, 12th magnitude star to west"
NGC188,"Cl, vL, R, 150-200 st 10…18","a cluster, very large, round, 150-200 stars from 10th to 18th magnitude"
NGC1880,4th of group in Cl,4th of group in cluster
NGC1881,"vF, ** p","very faint, double star to west"
NGC1882,"pF, R, vgvlbM, r","pretty faint, round, very gradually very little brighter middle, mottled but not resolved"
NGC1883,"Cl, vF, pRi, pC, iF","cluster, very faint, pretty rich, pretty compressed, irregular figure"
NGC1884,"eF, pL","extremely faint, pretty large"
NGC1885,"pB, vS, R, bM","pretty bright, very small, round, brighter middle"
NGC1886,"vF, pL, E 240°, * 8 sp 40""","very faint, pretty large, extended 240°, 8th magnitude star 40 arcsec to southwest"
NGC1887,"vF, vS, R, * p 25""","very faint, very small, round, star 25 arcsec to west"
NGC1888,"pB, pL, R, r","pretty bright, pretty large, round, mottled but not resolved"
NGC1889,Makes a close D neb with h 352,"pretty bright, pretty large, round, mottled but not resolved"
NGC189,"Cl, pL, R, st 11…15","a cluster, pretty large, round, stars from 11th to 15th magnitude"
NGC1890,"vF, S, R, glbM","very faint, small, round, gradually a little brighter middle"
NGC1891,"Cl, L, sc, ** taken","cluster, large, scattered, double star taken"
NGC1892,"cF, pL, E 90° ±, vglbM","considerably faint, pretty large, extended 90°±, very gradually little brighter middle"
NGC1893,"Cl, L, Ri, lC","cluster, large, rich, a little compressed"
NGC1894,"F, pL, R, sbM, r, st inv","faint, pretty large, rich, suddenly brighter middle, mottled but not resolved, star involved"
NGC1895,"pF, pL, R, gvlbM","pretty faint, pretty large, rich, gradually very little brighter middle"
NGC1896,"Cl, vL, Ri, vlC, st 9…12","cluster, very large, rich, very little compressed, stars from 9th to 12th magnitude"
NGC1897,"eF, S, R","extremely faint, small, round"
NGC1898,"F, pS, R","faint, pretty small, round"
NGC1899,"F, pS, R, vglbM, 3 st 10 p","faint, pretty small, round, very gradually a little brighter middle, three 10th magnitude stars to west"
NGC19,"eeF, lE, 3 vF st around","most extremely faint, a little extended, 3 very faint stars around"
NGC190,"vF, S, lE, sev st nr sp","very faint, small, a little extended, several stars near to southwest"
NGC1900,"F, pL, lE, vgvlbM, * 7 np","faint, pretty large, a little extended, very gradually very little brighter middle, 7th magnitude star to northwest"
NGC1901,"Cl, BM, lRi, st 7…","cluster, bright middle, a little rich, stars from 7th magnitude downwards"
NGC1902,"globular, pB, pL, R, pmbM, rr","globular cluster, pretty bright, pretty large, round, pretty much brighter middle, partially resolved, some stars seen"
NGC1903,"vB, S, R, gmbM","very bright, small, round, gradually much brighter middle"
NGC1904,"globular, pL, eRi, eC, rrr","a globular cluster, pretty large, extremely rich, extremely compressed, well resolved, clearly consisting of stars"
NGC1905,"F, S, R, r","faint, small, round, mottled but not resolved"
NGC1906,"eF, pS, E 0°, glbM","extremely faint, pretty small, extended 0°, gradually a little brighter middle"
NGC1907,"Cl, pRi, pC, R, st 9…12","cluster, pretty rich, pretty compressed, round, stars from 9th to 12th magnitude"
NGC1908,v diffused neb susp,very diffused nebula suspected
NGC1909,"eL, strongly susp (2° in PD)","extremely large, strongly suspected (2° in PD)"
NGC191,"pB, pL, iE 0°","pretty bright, pretty large, irregularly extended 0°"
NGC1910,"Cl, L, pRi, iR, st 11…16","cluster, large, pretty rich, irregularly round, stars from 11th to 16th magnitude"
NGC1911,"F, R, gbM, am st","faint, round, gradually brighter middle, among stars"
NGC1912,"Cl, B, vL, vRi, iF, st L & S","cluster, bright, very large, very rich, irregular figure, large and small stars"
NGC1913,"No description, in Nubec major",standard
NGC1914,"F, L, iE","faint, large, irregularly extended"
NGC1915,"eF, pL","extremely faint, pretty large"
NGC1916,"B, S, R, vgvmbM, r","bright, small, round, very gradually very much brighter middle, mottled but not resolved"
NGC1917,"vF, L, R, vglbM","very faint, large, round, very gradually a little brighter middle"
NGC1918,"No description, in Nubec major",standard
NGC1919,"Cl, eF, L, iR, mC, rr","cluster, extremely faint, large, irregularly round, much compressed, partially resolved, some stars seen"
NGC192,"F, pS, pmE, bM","faint, pretty small, pretty much extended, brighter middle"
NGC1920,"pB, pL, R, vgbM","faint, round, gradually brighter middle, among stars"
NGC1921,"vF, pS, lE, r","very faint, pretty small, a little extended, mottled but not resolved"
NGC1922,"No description, in Nubec major",standard
NGC1923,"vF, pS, R","very faint, pretty small, round"
NGC1924,"vF, pL, iR, st nr","very faint, pretty large, irregularly round, stars near"
NGC1925,"Cl, vlRi, lC, st 10","cluster, very little rich, a little compressed, stars of 10th magnitude"
NGC1926,"pB, pL, iR, r, in dif n","pretty bright, pretty large, irregularly round, mottled but not resolved, in diffuse nebula"
NGC1927,Diffused nebulosity,diffused nebulosity
NGC1928,"pF, pL, R, gbM","pretty faint, pretty large, round, gradually brighter middle"
NGC1929,"F, p of group","faint, preceding of group"
NGC193,"F, L, p of 2, * 15 close sp","faint, large, western of 2, 15th magnitude star close to southwest"
NGC1930,"pF, S, R, bM, 4 B st p","pretty faint, small, round, brighter middle, 4 bright stars to west"
NGC1931,"vB, L, R, B *** in M","very bright, large, round, bright triple star in middle"
NGC1932,"pB, S, R, smbM, D neb 26°, 80""","pretty bright, small, round, suddenly much brighter middle, part of a double nebula separated by 80 arcsec, at a position angle of 26° (relative to each other)"
NGC1933,"eF, R, stellar, D neb 26°, 80""","extremely faint, round, stellar, part of a double nebula separated by 80 arcsec, at a position angle of 26° (relative to each other)"
NGC1934,2nd neb of group,2nd nebula of group
NGC1935,"pF, S, R, 3rd of group","pretty faint, small, round, 3rd of group"
NGC1936,"!, pB, S, R, 4th of group","a remarkable object, pretty bright, small, round, 4th of group"
NGC1937,"vF, pL, follows a group","very faint, pretty large, follows a group"
NGC1938,"pB, pS, R, glbM, D neb 339°, 50""","pretty bright, pretty small, round, gradually a little brighter middle, part of a double nebula separated by 50 arcsec, with a position angle of 339°"
NGC1939,"F, S, R, glbM, D neb 339°, 50""","faint, small, round, gradually a little brighter middle, part of a double nebula separated by 50 arcsec, with a position angle of 339°"
NGC194,"pB, S, R, vgbM","pretty bright, small, round, very gradually brighter middle"
NGC1940,"pB, vS, R, bM, 2 st 9 & 10 f","pretty bright, very small, round, brighter middle, 2 stars of 9th and 10th magnitude to east"
NGC1941,"vS, neb + st","very small, nebula plus stars"
NGC1942,"eF, stell, * 14 + neb","extremely faint, stellar, 14th magnitude star plus nebula"
NGC1943,"pF, pS, iR, vglbM, * 15, 190°.6, 60""","pretty faint, pretty small, irregularly round, very gradually a little brighter middle, 15th magnitude star 60 arcsec distant at position angle 190°.6"
NGC1944,"pB, pL, R, bM","pretty bright, pretty large, round, brighter middle"
NGC1945,"eeeF, vvL, irr dif","most excessively extremely faint, very very large, irregularly diffuse"
NGC1946,"pF, R, gbM, r","pretty faint, round, gradually brighter middle, mottled but not resolved"
NGC1947,"pB, L, R, glbM, * 9 np","pretty bright, large, round, gradually a little brighter middle, 9th magnitude star to northwest"
NGC1948,"Cl, cL, Ri, st 13","cluster, considerably large, rich, stars of 13th magnitude"
NGC1949,"pB, S, R, psbM","pretty bright, small, round, pretty suddenly brighter middle"
NGC195,F,faint.
NGC1950,The 1st of a group of 7!,
NGC1951,"B, lE, sbM ** 10 & 11",
NGC1952,"vB, vL, E 135° ±, vglbM, r","very bright, very large, extended 135°±, very gradually a little brighter middle, mottled but not resolved"
NGC1953,"pB, S, R, glbM","pretty bright, small, round, gradually a little brighter middle"
NGC1954,"vF, S, R, smbM","very faint, small, round, suddenly much brighter middle"
NGC1955,"Cl, Ri, 2nd of sev","a cluster, rich, 2nd of several"
NGC1956,"eF, S, gbM","extremely faint, small, gradually brighter middle"
NGC1957,"eF, pS, R, bMN, * 15 inv","extremely faint, pretty small, round, brighter middle and nucleus, 15th magnitude star involved"
NGC1958,"F, pL, iR, vgbM, 2nd of group!",
NGC1959,"F, vL, vgbM, 3rd of group!",
NGC196,"F, pS, R, psmbM","faint, pretty small, round, pretty suddenly much brighter middle"
NGC1960,"Cl, B, vL, vRi, lC, st 9…11 sc",
NGC1961,"cF, pL, iF, mbM, er, * inv (? PD)","considerably faint, pretty large, irregular figure, much brighter middle, extremely mottled but not resolved, star involved (questionable Polar Distance)"
NGC1962,"vF, pL, R, 1st of 4!",
NGC1963,"Cl, st 8…11","a cluster, stars from 8th to 11th magnitude"
NGC1964,"F, vS, R, vsvmbM * 12, 3 st inv",
NGC1965,"F, S, 2nd of 4!",
NGC1966,"pB, R, pslbM, 3rd of 4, in pL, irr Cl",
NGC1967,"No description, in Nubec major","no description, in Nubecula major"
NGC1968,"Cl, Ri, 3rd of sev","a cluster, rich, 3rd of several"
NGC1969,"F, S, 4th of gr of 7",
NGC197,"eF, s of h 41","extremely faint, south of h 41"
NGC1970,4th of 4,4th of 4
NGC1971,5th of gr of 7,
NGC1972,"6th of gr of 7! D, a vS neb np",
NGC1973,* 8·9 inv in Neb (V 30),
NGC1974,"Cl, L, irr","a cluster, large, irregular"
NGC1975,B ** inv in neb (V 30),
NGC1976,!!! Θ? Orionis and the great neb,
NGC1977,"!!, c? 42 Orionis and neb",
NGC1978,"vB, vL, lE, vgpmbM","very bright, very large, a little extended, very gradually pretty much brighter middle"
NGC1979,"vF, vS, stellar","very faint, very small, stellar"
NGC198,"F, S, vgbM","faint, small, very gradually brighter middle"
NGC1980,"vF, vvL, ι 44 Orionis inv",
NGC1981,"Cl, vB, lRi, st L, sc","a cluster, very bright, a little rich, stars large, scattered"
NGC1982,"! vB, vL, R with tail, mbM * 8·9",
NGC1983,"Cl, vL, pRi, iF","a cluster, very large, pretty rich, irregular figure"
NGC1984,"Cl, place of **",
NGC1985,"cF, S, R, psbM","considerably faint, small, round, pretty suddenly brighter middle"
NGC1986,"B, pL, R, gbM","bright, pretty large, round, gradually brighter middle"
NGC1987,"F, L, iR, 3 st p","faint, large, irregularly round, 3 stars to west"
NGC1988,"!!!, variable (?)",
NGC1989,"vF, S, R, lbM, st nr","very faint, small, round, a little brighter middle, star near"
NGC199,"F, vS, * 8 p 27s, 45"" s","faint, very small, 8th magnitude star 27 seconds of time to west and 45 arcsec to south"
NGC1990,"!!!, eL, E, ε Orionis inv p",
NGC1991,"Cl, 4th of sev",
NGC1992,"eeF, vS","most extremely faint, very small"
NGC1993,"eF, vS, stellar","extremely faint, very small, stellar"
NGC1994,"Cl, eS, st 11…16","a cluster, extremely small, stars from 11th to 16th magnitude"
NGC1995,"eeF, R, bM, diffic, p of 2","most extremely faint, round, brighter middle, difficult, western of 2"
NGC1996,"Cl, L, lC, lRi","a cluster, large, a little compressed, a little rich"
NGC1997,"eF, cS, R","extremely faint, considerably small, round"
NGC1998,"vF, R, gbM, st s, f of 2",
NGC1999,"* 10, 11 inv in Neb",
NGC2,"vF, S, s of G.C. 1","very faint, small, south of GC 1"
NGC20,"F, * 10 att","extremely faint, very small, considerably extended"
NGC200,"pB, S, vgbM","pretty bright, small, very gradually brighter middle"
NGC2000,"F, pL, R, vlbM","faint, pretty large, round, a very little brighter middle"
NGC2001,"Cl, st 13m","a cluster, stars of 13th magnitude"
NGC2002,"vB, S, R, ** + neb in vLCl","very bright, small, round, double star plus nebula in very large cluster"
NGC2003,"B, S, stellar, r","bright, small, stellar, mottled but not resolved"
NGC2004,"globular, B, pL, pRi, C, st 12","a globular cluster, bright, pretty large, pretty rich, compressed, stars of 12th magnitude"
NGC2005,"No description, in Nubec major","no description, in Nubecula Major"
NGC2006,"Cl, eL, vRi, vBvSNM","a cluster, extremely large, very rich, very bright very small nucleus and middle"
NGC2007,"eF, pL, R","extremely faint, pretty large, round"
NGC2008,"eF, pL, R, vlbM","extremely faint, pretty large, round, a very little brighter middle"
NGC2009,"pF, pS, R, glbM, in Cl","pretty faint, pretty small, round, gradually a little brighter middle, in a cluster"
NGC201,"vF, cL, E, vglbM","very faint, considerably large, extended, very gradually a little brighter middle"
NGC2010,"F, cL, R, vglbM","faint, considerably large, round, very gradually a little brighter middle"
NGC2011,"vB, S, R, psmbM","very bright, small, round, pretty suddenly much brighter middle"
NGC2012,"vF, S, lE, bM, 2 st 9 nf","very faint, small, a little extended, brighter middle, 2 stars 9 (arcmin) to northeast"
NGC2013,"Cl, vlRi, st 11","a cluster, very little rich, stars of 11th magnitude"
NGC2014,"Cl, pL, pC, iF, st 9…15","a cluster, pretty large, pretty compressed, irregular figure, stars from 9th to 15th magnitude"
NGC2015,"Cl, vL, Ri, vlC","a cluster, very large, rich, very little compressed"
NGC2016,"F, vL, iR, gbM","faint, very large, irregularly round, gradually brighter middle"
NGC2017,Cl of L st,a cluster of large (bright) stars
NGC2018,"pB, pL, R, pglbM, * 10 p inv","pretty bright, pretty large, round, pretty gradually a little brighter middle, 10th magnitude star involved on west"
NGC2019,"B, pL, gbM","bright, pretty large, gradually brighter middle"
NGC202,"eF, vS, ibM","extremely faint, very small, irregularly brighter middle"
NGC2020,"F, vL, vlE, vglbM","faint, very large, very little extended, very gradually a little brighter middle"
NGC2021,"vF, S, R, in pLCl","very faint, small, round, in pretty large cluster"
NGC2022,"planetary, pB, vS, vlE","a planetary nebula, pretty bright, very small, very little extended"
NGC2023,"B * in M of L, lE neb","a bright star in middle of large, little extended nebula"
NGC2024,"! irr, B, vvL, black sp incl","a remarkable object, irregular, bright, very very large, black spaces included"
NGC2025,"vB, vS, lE, gmbM, r","very bright, very small, a little extended, gradually much brighter middle, mottled but not resolved"
NGC2026,"Cl, lRi, lC, st pL","a cluster, a little rich, a little compressed, stars pretty large (bright)"
NGC2027,"Cl, vL, Ri, st 9…11","a cluster, very large, rich, stars from 9th to 11th magnitude"
NGC2028,vF,very faint
NGC2029,"pB, pL, R, gbM, in cLCl","pretty bright, pretty large, round, gradually brighter middle, in considerably large cluster"
NGC203,"F, R, * 9 sp 8'","faint, round, 9th magnitude star 8 arcmin to southwest"
NGC2030,"pB, L, iR, gbM, 1st of 3","pretty bright, large, irregularly round, gradually brighter middle, 1st of 3"
NGC2031,"globular, B, pL, R, gbM, rr","a globular cluster, bright, pretty large, round, gradually brighter middle, partially resolved (some stars seen)"
NGC2032,"B, L, E, 2nd of 3","bright, large, extended, 2nd of 3"
NGC2033,"Cl, in Nubec major","a cluster, in Nubecula Major"
NGC2034,"Cl, vL, Ri","a cluster, very large, rich"
NGC2035,"B, L, R, bM, 3rd of 3","bright, large, round, brighter middle, 3rd of 3"
NGC2036,"vF, pL, R, gbM","very faint, pretty large, round, gradually brighter middle"
NGC2037,"Cl, in Nubec major",a cluster in Nubecula Major
NGC2038,"pB, S, R, gmM, * 9 np 5'","pretty bright, small, round, gradually brighter middle, 9th magnitude star 5 arcmin to northwest"
NGC2039,"Cl, vL, lRi, lC","a cluster, very large, a little rich, a little compressed"
NGC204,"F, pS, R, vgbM, f of 2","faint, pretty small, round, very gradually brighter middle, eastern of 2"
NGC2040,"F, L, iR, glbM, r","faint, large, irregularly round, gradually a little brighter middle, mottled but not resolved"
NGC2041,"B, S, R, vglbM","bright, small, round, very gradually a little brighter middle"
NGC2042,"Cl, vL, Ri, st 12…15","a cluster, very large, rich, stars from 12th to 15th magnitude"
NGC2043,"S, E group of F st inv in F neby","small, extended group of faint stars involved in faint nebulosity"
NGC2044,"Cl, in Nubec major",a cluster in Nubecula Major
NGC2045,* 8·9 with F neb,a magnitude 8 or 9 star with faint nebulosity
NGC2046,"vF, R, gbM, 1st of 7","very faint, round, gradually brighter middle, 1st of 7"
NGC2047,"F, S, lE, 2nd of 7","faint, small, a little extended, 2nd of 7"
NGC2048,"vF, L, pmE","very faint, large, pretty much extended"
NGC2049,"vF, S, R, bM","very faint, small, round, brighter middle"
NGC205,"vB, vL, mE 165°, vgvmbM","very bright, very large, much extended 165°, very gradually very much brighter middle"
NGC2050,"Cl + neb, mC, iF, st vS","cluster plus nebula, much compressed, irregular figure, stars very small"
NGC2051,"pB, S, R, gbM","pretty bright, small, round, gradually brighter middle"
NGC2052,"eF, vvS, vglbM","extremely faint, very very small, very gradually a little brighter middle"
NGC2053,"F, pL, lE, gbM","faint, pretty large, a little extended, gradually brighter middle"
NGC2054,"vF, pS, iR, r? * 9·10 7' n","very faint, pretty small, irregularly round, mottled but not resolved?, 9th to magnitude 10.7 star 7 arcmin to north"
NGC2055,"Cl, vL, Ri, st 10…15","cluster, very large, rich, stars from 10th to 15th magnitude"
NGC2056,"pB, R, bM, p of 2, * 9 bet","pretty bright, round, brighter middle, preceding (western) of 2 (the other being NGC 2075), 9th magnitude star between (them)"
NGC2057,"pF, S, R, gbM, 3rd of 7","pretty faint, small, round, gradually brighter middle, 3rd of 7"
NGC2058,"vB, pL, R, gbM, 4th of 7","very bright, pretty large, round, gradually brighter middle, 4th of 7"
NGC2059,"vF, 5th of 7","very faint, 5th of 7"
NGC206,"vF, vL, mE 0°","very faint, very large, much extended 0°"
NGC2060,"neb, no descrip, in Nub maj","nebula, no description, in Nubecula major"
NGC2061,"Cl, L, lC, st 13","cluster, large, a little compressed, stars of 13th magnitude"
NGC2062,"vF, pS, E, glbM, 2 st 10 s","very faint, pretty small, extended, gradually a little brighter middle, two 10th magnitude stars to south"
NGC2063,"Cl, poor, S sc st","cluster, poor, small scattered stars"
NGC2064,"eF, vS, * 9·10 np 4'","extremely faint, very small, 9th or 10th magnitude star 4 arcmin to northwest"
NGC2065,"B, R, 6th of 7","bright, round, 6th of 7"
NGC2066,"vF, vS, E, 7th of 7","very faint, very small, extended, 7th of 7"
NGC2067,"F, pL, M 78 s","faint, pretty large, M78 to the south"
NGC2068,"B, L, wisp, gmbN, 3 st inv, r","bright, large, wispy, gradually much brighter nucleus, 3 stars involved, mottled but not resolved"
NGC2069,"F, L, E","faint, large, extended"
NGC207,"vF, S, lE, stellar","very faint, small, a little extended, stellar"
NGC2070,"!!! vB, vL, looped","faint, large, extended"
NGC2071,"D * (10 & 14 m) with vF, L chev",double star (10th and 14th magnitudes) with very faint large chevelure
NGC2072,"vF, S","very faint, small"
NGC2073,"eF, vS, R, gbM","extremely faint, very small, round, gradually brighter middle"
NGC2074,"pB, pL, mE, 5 st inv","pretty bright, pretty large, much extended, 5 stars involved"
NGC2075,"B, R, bM, rr, f of 2","bright, round, brighter middle, partially resolved, some stars seen, following (eastern) of 2"
NGC2076,"vF, pS, iE, bM","very faint, pretty small, irregularly extended, brighter middle"
NGC2077,"F, R, p of D neb","faint, round, preceding (western) of double nebula"
NGC2078,"neb, np of gr of 7","nebula, northwestern of group of 7"
NGC2079,"neb, sp of gr of 7","nebula, southwestern of group of 7"
NGC208,pF,pretty faint
NGC2080,"B, R, f of D neb","bright, round, following (eastern) of double nebula"
NGC2081,"Cl, vF, mC, st + neb","cluster, very faint, much compressed, stars plus nebulosity"
NGC2082,"pF, L, R, glbM","pretty faint, large, round, gradually a little brighter middle"
NGC2083,"neb, nf of gr of 7","nebula, northeastern of group of 7"
NGC2084,"neb, sf of gr of 7","nebula, southeastern of group of 7"
NGC2085,"vF, R, * 10 v nr","very faint, round, 10th magnitude star very near"
NGC2086,"B, pS, R, lbM, * 10 p","bright, pretty small, round, a little brighter middle, 10th magnitude star to west"
NGC2087,"eF, pS, R, vlbM","extremely faint, pretty small, round, very little brighter middle"
NGC2088,"vF, S, R","very faint, small, round"
NGC2089,"vF, eS, stellar","very faint, extremely small, stellar"
NGC209,"vF, vS, R, bM","very faint, very small, round, brighter middle"
NGC2090,"globular, B, pL, iR, gbM","globular cluster, bright, pretty large, irregularly round, gradually brighter middle"
NGC2091,"vF, S, mE, glbM, ? D","very faint, small, much extended, gradually a little brighter middle, perhaps double?"
NGC2092,"vF, pL, R, rr","very faint, pretty large, round, partially resolved, some stars seen"
NGC2093,"vF, S, R","very faint, small, round"
NGC2094,"vF, S, R","very faint, small, round"
NGC2095,"Cl, F, cS, irr","cluster, faint, considerably small, irregular"
NGC2096,"neb, no descrip, in Nub major","nebula, no description, in Nubecula major"
NGC2097,"vF, pS, iR, pslbM * 16","very faint, pretty small, irregularly round, pretty suddenly a little brighter middle equivalent to a 16th magnitude star"
NGC2098,"globular, B, S, rr","globular cluster, bright, small, partially resolved, some stars seen"
NGC2099,"Cl, Ri, pCM, st L & S","cluster, rich, pretty compressed middle, stars large and small"
NGC21,"eF, S, lE","extremely faint, small, a little extended"
NGC210,"B, pS, R, psbM, r, * 11 p 2'","bright, pretty small, round, pretty suddenly brighter middle, mottled but not resolved, 11th magnitude star 2 arcmin to west"
NGC2100,"globular, B, pL, irrR, rr","a globular cluster, bright, pretty large, irregularly round, partially resolved (some stars seen)"
NGC2101,"eF, pS, R, 3 st 10 sf",
NGC2102,"neb, no descrip, in Nub maj","nebula, no description, in Nubecula major"
NGC2103,"pB, L, pmE, gbM * 13","pretty bright, large, pretty much extended, gradually brighter middle equivalent to 13th magnitude star"
NGC2104,"pB, pS, R, glbM","pretty bright, pretty small, round, gradually a little brighter middle"
NGC2105,"F, pS, R, gbM","faint, pretty small, round, gradually brighter middle"
NGC2106,"vF, S, vlE, gbM","very faint, small, very little extended, gradually brighter middle"
NGC2107,"pB, pS, R, gbM","pretty bright, pretty small, round, gradually brighter middle"
NGC2108,"eF, pL, lE","extremely faint, pretty large, a little extended"
NGC2109,"F, pS, R, vglbM","faint, pretty small, round, very gradually a little brighter middle"
NGC211,"eF, S, mbMN","faint, round, 9th magnitude star 8 arcmin to southwest"
NGC2110,"eF, cS, lE, pslbM, er","extremely faint, considerably small, a little extended, pretty suddenly a little brighter middle, extremely mottled but not resolved"
NGC2111,"vF, S, R, gbM","very faint, small, round, gradually brighter middle"
NGC2112,"Cl, pL, lRi, pC, st S","a cluster, pretty large, a little rich, pretty compressed, stars small (faint)"
NGC2113,"Cl, F, S, iF, vlC, rr","a cluster, faint, small, irregular figure, very little compressed, partially resolved (some stars seen)"
NGC2114,"eF, pL, iR","extremely faint, pretty large, irregularly round"
NGC2115,"eeF, vS, 3 st 10 sp",
NGC2116,"F, S, R, * 11 p","faint, small, round, 11th magnitude star to west"
NGC2117,"F, pL, iR, vlbM, rrr","faint, pretty large, irregularly round, very little brighter middle, clearly consisting of stars"
NGC2118,"globular, vB, vS, vsmbM, rr","a globular cluster, very bright, very small, very suddenly much brighter middle, partially resolved (some stars seen)"
NGC2119,"F, vS, R, bM","faint, very small, round, brighter middle"
NGC212,"vF, S, R, p of 2","very faint, small, round, western of 2"
NGC2120,"cF, pL, R, vglbM","considerably faint, pretty large, round, very gradually a little brighter middle"
NGC2121,"vF, cL, vgbM","very faint, considerably large, very gradually brighter middle"
NGC2122,"Cl, pB, iF, gvmCM, st 15",
NGC2123,"pB, vS, R, gbM","pretty bright, very small, round, gradually brighter middle"
NGC2124,"eeF, pS, E, r","most extremely faint, pretty small, extended, mottled but not resolved"
NGC2125,"vF, pS, R, gbM","very faint, pretty small, round, gradually brighter middle"
NGC2126,"Cl, not Ri, * 7 m north",
NGC2127,"pB, vS, R, gmbM","pretty bright, very small, round, gradually much brighter middle"
NGC2128,"vF, vS, vlE","very faint, very small, very little extended"
NGC2129,"Cl, pL, 40 or 50 st 8…15",
NGC213,"F, S, bet 2 S st","faint, small, between 2 small (faint) stars"
NGC2130,"F, pS, R, glbM","faint, pretty small, round, gradually a little brighter middle"
NGC2131,"vF, pS, R, gbM","very faint, pretty small, round, gradually brighter middle"
NGC2132,"Cl, vlC, st L & S","a cluster, very little compressed, stars large and small"
NGC2133,"F, pL, R, gpmbM","faint, pretty large, round, gradually pretty much brighter middle"
NGC2134,"globular, B, pL, R, gmbM, r","a globular cluster, bright, pretty large, round, gradually much brighter middle, mottled but not resolved"
NGC2135,"F, pS, R, r, am st","faint, pretty small, round, mottled but not resolved, among stars"
NGC2136,"globular, pB, R, gmbM, rr, st 14…16","a globular cluster, pretty bright, round, gradually much brighter middle, partially resolved (some stars seen), stars from 14th to 16th magnitude"
NGC2137,"vF, S, R, f of 2","very faint, small, round, eastern of 2"
