N1345       5541  OX elong N, F pat arms w 2 B knots 0.4 nf N.                  
N1347       3620  (r'): 0.4 x 0.3.                                              
N1347       3820  OX bar, dist v knotty arms. P(b) w S SBc: 0.7 s.              
N1347       5541  v short bar.                                                  
N1350       2698  OX elong N, vB (r): 2.2 x 2.1. pB arms w many F pat and knots 
N1350       2698    form (R'): 5.3 x 2.5.                                       
N1351       2698  OXN, B lens, v pat inner corona w globulars(?). Sup on distant
N1351       2698    cl.                                                         
N1351A      1050r FN. Sim to N4402.                                             
N1351A      2770  Spindle w pat dark lane. Near calib cutout.                   
N1352       5541  OXN and bar, F lens, F corona.                                
N1353       5541  OXN, poss bar, broken (r'): 1.0 x -; many vF knots on pat     
N1353       5541    arms.                                                       
N1356       3594  OXN and bar(?), B (r): 0.35 x 0.2. Arms dist by 2 comp 0.6 sp 
N1356       3594    and 0.9 sf. I1947 (Sa?) 2.1 sp.                             
N1359       5541  OX bar, many OX knots on twisted arms; eF streamers.          
N1362       5541  OXN (w * sup 0.12 s?), pB lens, vF corona.                    
N1365       2698  OXN, v pat bar and arms w many knots. Arms form (R'): 10' x   
N1365       2698    5'.                                                         
N1366       2654  OX, fltnd bulge. Sup on grp.                                  
N1369       2698  OXN, short bar, smo arms form (R'): 0.9 x 0.5. lsb S?sp 1.6   
N1369       2698    nf. 3 min error in NGC RA.                                  
N1370       5541  OXN w poss (r') in B lens, 2 * sup on vF corona.              
N1371=N1367 3620  OX bar, B (r): 1.2 x 0.85; another F (r): 3.0 x 2.0. Arms form
N1371=N1367 3620     F (R'): 5.1 x 3.2. Sev vF knots.                           
N1373       2698  OXN, F S?sp sup 0.35 nf. Other gal near. N1374 4.7 sf.        
N1374       2698  OXN, vF (r'): 1.2:x 1.1: at edge of lens. P(a) w N1375 at 2.3.
N1375       2698  OX slightly hexag N, pB lens w trace of dust lane. P(a) w     
N1375       2698    N1374 at 2.3.                                               
N1377       5541  OXN w B lens, vF corona.                                      
N1379       2698  OXN; F comp w dark halo sup 0.75 nnf. Sev eF knots(globulars?)
N1379       2698    in corona.  N1378 = ** at 03 34.0 -35 23.                   
N1380       2698  OXN, B nubs form bar. Many F gal near.                        
N1380A      2698  OX w fltnd bulge. F comp 1.5 sp.                              
N1381       2698  Sim to N1380A but bulge not flat.                             
N1382       2698  = N1380B in RC2. OXN w short nubs, vF knots in lens and       
N1382       2698    corona. EU ident wrong.                                     
N1383       5541  OX elong N, mE "arms" w few vF knots.                         
N1385       3620  OXN (w short bar?), vB pat arms, pF dist env.                 
N1386       2698  OXN w dark patches (lane?) barely seen. B lens. Note correct  
N1386       2698    RA.                                                         
N1387       2698  OX elong N, trace of arms, globulars(?) in lens and corona.   
N1389       2698  OXN, trace of arms in B lens, eF knots(?) in lens and corona. 
N1389       2698    N1392 not found. EU ident for gal much too F to be seen     
N1389       2698    visually.                                                   
N1390       5541  OXN, prob bar, vF arms, sev F knots (or comps?), sf.          
N1391       5541  OXN, B short bar, pB arms and lens, vF corona. 2nd in line of 
N1391       5541    3.                                                          
N1393       5541  OX elong N, (r): 0.8 x 0.5 at edge of B lens, FE corona. 1st  
N1393       5541    in line of 3.                                               
N1394       5541  OX w vF corona; 3rd in line of 3.                             
N1395       3620  OXN; vF broad "jets" to np and sf. eFmE corona. 1st in grp.   
N1396       2698  OXN, pB lens, corona dist by N1399 4.5 f w sup coronae. Poss  
N1396       2698    E4? Ident uncertain, 13' error in NGC Dec.                  
N1398       3620  OXN and bar, B knotty (r): 1.6 x 1.4; thin knotty arms form   
N1398       3620    (R'): 4.6 x 3.2.                                            
N1399       2698  OXN, many globulars(?) in FmE corona w "sharp" edge on n.     
N1400       5541  2nd in grp. Sev F comp near incl vF lsb dE0? 3' nf.           
N1401       3620  OX w fltnd bulge (and dark lane?). SB(s)dm IV 9.7 np.         
N1402       5541  OX w vF plumes(?) away from N1400.                            
N1403       3620  OX elong N, pF lens, vFE corona. * sup 0.45 p.                
N1404       2698  OXN; "knots" in corona, poss SA0-. * sup 0.8 sf, B * 2.9 sf.  
N1404       2698    N1408 = ** at 03 37.8 -35 43.                               
N1406       2654  OXN w dust lane and p smo arms.                               
N1407       3786  Near plate edge.                                              
N1407       5541  OXN, vFmE corona. 1st in grp.                                 
N1411=I1943 2672  OX, eF corona. B * sup 0.3 f. 9m error in IC RA.              
N1412=I1981 2654  OX, fltnd bulge. 1st in grp; sev gal near.                    
N1412=I1981 3620  Hexag bulge. 40' error in NGC Dec.                            
N1414       3620  OXN, much incl, p smo arms.                                   
N1414       5541  Patchy arms.                                                  
N1415=I1983 3620  OXN, dist bar and (r): 1.35 x 0.55, vF brd (R): 3.6 x 1.3.    
N1415=I1983 3620    N1416 9.4 ssf.                                              
N1416       3620  OXN, pB lens, vFmE corona. SB0 6.5 np. N1415 9.4 nnp.         
N1419       2765  OXN, sev vF knots in env. Poss S0-? pec.                      
N1422       3620  OXN, twisted dark lane. vFE corona. Sim to N4402.             
N1425       2654  OXN, (r'): 1.6 x 0.55, thin knotty arms. Near calib cutout.   
N1426       3620  OXN, poss (r'): 0.9 x 0.6 in B lens, vFmE corona.             
N1426       5541  OXN, pB lens, trace of vF arc in F corona. N1430 = **.        
N1427       2698  OXN, F traces of arms in pB lens, E corona. Many eF globulars 
N1427       2698    in env.                                                     
N1427A      2698  pB pat bar, many knots. Com comp 1.2 np.                      
N1428       2698  OX squarish N, bet 2 *. Slightly dist pat corona.             
N1433       2672  OXN, B bar, knotty (r): 2.9 x 2.1. vF arms form (R'): 5.5 x   
N1433       2672    4.4.                                                        
N1433       3594  OXN, B bar and (r): 2.8 x 2.2 w many F knots; F arms.         
N1437=N1436 2698  OXN and bar(?), v pat arms form (R'): 1.4 x 0.95.             
N1438       3620  OXN, B bar w dust patches, B (r): 1.05 x 0.5. pB * 1.3 f.     
N1438       3786  Near plate edge. N1430 = ** at 0340.7-1824.                   
N1439       3620  OXN, pB lens. Sev F gal near.                                 
N1440=N1442 5541  OXN and bar, F (r): 0.8 x 0.6, B lens, trace of (R').         
N1448=N1457 2672  OXN, patchy arms w knots.                                     
N1452=N1455 5541  OXN, B bar, (r): 1.3 x 0.9, F arms form (R'): 2.4 x 1.4.      
N1459       3620  OXN (w bar?), v pat arms w many knots.                        
N1460       2698  OXN, (r'): 0.9 x -, * sup 0.6 sf. Pec P(b) w plumes 1.4 sf.   
N1460       2709  Near plate edge.                                              
N1463       2635  OXN, broken (r): 0.8 x -, eF(R or R'): 1.5 x 1.5. Few knots.  
N1473       1155  vB bar w L knot 0.3 nf center.                                
N1473       1957  OXN, eF exts. N4449 type irr.                                 
N1476       2672  OX w lump to s.                                               
N1481       3786  OXN, pB lens, F corona; * 0.9 sf. P(b?) w N1482 5.1 ssf.      
N1482       3786  OXN, dist dark lane and lens, vFE corona. P(b?) w N1481 5.1   
N1482       3786    nnp.                                                        
N1483       2672  hsb spiral, sim to N278; massive, knotty arms.                
N1483       3662  OX bar and thick arms w patches and B knots. Sim to N278.     
N1484       2668r OX, sev knots on vB pat arms.                                 
N1486       3786  OXN, arms form loops.                                         
N1487       2672  P(c:) at 0.4, many knots, long plumes.                        
N1489       3786  OX bar, knotty (r): 0.65 x 0.3, pat arms w knots.             
N1490       1112  Poss dust (or defect?) sup nf.                                
N1492       2709  OXN w projection, eF env w (R)?? Stage uncertain.             
N1493       2672  OX bar, incomp (r): 0.85 x -; v knotty. S IBm w 3 B knots     
N1493       2672    9.7 ssp.                                                    
N1494       3662  OXN (and bar?), v knotty arms.                                
N1495       2672  OX w dust patches.                                            
N1495       2714  Sim to N4631. Stage in F249 (Sb?) is prob wrong.              
N1500       2661  Brtst in cl. Many comp near.                                  
N1500       3662  OXN, lens 0.5 x 0.45 w prob (r): 0.3 x -; vF corona. Poss E1. 
N1500       3662    2nd in cl. Sev comp near.                                   
N1503       1112  OXN and bar(?), pF (r): 0.5 x 0.45. F comp 0.4 sf.            
N1506       2661  OXN, pB lens, vF corona. Sev comp near.                       
N1506       3662  OXN, lens 0.55 x 0.45 w traces of dust. 1st in cl. Sev comp   
N1506       3662    near.                                                       
N1510       2714  OXN, pB lens, dist corona. P(b)w N1512 5.0 nf.                
N1511        932  F loops sf end, vF ext.                                       
N1511       1155  OXN w dark lane, plumes and loops. vF ext. Poss I0.           
N1511       1957  OXN. vF ext and plumes.                                       
N1511A      1155  OXN, poss dark lane; sim to N4402 w vF ext.                   
N1511A      1957  OXN. F comp 1.6 sf. 11.2 sf N1511.                            
N1511B       932  * 0.5 sp.                                                     
N1511B      1155  * sup 0.5 npp.                                                
N1511B      1957  * sup 0.4 p. 7.5 nf N1511.                                    
N1512       2714  OXN and bar, B (r): 2.3 x 1.8, (R'): 5.3 x 3.6 among vF dist  
N1512       2714    arms. Many vF knots.                                        
N1515       2661  OXN, sim to N7331. N1515A 2.0 sp.                             
N1515A      2661  OXN, B bar, pF (r): 0.4 x 0.4 and arms.                       
N1518       4733  OX bar, pat arms w many knots. S lsb comp 2.7 nnp.            
N1519       4733  OX bar(?), vB prob (r): 1.0 x 0.2 w patches, F exts.          
N1521       4733  OX elong N, pB lens, vFmE corona. 1st in grp.                 
N1522       2661  OXN, dist lens. N1523 = 4 *.                                  
N1522       3662  OXN, dist lens.                                               
N1526        932  * sup 0.3 sp.                                                 
N1526       1112  OXN, massive arms, * sup 0.3 s. F comp 0.6 nnf.               
N1527       3662  OXN, B lens 2.5 x 1.1 w vF (r): 1.8 x 0.7.                    
N1529       2635  OX, flat bulge.                                               
