Field,RAh,RAm,DE-,DEd,DEm,Pmag,Rem_Code
11,11,24.7,+,1,48,15.7,1
11,11,24.7,-,0,43,15.0,--
11,11,25.0,+,0,40,15.3,--
11,11,25.3,-,0,11,15.6,--
11,11,25.3,-,0,57,15.3,--
11,11,25.4,-,0,56,15.4,--
11,11,25.7,+,1,9,15.2,--
11,11,25.8,-,0,59,15.7,--
11,11,26.0,-,1,20,15.3,--
11,11,26.6,+,2,17,15.6,1
11,11,26.6,-,1,26,15.6,--
11,11,26.7,-,1,26,15.4,--
11,11,26.9,-,1,28,15.5,--
11,11,27.6,+,2,6,15.6,1
11,11,27.9,+,0,46,15.7,1
11,11,28.9,-,1,34,15.5,--
11,11,29.0,-,2,1,14.0,--
12,11,29.0,-,2,1,14.0,--
12,11,29.1,-,3,21,15.7,1
12,11,29.5,+,0,14,15.6,1
12,11,29.5,-,2,38,14.7,--
12,11,29.6,+,1,30,15.6,--
12,11,29.6,-,0,39,15.7,1
12,11,29.7,+,1,6,13.8,--
12,11,29.7,-,1,1,15.4,--
12,11,29.8,+,1,5,13.7,--
12,11,29.8,-,1,50,15.7,1
12,11,30.0,+,1,17,15.6,--
12,11,30.0,-,1,51,15.7,--
12,11,30.2,-,0,27,15.7,1
12,11,30.2,-,1,9,15.3,--
12,11,30.2,-,1,55,15.5,1
12,11,30.4,+,2,6,15.3,1
12,11,30.5,+,1,49,15.6,--
12,11,30.8,+,1,5,15.5,--
12,11,30.9,-,2,6,15.5,1
12,11,31.0,+,0,40,15.5,--
12,11,31.0,-,2,0,14.9,--
12,11,31.2,-,3,9,15.6,--
12,11,31.5,-,3,19,15.4,1
12,11,31.6,-,1,18,15.4,--
12,11,31.8,-,2,15,15.2,--
12,11,31.9,+,1,2,15.7,1
12,11,32.1,+,0,25,15.7,1
12,11,32.2,+,0,31,15.4,1
12,11,32.2,-,3,17,15.7,--
12,11,32.3,-,3,3,15.6,--
12,11,32.7,+,1,55,15.3,--
12,11,32.8,-,2,29,15.6,1
12,11,33.1,+,0,25,14.4,--
12,11,33.4,+,0,0,15.7,1
12,11,33.6,-,2,49,15.0,--
12,11,33.7,-,2,35,15.3,--
12,11,33.8,-,2,34,15.2,--
12,11,33.9,-,2,32,15.5,--
12,11,34.0,+,1,6,15.1,1
12,11,34.0,-,2,38,15.6,1
12,11,34.3,-,1,58,15.2,1
12,11,34.6,+,2,25,15.7,1
12,11,34.9,-,0,34,15.7,--
12,11,35.1,-,0,32,15.6,--
12,11,35.8,-,3,4,15.6,--
12,11,36.0,-,0,55,14.5,--
12,11,36.5,+,0,4,14.9,--
12,11,36.9,-,2,25,15.4,--
12,11,37.0,+,2,20,15.7,1
12,11,37.2,-,1,36,15.6,--
12,11,37.4,-,0,36,15.5,--
12,11,37.4,-,3,14,15.7,1
12,11,37.6,-,0,34,15.2,--
12,11,37.6,-,0,37,15.1,--
12,11,37.8,-,2,26,15.5,--
12,11,38.5,+,1,46,15.5,--
12,11,38.5,+,2,0,15.1,--
12,11,38.6,-,2,32,15.4,--
12,11,38.9,-,2,13,15.7,1
12,11,39.1,-,1,58,15.5,--
12,11,39.7,+,0,37,13.7,--
12,11,40.0,-,1,59,15.7,1
12,11,40.2,-,2,5,15.6,--
12,11,40.4,+,0,26,15.5,--
12,11,40.9,-,1,23,15.1,--
12,11,41.1,-,1,21,15.6,--
12,11,41.4,+,0,42,15.6,--
12,11,41.5,-,2,16,15.7,1
12,11,41.8,-,2,54,15.7,--
12,11,42.0,-,3,17,15.7,--
12,11,42.3,-,1,19,14.7,--
12,11,42.4,-,2,7,15.6,--
12,11,42.4,-,2,13,15.6,1
12,11,42.5,-,1,23,15.5,--
12,11,42.6,-,1,29,15.4,--
12,11,42.7,-,1,25,15.3,--
12,11,42.8,-,1,36,15.5,--
12,11,42.9,+,0,17,15.3,--
12,11,43.7,-,2,54,15.5,--
12,11,44.1,-,1,43,15.0,--
12,11,44.5,-,0,1,15.1,--
12,11,44.9,-,2,45,15.6,--
12,11,45.2,+,2,6,15.0,--
12,11,45.2,-,3,2,15.7,--
12,11,45.8,-,1,21,15.6,--
12,11,46.1,+,0,2,15.7,--
12,11,46.2,-,0,1,15.6,1
12,11,46.3,+,1,20,15.2,--
12,11,46.3,-,1,45,14.7,--
12,11,46.5,-,0,50,15.3,--
12,11,46.8,-,0,48,14.8,--
12,11,46.8,-,3,14,15.0,--
12,11,46.9,-,0,48,14.4,--
12,11,46.9,-,3,11,14.9,--
12,11,47.0,-,1,10,14.8,--
12,11,47.0,-,3,12,15.2,--
12,11,47.1,-,3,14,15.5,1
12,11,47.1,-,3,15,15.4,1
12,11,47.1,-,3,17,15.3,--
12,11,47.3,-,3,14,15.1,--
12,11,47.4,-,3,22,15.2,1
12,11,47.8,-,2,32,15.0,--
12,11,48.0,-,0,17,15.4,--
12,11,48.0,-,1,8,15.5,--
12,11,48.0,-,2,38,14.2,--
12,11,49.0,+,0,11,15.4,1
12,11,49.0,+,0,13,15.6,--
12,11,49.2,+,2,16,15.5,--
12,11,49.4,-,2,22,15.4,--
12,11,50.0,-,3,23,15.3,1
12,11,50.1,-,2,11,14.1,--
12,11,50.2,+,2,1,14.4,--
12,11,51.6,-,3,24,15.6,--
12,11,51.7,+,0,25,13.7,--
12,11,51.9,-,2,2,14.4,--
12,11,52.6,+,2,0,14.9,--
13,11,52.6,+,2,0,14.9,--
13,11,53.0,-,0,58,15.3,--
13,11,53.1,+,1,32,14.1,1
13,11,53.1,-,0,28,15.7,--
13,11,53.5,-,2,26,14.2,1
13,11,53.6,+,2,24,15.7,1
13,11,53.7,-,3,22,15.6,--
13,11,54.2,-,1,0,15.4,--
13,11,54.4,+,1,25,15.5,--
13,11,54.5,+,1,26,15.2,--
13,11,54.8,+,0,47,15.6,--
13,11,54.9,-,1,57,15.7,--
13,11,55.0,-,0,58,15.2,--
13,11,55.5,-,3,27,14.9,--
13,11,55.6,-,1,49,14.2,--
13,11,55.7,-,1,36,15.4,--
13,11,55.8,-,1,40,15.5,--
13,11,55.9,+,1,0,15.4,1
13,11,55.9,-,1,59,14.5,--
13,11,56.0,-,1,50,14.7,--
13,11,56.2,-,1,10,14.6,1
13,11,56.2,-,2,21,15.3,--
13,11,56.6,-,0,13,14.3,--
13,11,56.8,+,1,43,15.6,1
13,11,56.8,-,1,21,14.5,--
13,11,56.9,-,0,51,15.6,--
13,11,57.0,-,3,5,15.6,--
13,11,57.1,-,3,23,15.2,--
13,11,57.2,-,3,6,15.7,--
13,11,57.3,-,1,5,15.5,--
13,11,57.4,-,0,15,15.5,1
13,11,57.8,+,0,35,15.3,--
13,11,57.8,-,0,48,12.4,--
13,11,57.9,+,0,47,15.3,--
13,11,58.5,+,0,24,15.3,--
13,11,58.6,-,1,0,14.4,1
13,11,58.7,-,3,23,15.1,1
13,11,58.9,-,0,25,15.0,--
13,11,59.0,-,1,44,15.6,--
13,11,59.1,+,2,17,15.7,1
13,11,59.4,-,0,46,15.3,1
13,11,59.6,+,1,49,15.7,1
13,11,59.9,+,0,5,14.6,--
13,12,0.2,+,2,14,15.2,--
13,12,0.2,+,2,16,13.5,--
13,12,0.2,-,1,52,15.7,1
13,12,0.3,-,1,30,15.4,1
13,12,0.6,-,2,35,15.5,--
13,12,0.7,+,2,14,14.7,--
13,12,1.0,+,1,31,15.7,1
13,12,1.1,+,2,20,14.8,--
13,12,1.2,+,1,59,15.0,--
13,12,1.4,+,2,11,15.4,--
13,12,1.5,+,1,41,15.4,--
13,12,1.5,+,2,8,15.0,--
13,12,1.6,+,2,7,15.5,--
13,12,1.8,+,1,51,14.6,--
13,12,1.8,+,2,8,15.3,--
13,12,1.9,+,2,11,13.8,1
13,12,2.0,+,2,1,15.7,--
13,12,2.0,+,2,5,14.8,--
13,12,2.1,+,2,4,14.5,--
13,12,2.1,+,2,21,14.7,--
13,12,2.1,-,3,15,15.5,--
13,12,2.2,-,2,26,14.9,--
13,12,2.3,-,2,5,14.0,--
13,12,2.3,-,2,9,15.4,--
13,12,2.4,-,2,55,15.3,--
13,12,2.8,+,2,22,15.6,--
13,12,3.1,+,2,6,15.2,--
13,12,3.2,+,1,52,15.1,--
13,12,3.2,+,1,53,15.3,--
13,12,3.2,-,2,47,15.7,--
13,12,3.3,-,2,42,15.7,--
13,12,3.6,-,2,39,15.0,--
13,12,4.0,+,1,54,15.4,--
13,12,4.6,-,0,58,15.6,--
13,12,4.8,+,0,8,15.5,--
13,12,5.1,+,1,51,15.3,--
13,12,5.4,+,1,40,15.5,1
13,12,5.5,+,0,59,15.5,--
13,12,5.7,-,2,15,15.5,--
13,12,5.8,+,0,23,15.2,1
13,12,6.0,+,0,25,15.1,--
13,12,6.0,+,2,11,15.7,--
13,12,6.4,-,2,7,15.5,--
13,12,6.9,+,0,49,15.4,--
13,12,7.4,+,0,16,15.6,--
13,12,7.4,+,1,13,15.4,--
13,12,7.7,+,0,55,15.6,--
13,12,7.7,-,1,42,15.6,1
13,12,7.8,-,0,14,15.3,--
13,12,8.0,+,0,6,15.5,--
13,12,8.0,+,0,58,15.5,--
13,12,8.0,-,2,57,15.6,1
13,12,8.5,+,1,15,15.1,1
13,12,8.8,+,1,20,15.6,--
13,12,8.8,+,1,46,14.9,--
13,12,9.3,-,2,11,15.5,--
13,12,9.4,+,1,38,15.4,--
13,12,9.5,-,0,19,15.6,--
13,12,10.0,-,2,27,15.5,1
13,12,10.2,-,2,27,15.6,--
13,12,10.3,+,1,35,12.8,--
13,12,11.1,+,2,28,15.6,1
13,12,11.5,+,0,12,15.6,--
13,12,11.7,-,0,33,15.5,1
13,12,12.0,+,1,6,15.0,--
13,12,12.1,-,2,10,14.6,--
13,12,12.2,+,1,1,15.3,--
13,12,12.3,-,3,12,15.4,--
13,12,12.6,-,3,9,14.8,--
13,12,13.3,+,0,40,14.8,--
13,12,13.6,+,1,27,15.1,--
13,12,13.6,-,3,1,15.7,--
13,12,13.6,-,3,17,14.8,--
13,12,14.0,-,0,40,15.5,--
13,12,14.2,-,3,9,15.7,1
13,12,15.3,-,0,22,15.2,--
13,12,15.4,+,0,43,15.4,1
13,12,15.6,+,2,10,15.7,1
13,12,15.6,-,0,47,14.7,--
14,12,16.8,-,0,20,15.7,1
14,12,17.0,-,2,32,15.5,--
14,12,17.1,+,2,19,15.6,--
14,12,17.1,-,0,27,15.7,1
14,12,17.1,-,2,30,15.7,--
14,12,17.2,+,2,22,14.6,--
14,12,17.2,-,0,28,15.3,--
14,12,17.3,-,0,35,15.4,--
14,12,17.4,+,2,4,15.2,--
14,12,17.8,+,0,40,15.5,--
14,12,17.9,+,1,46,15.2,--
14,12,18.0,+,1,5,15.0,--
14,12,18.6,+,0,51,15.5,--
14,12,18.6,-,2,45,15.4,--
14,12,18.7,-,0,34,15.6,--
14,12,19.0,-,0,33,15.6,--
14,12,19.5,-,2,19,15.5,--
14,12,20.2,+,1,34,15.5,--
14,12,20.3,-,2,23,15.6,--
14,12,20.8,+,1,46,15.5,--
14,12,21.0,-,0,11,15.3,--
14,12,21.1,+,1,37,15.5,--
14,12,21.3,+,1,40,15.6,--
14,12,21.3,-,3,9,13.6,--
14,12,21.6,+,1,29,15.3,1
14,12,21.7,+,1,30,15.4,1
14,12,21.7,+,1,41,15.6,--
14,12,21.8,-,0,24,15.7,--
14,12,21.9,+,0,27,14.9,--
14,12,22.1,+,1,50,15.7,--
14,12,22.1,+,2,11,15.6,--
14,12,23.0,-,2,33,15.3,1
14,12,23.0,-,2,37,15.2,--
14,12,23.1,+,2,27,15.7,1
14,12,23.1,-,2,40,14.9,--
14,12,23.2,+,0,52,13.4,--
14,12,23.4,-,3,11,15.0,--
14,12,23.6,-,2,4,15.6,1
14,12,23.7,+,0,33,15.5,--
14,12,23.7,-,1,1,14.9,1
14,12,24.3,-,0,35,14.2,--
14,12,24.5,-,0,37,15.0,1
14,12,24.6,-,1,4,15.5,1
14,12,24.7,-,1,45,15.2,--
14,12,25.5,-,1,22,15.4,--
14,12,25.9,+,0,25,15.6,--
14,12,26.3,-,1,39,13.5,--
14,12,26.3,-,1,46,15.1,--
14,12,26.6,+,0,52,15.5,--
14,12,26.7,-,1,4,15.7,1
14,12,26.8,+,1,20,15.0,--
14,12,27.1,-,3,28,15.5,1
14,12,28.5,+,1,57,15.6,1
14,12,28.5,-,2,4,15.5,1
14,12,28.6,+,0,44,15.7,1
14,12,28.6,+,0,53,14.9,1
14,12,28.8,-,3,23,15.4,--
14,12,29.2,-,0,44,15.6,--
14,12,29.2,-,2,42,14.9,1
14,12,29.4,-,2,36,15.6,--
14,12,29.8,+,0,17,15.7,--
14,12,29.9,+,0,40,14.1,--
14,12,30.2,+,0,24,12.4,--
14,12,30.8,+,1,47,15.3,--
14,12,31.6,+,0,45,15.5,1
14,12,31.6,-,0,5,14.8,--
14,12,31.9,-,3,0,15.7,1
14,12,32.0,+,2,28,12.3,--
14,12,32.4,-,3,24,15.7,--
14,12,32.5,-,3,19,15.6,1
14,12,32.6,+,0,3,14.0,--
14,12,32.9,-,2,3,15.4,--
14,12,33.1,+,0,3,15.1,1
14,12,33.2,-,2,38,14.9,--
14,12,33.2,-,3,29,15.7,1
14,12,33.3,-,1,35,15.6,--
14,12,33.3,-,2,7,15.1,--
14,12,34.5,+,2,5,15.5,1
14,12,35.0,-,3,18,15.4,--
14,12,35.2,-,1,5,15.3,--
14,12,35.5,-,2,0,14.1,--
14,12,35.6,+,0,14,14.9,--
14,12,35.6,+,1,44,13.4,--
14,12,35.8,-,0,42,15.7,--
14,12,36.0,+,2,1,14.7,--
14,12,36.1,+,1,39,15.2,--
14,12,36.1,+,1,44,15.3,--
14,12,36.2,+,0,35,15.7,--
14,12,36.5,+,0,38,14.4,1
14,12,36.5,-,2,15,15.3,--
14,12,36.7,+,0,59,14.6,--
14,12,36.7,+,1,42,15.4,--
14,12,36.7,-,0,15,12.6,--
14,12,36.8,+,0,43,15.6,--
14,12,36.8,+,1,41,15.6,1
14,12,37.1,+,1,1,15.4,--
14,12,37.3,+,1,56,15.5,1
14,12,37.4,-,3,20,15.6,1
14,12,37.9,+,1,27,13.7,--
14,12,38.4,+,1,16,15.7,--
14,12,38.6,-,1,20,15.7,--
14,12,38.7,+,1,40,14.3,--
14,12,38.7,-,0,30,15.7,--
14,12,38.8,-,2,47,14.9,--
14,12,39.4,-,0,55,15.6,--
14,12,39.4,-,3,19,15.3,--
14,12,39.7,+,0,9,15.6,1
14,12,39.9,+,2,19,15.7,--
14,12,40.0,+,0,10,12.6,--
14,12,40.0,-,1,5,14.3,--
15,12,40.1,+,1,38,15.3,1
15,12,40.4,-,0,57,14.3,--
15,12,40.5,-,0,9,15.7,--
15,12,40.5,-,1,0,15.5,1
15,12,40.6,-,1,9,15.6,1
15,12,40.6,-,2,14,15.6,--
15,12,40.7,-,0,22,13.8,--
15,12,40.8,+,2,16,11.9,--
15,12,41.3,-,0,16,13.7,--
15,12,41.9,+,0,45,14.9,--
15,12,41.9,-,0,10,15.7,--
15,12,41.9,-,2,44,15.1,--
15,12,42.0,-,2,2,15.7,1
15,12,42.4,+,0,14,15.6,--
15,12,42.6,-,0,10,12.0,--
15,12,43.0,-,0,15,13.5,--
15,12,43.3,-,1,24,15.5,1
15,12,44.4,-,1,17,15.6,1
15,12,44.7,-,2,27,12.4,--
15,12,44.8,+,0,41,15.6,--
15,12,45.3,-,0,55,15.7,--
15,12,45.3,-,1,22,14.0,--
15,12,45.6,-,3,3,12.0,--
15,12,46.0,-,3,11,15.6,--
15,12,46.1,+,1,6,15.3,--
15,12,48.1,+,1,44,14.8,--
15,12,48.1,-,2,33,15.7,--
15,12,49.3,-,1,48,14.8,--
15,12,49.8,-,0,56,11.7,--
15,12,50.8,+,1,32,13.3,--
15,12,50.8,-,0,9,15.6,1
15,12,50.9,+,2,26,12.9,--
15,12,51.5,-,1,14,15.5,--
15,12,51.7,+,1,4,15.7,--
15,12,51.7,-,3,27,15.0,--
15,12,52.1,+,2,22,14.8,--
15,12,52.6,+,0,23,13.6,--
15,12,52.7,+,0,30,15.6,1
15,12,52.8,-,2,45,15.5,--
15,12,53.0,-,0,37,15.7,1
15,12,53.2,-,0,43,15.5,1
15,12,53.4,-,1,5,15.3,--
15,12,54.4,-,2,55,15.7,--
15,12,54.6,-,0,23,15.6,--
15,12,54.6,-,1,26,14.3,--
15,12,54.8,-,0,21,15.6,--
15,12,54.8,-,3,13,14.3,--
15,12,55.4,-,3,21,14.1,--
15,12,55.5,+,1,50,12.9,--
15,12,56.0,+,1,58,15.7,--
15,12,56.5,-,2,53,15.6,--
15,12,57.3,+,1,54,15.4,--
15,12,57.4,+,2,18,15.5,1
15,12,58.3,-,1,5,15.2,--
15,12,58.4,+,0,14,13.2,--
15,12,58.5,-,1,42,15.3,1
15,13,0.0,+,0,36,15.7,1
15,13,0.2,+,0,55,15.6,--
15,13,0.7,+,1,43,15.5,--
15,13,1.9,-,3,18,14.3,1
15,13,3.4,+,2,2,15.1,1
15,13,3.8,-,1,25,14.8,--
16,13,4.5,-,0,54,15.0,--
16,13,4.8,+,2,17,15.2,--
16,13,5.0,-,0,40,14.0,--
16,13,5.2,-,0,35,14.8,--
16,13,5.5,+,1,14,15.6,--
16,13,6.1,-,1,52,14.7,--
16,13,6.2,-,0,32,14.6,--
16,13,6.3,-,0,31,15.1,--
16,13,6.4,-,3,25,15.3,1
16,13,6.5,-,0,29,14.8,--
16,13,7.0,+,1,8,14.4,--
16,13,7.0,+,1,57,13.5,--
16,13,7.1,-,0,46,14.9,1
16,13,7.8,+,2,18,15.4,1
16,13,7.8,-,0,44,14.6,--
16,13,8.2,+,0,18,15.4,--
16,13,8.4,+,1,25,15.4,--
16,13,8.8,+,0,1,14.3,--
16,13,9.0,+,0,56,14.4,--
16,13,9.5,+,1,55,15.5,1
16,13,9.8,-,2,11,15.5,--
16,13,9.8,-,2,31,15.7,1
16,13,11.2,-,3,20,15.1,--
16,13,11.3,+,2,24,15.2,1
16,13,11.6,-,0,10,15.3,1
16,13,11.8,-,1,52,15.7,--
16,13,12.0,-,3,2,15.7,--
16,13,12.0,-,3,22,15.7,--
16,13,12.8,+,1,35,15.3,--
16,13,12.8,+,2,12,15.0,--
16,13,12.8,-,2,25,15.6,--
16,13,12.9,+,2,20,15.3,--
16,13,13.0,+,0,45,15.3,1
16,13,13.2,-,0,11,15.6,1
16,13,13.3,-,3,28,15.2,1
16,13,13.4,-,3,23,15.4,--
16,13,14.0,-,1,50,14.5,--
16,13,14.3,-,2,48,15.5,1
16,13,14.5,+,2,5,15.2,--
16,13,14.5,-,2,0,14.4,--
16,13,14.6,+,0,47,15.7,1
16,13,14.6,+,1,10,15.5,--
16,13,14.6,-,1,56,15.4,1
16,13,14.9,-,2,55,14.9,--
16,13,15.1,-,0,44,15.5,--
16,13,15.4,-,0,3,14.5,--
16,13,15.6,+,0,29,15.6,--
16,13,15.6,-,0,58,14.3,--
16,13,16.1,+,0,5,15.6,1
16,13,16.4,+,0,4,15.7,--
16,13,16.5,-,2,15,14.6,--
16,13,17.0,-,2,39,14.9,--
16,13,17.7,-,3,23,15.4,--
16,13,18.0,-,2,1,14.8,--
16,13,18.1,-,1,11,15.6,--
16,13,18.4,+,1,45,14.9,--
16,13,18.8,+,0,36,14.5,--
16,13,18.9,-,1,54,15.7,--
16,13,19.2,+,0,28,15.2,--
16,13,19.3,+,0,24,15.2,--
16,13,19.6,-,2,50,15.5,--
16,13,19.8,-,2,9,14.2,--
16,13,20.7,-,1,54,15.7,1
16,13,21.1,+,1,37,15.6,--
16,13,21.8,-,2,50,15.7,--
16,13,22.0,+,1,50,15.5,--
16,13,22.5,-,0,39,15.1,--
16,13,23.2,-,3,15,15.6,1
16,13,23.8,+,2,21,12.7,--
16,13,24.0,-,3,0,15.7,1
16,13,25.1,+,0,42,15.3,--
16,13,25.9,+,0,8,15.6,--
16,13,26.1,-,1,47,14.6,--
16,13,26.5,+,0,12,15.7,--
16,13,26.7,+,0,58,15.7,1
16,13,26.8,-,3,25,14.5,--
16,13,27.2,-,0,2,15.6,1
16,13,27.3,-,1,10,14.6,--
16,13,27.5,+,0,33,14.7,--
16,13,27.5,-,1,28,13.6,--
16,13,27.6,+,0,46,15.5,1
16,13,27.6,-,1,25,13.7,--
16,13,27.8,-,2,39,15.3,--
16,13,27.9,-,0,21,15.6,--
17,13,28.3,-,1,31,15.2,--
17,13,28.8,-,1,21,15.5,--
17,13,28.9,-,1,26,15.4,--
17,13,29.0,-,1,46,15.6,--
17,13,29.2,-,2,21,14.9,--
17,13,29.2,-,2,28,14.5,--
17,13,29.3,-,1,38,15.4,--
17,13,29.3,-,2,14,15.6,--
17,13,29.4,-,1,45,15.3,--
17,13,29.5,-,1,26,15.6,--
17,13,29.6,+,1,52,14.8,--
17,13,29.6,-,2,30,15.6,1
17,13,29.8,+,1,50,14.9,--
17,13,29.8,-,2,14,15.7,--
17,13,30.0,+,2,6,14.5,--
17,13,30.1,+,1,7,15.4,--
17,13,30.3,-,2,50,15.2,--
17,13,30.4,-,0,54,14.5,--
17,13,30.4,-,1,0,15.4,--
17,13,30.4,-,2,46,15.1,1
17,13,30.6,-,0,46,13.9,--
17,13,31.0,+,1,34,15.2,--
17,13,31.1,-,1,38,15.3,--
17,13,31.1,-,2,29,15.5,--
17,13,31.3,+,2,18,15.5,--
17,13,31.6,+,2,1,15.2,--
17,13,32.0,-,0,5,15.4,--
17,13,32.3,+,1,58,15.4,--
17,13,32.8,+,1,40,14.6,--
17,13,33.1,-,0,40,15.5,1
17,13,33.5,+,1,59,15.2,--
17,13,33.5,-,1,20,15.4,--
17,13,33.7,-,0,47,15.4,1
17,13,34.1,-,3,15,15.6,1
17,13,34.3,+,1,25,15.3,--
17,13,34.4,+,1,27,15.4,--
17,13,34.5,+,0,29,15.5,--
17,13,34.6,+,0,37,15.7,1
17,13,34.7,-,1,55,15.3,--
17,13,34.8,-,1,30,15.7,--
17,13,34.8,-,3,19,15.7,--
17,13,35.1,-,1,25,15.6,--
17,13,35.6,+,0,16,15.6,--
17,13,35.8,+,1,44,15.3,1
17,13,35.9,+,0,1,14.7,--
17,13,35.9,+,0,45,15.7,--
17,13,36.0,+,0,47,15.1,--
17,13,36.2,+,0,48,15.6,1
17,13,36.2,+,2,12,15.7,--
17,13,36.2,-,0,10,15.6,--
17,13,36.3,+,1,0,15.6,--
17,13,36.3,-,1,27,15.7,--
17,13,36.5,+,2,25,15.7,--
17,13,36.7,-,0,52,15.3,--
17,13,37.4,+,1,5,13.7,1
17,13,37.5,+,1,5,13.8,1
17,13,37.6,-,2,38,15.5,--
17,13,38.0,+,0,15,15.7,--
17,13,38.7,+,2,2,15.2,1
17,13,38.9,-,3,27,15.7,--
17,13,39.4,+,2,19,15.5,1
17,13,39.5,+,0,51,15.6,--
17,13,39.7,+,2,6,14.9,--
17,13,41.2,+,0,43,15.6,--
17,13,41.9,+,2,21,15.5,--
17,13,42.6,+,0,22,15.5,1
17,13,43.7,-,3,8,15.6,1
17,13,43.8,-,3,11,14.8,1
17,13,44.4,+,2,21,15.6,--
17,13,44.6,+,2,9,15.6,--
17,13,45.4,+,2,9,15.7,--
17,13,46.6,-,2,11,15.6,1
17,13,47.4,+,2,19,15.6,1
17,13,48.5,+,0,5,15.3,--
17,13,49.3,-,1,52,15.7,1
17,13,49.4,+,0,47,15.6,--
17,13,49.4,+,2,5,15.1,--
17,13,49.5,+,2,15,15.1,--
17,13,49.5,-,1,53,15.3,--
17,13,49.5,-,1,58,14.2,--
17,13,49.7,+,2,20,15.7,--
17,13,49.8,+,2,20,14.3,1
17,13,50.0,+,2,11,15.2,--
17,13,50.1,+,1,3,14.2,--
17,13,50.1,-,1,46,15.4,--
17,13,50.2,+,0,22,15.4,--
17,13,50.3,-,1,39,15.1,--
17,13,50.4,-,0,52,13.7,--
17,13,50.7,+,0,40,15.5,--
17,13,50.8,+,2,17,15.4,--
17,13,51.0,-,0,49,15.1,--
17,13,51.0,-,0,58,15.0,--
17,13,51.1,+,0,18,15.1,--
17,13,51.7,-,1,11,13.8,--
17,13,51.8,-,1,18,15.7,--
18,13,52.1,+,0,21,15.7,1
18,13,52.5,-,1,44,15.6,--
18,13,52.7,+,2,9,15.7,--
18,13,53.4,-,1,1,15.1,--
18,13,53.7,-,1,18,15.7,--
18,13,53.8,+,0,0,14.7,--
18,13,53.8,-,1,42,15.7,--
18,13,53.9,-,0,3,15.6,--
18,13,55.6,-,0,9,14.8,--
18,13,55.6,-,1,8,15.5,--
18,13,55.7,+,1,23,15.2,1
18,13,56.5,-,2,9,15.4,--
18,13,56.8,-,2,58,15.1,--
18,13,57.1,-,2,49,15.7,1
18,13,57.2,+,1,19,15.3,--
18,13,57.7,-,0,43,15.5,1
18,13,57.8,-,2,5,15.5,--
18,13,57.9,-,2,35,15.5,--
18,13,58.0,-,2,37,14.5,--
18,13,58.0,-,2,40,14.8,1
18,13,58.1,-,0,16,15.4,--
18,13,58.2,+,2,16,14.7,--
18,13,58.3,+,2,20,15.6,--
18,13,58.7,-,2,15,15.6,--
18,13,58.8,-,0,23,15.2,--
18,13,58.8,-,2,28,15.7,1
18,13,59.0,+,1,47,15.6,--
18,13,59.2,-,3,15,15.3,--
18,13,59.5,-,1,7,14.8,--
18,13,59.5,-,1,9,15.3,1
18,13,59.6,+,0,0,15.4,--
18,13,59.6,-,1,8,15.6,--
18,14,0.1,+,2,8,15.7,--
18,14,0.6,-,0,44,15.5,--
18,14,0.8,-,0,18,14.7,--
18,14,0.9,+,0,58,15.2,--
18,14,1.0,-,1,54,15.2,--
18,14,1.1,+,1,4,15.0,--
18,14,1.5,+,1,9,15.3,--
18,14,1.7,-,1,24,15.7,--
18,14,2.3,-,0,22,14.7,--
18,14,2.3,-,0,24,14.8,--
18,14,2.6,+,0,10,15.3,--
18,14,2.6,-,3,8,14.6,--
18,14,2.9,-,0,35,15.4,--
18,14,3.0,+,1,47,15.7,1
18,14,3.0,-,1,7,15.6,1
18,14,3.5,-,0,4,15.3,--
18,14,4.3,+,1,5,15.7,1
18,14,4.3,-,1,18,15.2,--
18,14,4.4,-,1,21,15.1,--
18,14,4.6,-,0,47,15.6,--
18,14,5.1,-,0,43,15.7,--
18,14,5.2,-,1,25,15.6,--
18,14,5.6,-,1,28,14.7,--
18,14,5.8,-,0,21,15.6,--
18,14,5.9,+,0,6,15.2,--
18,14,6.1,-,0,55,14.1,--
18,14,6.1,-,2,46,15.3,--
18,14,6.4,-,2,44,15.0,--
18,14,6.9,-,1,40,15.6,--
18,14,7.1,-,0,25,15.6,--
18,14,7.4,-,1,0,14.8,--
18,14,7.6,-,2,20,14.4,--
18,14,7.8,-,0,36,15.1,--
18,14,8.1,+,1,42,15.6,--
18,14,8.4,+,1,16,15.5,--
18,14,8.6,+,0,48,15.3,--
18,14,8.6,+,1,42,15.2,--
18,14,8.7,+,0,43,15.7,--
18,14,8.7,+,1,30,15.4,--
18,14,8.9,+,1,31,14.8,--
18,14,8.9,-,3,0,14.8,--
18,14,9.0,-,0,55,13.4,--
18,14,9.2,+,0,57,15.6,--
18,14,9.3,+,0,11,15.5,1
18,14,9.7,-,0,23,15.3,--
18,14,9.8,+,1,30,15.1,--
18,14,10.0,-,0,47,15.6,1
18,14,10.1,+,1,59,15.7,1
18,14,10.7,-,2,59,13.6,--
18,14,10.8,-,2,55,13.7,--
18,14,10.9,+,0,25,15.6,--
18,14,11.3,+,1,57,15.6,--
18,14,11.4,+,2,3,15.6,--
18,14,11.5,+,2,4,15.5,1
18,14,11.6,-,3,16,15.7,1
18,14,11.7,-,0,39,15.2,--
18,14,11.8,+,0,2,15.4,1
18,14,11.9,-,3,4,15.4,--
18,14,12.0,+,1,58,15.5,1
18,14,12.1,-,0,3,15.4,1
