---,UGC,A,RAh,RAm,DE-,DEd,DEm,MCG,POSS,MajAxis,MinAxis,PA,Hubble,Pmag,RadVel,aR,bR,i
UGC,223,--,0,20.9,+,19,58,MCG+03-02-000,903,1.6,1.6,--,(DWARF),16.5,--,1.5,1.5,--
UGC,224,--,0,21.0,-,0,47,MCG+00-02-018,591,1.3,0.7,--,DISRPTD,15.4,--,--,--,--
UGC,225,--,0,21.0,+,20,34,MCG+03-02-008,903,1.1,1.0,--,S0,16.0,--,1.2,1.0,--
UGC,226,--,0,21.2,+,14,24,MCG+02-02-005,823,1.2,0.6,4,--,15.1,5400,1.1,0.6,--
UGC,227,--,0,21.2,+,26,40,MCG+04-02-000,1188,1.5,1.1,145,COMPACT,14.7,--,1.5,1.1,--
UGC,228,--,0,21.3,+,24,2,MCG+04-02-015,1188,1.3,0.9,43,Sb-c,14.8,--,1.0,0.8,3
UGC,229,--,0,21.3,+,28,3,MCG+05-02-000,1244,1.0,0.5,35,Sb,15.3,--,0.7,0.4,5
UGC,230,--,0,21.4,+,15,30,MCG+02-02-006,823,1.5,1.5,--,Sc,14.0,--,1.4,1.4,1
UGC,231,--,0,21.5,+,16,12,MCG+03-02-009,903,5.8,0.7,56,Sc,14.6,--,5.1,0.7,6
UGC,232,--,0,22.0,+,32,59,MCG+05-02-009,1244,1.5,1.5,--,SBa,14.7,--,0.8,0.55,1
UGC,233,--,0,22.1,+,14,33,MCG+02-02-000,823,1.0,1.0,--,PECULR,14.6,5400,1.0,1.0,--
UGC,234,--,0,22.2,+,29,17,MCG+05-02-000,1244,1.2,0.5,72,Sc,15.6,--,1.0,0.5,6
UGC,235,--,0,22.2,+,44,53,MCG+07-02-000,851,1.1,0.5,135,E-S,16.0,--,1.0,0.5,--
UGC,236,--,0,22.3,+,43,23,MCG+07-02-000,851,1.1,1.1,--,E,15.0,--,1.1,1.1,--
UGC,237,--,0,22.4,+,6,23,MCG+01-02-006,915,1.0,0.5,70,SBa,15.4,--,1.0,0.5,5
UGC,238,--,0,22.4,+,31,5,MCG+05-02-010,1244,2.0,0.5,178,S,14.4,--,1.9,0.5,6
UGC,239,--,0,22.5,+,41,47,MCG+07-02-000,851,1.1,0.8,--,IRR,16.5,--,0.8,0.6,--
UGC,240,--,0,22.7,+,6,13,MCG+01-02-007,915,1.0,0.5,68,Sb/SBb,14.9,--,1.1,0.6,5
UGC,241,--,0,22.8,+,12,37,MCG+02-02-008,823,0.9,0.7,167,Sa,14.1,--,1.0,0.8,2
UGC,242,--,0,22.8,+,19,56,MCG+03-02-010,903,2.0,1.7,--,SBc,14.3,--,2.1,1.8,--
UGC,243,--,0,22.8,+,45,39,MCG+08-02-001,1224,1.9,0.4,2,Sb,14.9,--,1.9,0.4,7
UGC,244,--,0,22.9,+,24,33,MCG+04-02-017,1188,1.1,0.5,154,SB?b-c,14.9,--,1.0,0.5,5
UGC,245,--,0,23.3,+,5,8,MCG+01-02-010,915,1.5,0.5,3,SBa-b,15.7,--,1.3,0.5,6
UGC,246,--,0,23.3,+,28,56,MCG+05-02-012,1244,2.3,2.0,--,SB0,13.3,--,2.3,2.0,1
UGC,247,--,0,23.4,+,14,4,MCG+02-02-000,823,1.1,0.2,19,Sc,16.5,--,1.0,0.2,6
UGC,248,--,0,23.4,+,25,27,MCG+04-02-018,1188,1.9,1.3,48,DISRPTD,14.9,--,--,--,--
UGC,249,--,0,23.6,+,13,22,MCG+02-02-009,823,1.7,1.0,90,S-IRR,14.8,--,1.5,0.9,--
UGC,250,--,0,23.6,+,16,8,MCG+03-02-011,903,1.4,1.1,155,SB:c,15.6,--,1.3,1.0,2
UGC,251,--,0,23.6,+,21,32,MCG+04-02-020,1188,1.3,1.1,--,SBa,15.0,--,1.3,1.1,1
UGC,252,--,0,23.8,+,0,45,MCG+00-02-026,591,1.1,0.8,120,Sc,16.5,--,1.0,0.7,3
UGC,253,--,0,23.9,+,6,1,MCG+01-02-011,915,1.4,0.8,30,Sb/SBb,15.3,--,1.1,0.7,4
UGC,254,--,0,23.9,+,39,13,MCG+06-02-000,398,1.1,0.3,33,S,16.5,--,1.0,0.3,6
UGC,255,--,0,24.2,+,31,25,MCG+05-02-013,1244,1.3,0.6,108,S,14.5,--,1.1,0.5,5
UGC,256,--,0,24.2,+,49,45,MCG+08-02-003,1224,1.3,0.2,171,Sb-c,15.6,--,1.3,0.2,7
UGC,257,--,0,24.3,+,1,12,MCG+00-02-000,591,1.4,1.2,--,--,16.0,--,1.3,1.0,--
UGC,258,--,0,24.4,+,50,49,MCG+08-02-000,1224,1.1,0.5,167,Sa-b,16.0,--,1.1,0.5,5
UGC,259,--,0,24.5,-,2,3,MCG+00-02-027,591,1.3,1.0,165,SB0,15.0,--,1.2,0.9,2
UGC,260,--,0,24.5,+,11,18,MCG+02-02-011,823,3.1,0.7,21,Sc,14.0,--,3.0,0.7,6
UGC,261,--,0,24.6,+,23,54,MCG+04-02-022,1188,1.3,1.0,--,PECULR,14.8,--,1.2,1.0,--
UGC,262,--,0,24.6,+,39,31,MCG+07-02-000,851,1.2,0.6,67,PECULR,15.1,10850,1.0,0.7,--
UGC,263,--,0,24.6,+,43,46,MCG+07-02-004,851,1.6,0.3,171,Sc-IRR,16.5,--,1.7,0.3,6
UGC,264,--,0,24.7,-,2,3,MCG+00-02-032,591,1.3,0.9,--,COMPACT,14.9,--,0.9,0.8,--
UGC,265,--,0,24.7,+,19,47,MCG+03-02-012,903,1.3,1.0,117,S,15.2,--,1.2,1.0,2
UGC,266,--,0,24.8,+,10,33,MCG+02-02-000,823,1.1,0.7,137,S?,16.0,--,1.2,0.8,--
UGC,267,--,0,24.9,-,1,47,MCG+00-02-033,591,1.6,0.6,73,S0,14.8,--,1.5,0.6,6
UGC,268,--,0,25.0,+,8,36,MCG+01-02-013,915,2.6,1.3,15,S,15.0,--,2.7,1.4,--
UGC,269,--,0,25.1,+,3,58,MCG+01-02-000,915,1.1,0.5,110,S,16.0,--,1.0,0.4,5
UGC,270,--,0,25.2,+,32,30,MCG+05-02-000,1244,1.2,1.1,--,--,17.0,--,1.0,1.0,--
UGC,271,--,0,25.3,-,2,5,MCG+00-02-038,591,1.6,0.9,168,Sc,13.8,--,1.5,0.9,4
UGC,272,--,0,25.3,-,1,28,MCG+00-02-036,591,1.8,0.8,130,Sc,15.5,--,1.5,0.8,5
UGC,273,--,0,25.3,+,25,44,MCG+04-02-000,1188,1.2,0.8,115,S?IV-V,17.0,--,0.8,0.7,--
UGC,274,--,0,25.3,+,30,20,MCG+05-02-014,1244,1.2,0.7,25,SB0-a,15.6,--,1.1,0.6,4
UGC,275,--,0,25.4,+,2,14,MCG+00-02-037,591,1.9,0.9,128,SB,14.9,--,1.7,0.8,5
UGC,276,--,0,25.4,+,30,29,MCG+05-02-015,1244,1.1,0.2,33,Sa-b,15.6,--,1.2,0.2,7
UGC,277,--,0,25.7,+,2,57,MCG+00-02-039,591,1.7,1.4,160,Sc:,15.7,--,1.4,1.2,1
UGC,278,--,0,25.7,+,27,7,MCG+04-02-025,1188,1.5,0.4,5,SBb-c,15.3,--,1.4,0.25,6
UGC,279,--,0,25.7,+,30,32,MCG+05-02-016,1244,1.8,0.5,118,SB?,14.3,--,1.7,0.5,6
UGC,280,--,0,25.8,-,0,30,MCG+00-02-043,591,1.4,1.1,55,SBb,16.0,--,1.1,0.8,2
UGC,281,--,0,25.8,+,2,15,MCG+00-02-042,591,1.4,0.7,22,Sc,15.7,--,1.3,0.5,5
UGC,282,--,0,25.8,+,3,7,MCG+00-02-040,591,2.0,2.0,--,--,--,--,1.9,1.9,1
UGC,283,--,0,25.8,+,7,7,MCG+00-02-041,591,1.4,1.0,168,Sc,15.0,--,1.3,0.8,3
UGC,284,--,0,25.9,+,33,0,MCG+05-02-017,1244,1.6,1.1,23,SBc/Sc,15.1,--,1.5,1.0,3
UGC,285,--,0,26.2,+,28,40,MCG+05-02-018,1244,1.0,0.3,107,Sa,15.0,--,0.9,0.25,6
UGC,286,--,0,26.3,+,2,33,MCG+00-02-048,591,1.6,1.5,--,S0,14.2,5289,1.7,1.6,1
UGC,287,--,0,26.3,+,9,52,MCG+02-02-012,823,1.3,1.1,--,Sc,15.6,--,1.2,1.2,1
UGC,288,--,0,26.3,+,43,9,MCG+07-02-000,851,1.4,0.9,135,PECULR,16.0,--,1.3,0.8,--
UGC,289,--,0,26.4,+,15,41,MCG+03-02-000,903,1.1,0.2,20,S,17.0,--,1.0,0.15,7
UGC,290,--,0,26.5,+,15,37,MCG+03-02-000,903,2.1,0.2,136,DWARF,18.0,--,2.0,0.3,--
UGC,291,--,0,26.5,+,32,51,MCG+05-02-000,1244,1.0,0.9,--,(DWARF),17.0,--,1.0,0.9,--
UGC,292,--,0,26.7,+,2,35,MCG+00-02-051,591,3.0,0.9,1,S0,13.2,4250,3.2,1.0,7
UGC,293,--,0,26.7,+,26,8,MCG+04-02-000,1188,1.1,0.35,56,--,17.0,--,1.0,0.3,--
UGC,294,--,0,26.7,+,31,6,MCG+05-02-000,1244,1.2,0.1,121,Sc,17.0,--,1.2,0.1,7
UGC,295,--,0,26.9,-,1,22,MCG+00-02-056,591,1.1,0.6,154,SBb,16.0,--,1.1,0.6,--
UGC,296,--,0,27.0,+,11,46,MCG+02-02-000,823,1.2,0.7,--,TRP SYS,16.5,--,--,--,--
UGC,297,--,0,27.0,+,21,12,MCG+03-02-015,903,1.0,0.22,127,S,15.4,--,1.1,0.25,6
UGC,298,--,0,27.2,+,2,42,MCG+00-02-059,591,1.0,0.3,111,Sb,16.0,--,0.8,0.3,6
UGC,299,--,0,27.2,+,31,7,MCG+05-02-019,1244,1.6,1.0,74,Sc,15.3,--,1.4,0.8,4
UGC,300,--,0,27.5,+,3,15,MCG+00-02-000,591,1.4,1.4,--,DWARF,18.0,--,1.0,1.0,--
UGC,301,--,0,27.6,+,1,49,MCG+00-02-063,591,1.9,1.7,40,SBb/Sc,13.8,--,1.8,1.5,2
UGC,302,--,0,27.7,+,24,49,MCG+04-02-000,1188,1.0,0.9,--,DWRF SP,17.0,--,1.0,0.8,--
UGC,303,--,0,27.8,+,41,49,MCG+07-02-005,851,2.1,1.5,175,IRR,16.5,--,1.6,1.2,--
UGC,304,--,0,28.0,+,12,24,MCG+02-02-015,823,1.1,0.7,125,S0-a,15.7,--,1.2,0.8,3
UGC,305,--,0,28.0,+,13,5,MCG+02-02-014,823,1.4,1.2,--,Sc,15.3,--,1.6,1.4,1
UGC,306,--,0,28.2,+,41,55,MCG+07-02-006,851,1.0,0.7,105,Sc,15.7,--,1.0,0.7,3
UGC,307,--,0,28.3,+,10,23,MCG+02-02-016,823,1.2,0.6,100,S0,16.0,--,1.3,0.7,5
UGC,308,--,0,28.4,+,4,54,MCG+01-02-016,915,1.4,0.7,175,Sa,14.8,--,1.4,0.7,5
UGC,309,--,0,28.5,+,9,55,MCG+02-02-017,823,1.6,1.6,--,S0,14.2,--,2.0,2.0,1
UGC,310,--,0,28.6,+,28,43,MCG+05-02-020,1244,1.3,0.4,30,Sc,14.8,--,1.3,0.4,6
UGC,311,--,0,28.7,+,30,31,MCG+05-02-021,1244,1.5,1.3,45,Sc,14.2,--,1.4,1.2,1
UGC,312,--,0,28.8,+,8,11,MCG+01-02-019,915,1.7,0.8,7,SB,14.6,--,1.7,0.8,--
UGC,313,--,0,28.9,+,5,56,MCG+01-02-021,915,1.4,0.8,10,S,14.3,--,1.4,0.8,4
UGC,314,--,0,28.9,+,8,7,MCG+01-02-020,915,1.2,0.9,165,S,15.4,--,1.3,1.0,--
UGC,315,--,0,29.0,+,8,7,MCG+01-02-000,915,1.0,1.0,--,Sb-c,16.5,--,0.7,0.5,1
UGC,316,--,0,29.0,+,14,20,MCG+02-02-000,823,1.4,0.2,40,Sc,15.7,--,1.2,0.15,7
UGC,317,--,0,29.1,+,0,39,MCG+00-02-000,591,1.0,0.9,--,--,17.0,--,0.8,0.8,--
UGC,318,--,0,29.3,+,37,24,MCG+06-02-008,398,1.1,1.0,--,SBc,16.5,--,0.6,0.6,1
UGC,319,--,0,29.5,+,31,24,MCG+05-02-022,1244,1.6,1.0,135,Sb-c,15.1,--,1.4,0.9,4
UGC,320,--,0,29.9,+,2,18,MCG+00-02-066,591,1.3,0.2,172,Sc,16.5,--,1.3,0.7,7
UGC,321,--,0,29.9,+,23,8,MCG+04-02-027,1188,1.6,0.3,149,SB?c,15.4,--,1.1,0.2,6
UGC,322,--,0,30.0,+,1,13,MCG+00-02-067,591,1.3,0.6,68,Sc,16.5,--,1.2,0.6,7
UGC,323,--,0,30.3,+,11,27,MCG+02-02-018,823,1.0,0.3,110,S,15.3,--,0.9,0.3,6
UGC,324,--,0,30.4,+,2,54,MCG+00-02-000,591,1.0,0.5,78,Sb,16.5,--,0.9,0.5,5
UGC,325,--,0,30.4,+,21,57,MCG+04-02-028,1188,1.0,0.8,10,--,16.0,--,0.8,0.6,--
UGC,326,--,0,30.4,+,48,14,MCG+08-02-005,1224,15.0,9.0,25,DWRF EL,12.0,--,15.0,9.0,--
UGC,327,--,0,30.6,+,7,38,MCG+01-02-025,915,1.2,0.5,121,Sb-c,15.7,--,1.2,0.5,5
UGC,328,--,0,30.8,-,1,23,MCG+00-02-070,591,1.6,1.6,--,--,16.0,--,1.3,1.2,1
UGC,329,--,0,31.0,+,2,24,MCG+00-02-071,591,2.1,1.5,170,Sc,15.7,--,2.1,1.4,3
UGC,330,--,0,31.0,+,39,17,MCG+06-02-009,398,1.4,0.5,140,S0,15.0,--,1.4,0.5,6
UGC,331,--,0,31.2,+,6,58,MCG+01-02-027,915,1.0,0.5,170,SBa,15.2,--,1.1,0.6,5
UGC,332,--,0,31.2,+,30,27,MCG+05-02-024,1244,1.3,0.8,155,S0,15.0,--,1.5,0.9,4
UGC,333,--,0,31.2,+,48,40,MCG+08-02-003,1224,1.3,1.1,--,S,15.7,--,1.1,0.9,--
UGC,334,--,0,31.3,+,31,10,MCG+05-02-025,1244,2.0,2.0,--,DWRF SP,15.7,--,2.0,2.0,--
UGC,335,--,0,31.4,+,6,59,MCG+01-02-028,915,2.5,1.2,143,E+COMP,14.2,--,--,--,--
UGC,336,--,0,31.4,+,43,52,MCG+07-02-008,851,1.7,1.6,--,Sc,15.6,--,1.6,1.6,1
UGC,337,--,0,31.6,+,24,22,MCG+04-02-031,1188,1.2,1.1,150,Sc,16.5,--,1.1,0.9,1
UGC,338,--,0,31.7,+,39,20,MCG+06-02-010,398,1.0,0.2,99,SB?b-c,15.5,--,1.0,0.2,6
UGC,339,--,0,31.8,+,9,55,MCG+02-02-020,823,1.3,0.8,110,DBL SYS,15.6,--,--,--,--
UGC,340,--,0,31.8,+,12,0,MCG+02-02-021,823,1.4,0.25,89,Sa-b,15.5,--,1.3,0.25,7
UGC,341,--,0,31.9,+,1,24,MCG+00-02-076,591,1.2,1.0,66,S,16.0,--,0.9,0.7,--
UGC,342,--,0,31.9,+,3,18,MCG+00-02-075,591,1.1,0.9,65,Sc,15.7,--,1.0,0.8,2
UGC,343,--,0,32.0,+,53,10,MCG+09-02-000,1237,1.4,1.0,70,Sc-IRR,16.0,--,1.4,0.9,--
UGC,344,--,0,32.1,+,39,17,MCG+06-02-011,398,1.2,0.7,110,Sc/SBc,15.4,--,1.2,0.8,3
UGC,345,--,0,32.2,+,28,8,MCG+05-02-000,1244,1.1,0.25,51,SB?c,15.6,--,1.1,0.25,7
UGC,346,--,0,32.3,+,31,40,MCG+05-02-026,1244,1.1,0.5,128,Sb-c,14.8,--,1.0,0.45,6
UGC,347,--,0,32.3,+,45,15,MCG+08-02-000,1224,1.0,0.2,87,Sc,16.5,--,1.0,0.2,6
UGC,348,--,0,32.8,+,2,39,MCG+00-02-087,591,1.2,1.2,--,--,15.7,--,1.1,1.1,--
UGC,349,--,0,32.8,+,3,7,MCG+00-02-085,591,1.5,0.6,136,SBb,15.6,--,1.3,0.6,--
UGC,350,--,0,32.8,+,4,36,MCG+01-02-000,915,1.2,0.6,115,S0-a,15.7,--,1.3,0.7,--
UGC,351,--,0,33.0,+,8,51,MCG+01-02-032,915,3.2,1.2,156,SBa,13.9,--,3.4,1.3,6
UGC,352,--,0,33.0,+,24,0,MCG+04-02-000,1188,1.4,0.9,140,--,16.5,--,1.0,1.0,--
UGC,353,--,0,33.1,+,8,43,MCG+01-02-033,915,1.4,0.5,124,Sc,15.6,--,1.5,0.6,6
UGC,354,--,0,33.3,+,23,42,MCG+04-02-032,1188,1.0,0.3,119,Sb-c,16.0,--,1.0,0.25,6
UGC,355,--,0,33.3,+,31,36,MCG+05-02-027,1244,1.2,0.35,123,SBa-b,14.5,--,1.2,0.35,6
UGC,356,--,0,33.4,+,23,41,MCG+04-02-033,1188,3.0,1.6,45,Sa,13.7,5255,3.2,1.8,5
UGC,357,--,0,33.5,+,21,12,MCG+03-02-000,903,1.3,0.6,177,Sb-c,15.6,--,1.2,0.6,5
UGC,358,--,0,33.6,+,1,26,MCG+00-02-088,591,1.3,1.3,--,S,15.3,--,1.2,1.1,1
UGC,359,--,0,33.6,+,4,22,MCG+01-02-035,915,1.0,0.4,136,S,15.5,--,1.1,0.4,6
UGC,360,--,0,33.6,+,25,32,MCG+04-02-000,1188,1.7,0.5,--,--,16.0,--,1.1,0.7,--
UGC,361,--,0,33.7,+,48,44,MCG+08-02-000,1224,1.2,1.0,100,COMPACT,15.7,--,1.2,1.0,--
UGC,362,--,0,33.9,+,32,29,MCG+05-02-000,1244,1.2,0.9,--,DWRF SP,17.0,--,1.0,0.8,--
UGC,363,--,0,33.9,+,43,32,MCG+07-02-000,851,1.0,0.2,159,S,16.5,--,1.0,0.2,6
UGC,364,--,0,34.1,+,21,17,MCG+03-02-017,903,1.2,0.45,58,S,14.5,--,1.2,0.35,6
UGC,365,--,0,34.2,+,23,43,MCG+04-02-035,1188,3.5,1.1,88,Sb,13.3,4500,3.3,1.1,6
UGC,366,--,0,34.2,+,28,38,MCG+05-02-000,1244,1.2,0.9,--,COMPACT,16.0,--,1.2,0.9,--
UGC,367,--,0,34.4,+,25,25,MCG+04-02-036,1188,1.7,--,--,COMPACT,14.8,--,--,--,--
UGC,368,--,0,34.4,+,38,50,MCG+06-02-000,398,1.0,0.2,142,S,16.5,--,1.0,0.2,7
UGC,369,--,0,34.6,+,1,40,MCG+00-02-092,591,4.0,3.5,90,Sb/Sc,14.5,--,3.6,2.8,2
UGC,370,--,0,34.6,+,12,47,MCG+02-02-023,823,1.3,1.2,--,S IV-V,16.0,--,1.2,1.0,--
UGC,371,--,0,34.7,+,28,53,MCG+05-02-029,1244,1.8,0.15,45,Sc,15.0,--,1.7,0.2,7
UGC,372,--,0,34.8,+,42,38,MCG+07-02-009,851,2.3,2.1,--,S IV-V,17.0,--,1.6,1.6,1
UGC,373,--,0,35.0,+,9,17,MCG+01-02-000,915,1.2,0.5,170,S?,16.0,--,1.2,0.5,--
UGC,374,--,0,35.1,+,10,5,MCG+02-02-024,823,1.3,1.2,--,Sc,15.0,--,1.2,1.2,1
UGC,375,--,0,35.1,+,25,22,MCG+04-02-038,1188,1.2,1.2,--,COMPACT,15.0,--,1.1,1.1,--
UGC,376,--,0,35.1,+,32,27,MCG+05-02-000,1244,1.4,0.1,142,Sc,16.0,--,1.2,0.1,7
UGC,377,--,0,35.2,+,3,45,MCG+01-02-000,915,1.3,0.7,157,--,17.0,--,1.2,0.6,--
UGC,378,--,0,35.2,+,47,57,MCG+08-02-008,1224,1.0,0.2,66,PECULR,16.5,--,0.9,0.2,--
UGC,379,--,0,35.3,+,4,52,MCG+01-02-037,915,1.2,0.3,120,Sc,16.0,--,1.3,0.3,7
UGC,380,--,0,35.4,+,8,22,MCG+01-02-039,915,2.8,2.3,160,SBc,14.3,--,2.8,2.3,2
UGC,381,--,0,35.5,+,30,37,MCG+05-02-030,1244,1.6,1.2,5,VY CMPT,15.3,--,1.2,1.1,--
UGC,382,--,0,35.7,+,2,27,MCG+00-02-095,591,2.3,1.8,75,Sa,13.8,5234,2.3,1.8,2
UGC,383,--,0,35.7,+,8,31,MCG+01-02-040,915,1.3,1.1,--,--,17.0,--,1.0,0.9,--
UGC,384,--,0,35.7,+,32,22,MCG+05-02-033,1244,1.9,1.7,--,Sc,14.9,--,1.8,1.7,1
UGC,385,--,0,35.8,+,13,12,MCG+02-02-000,823,2.3,0.8,65,PECULR,15.7,--,2.0,0.7,--
UGC,386,--,0,35.8,+,14,46,MCG+02-02-025,823,1.5,0.9,170,S0,15.2,5400,1.7,1.3,--
UGC,387,--,0,35.8,+,29,15,MCG+05-02-035,1244,2.1,1.6,130,(E),13.8,--,1.7,1.5,--
UGC,388,--,0,35.8,+,30,1,MCG+05-02-034,1244,1.7,0.8,3,Sc,16.0,--,1.5,0.6,5
UGC,389,--,0,35.9,+,1,42,MCG+00-02-099,591,1.0,0.4,73,--,15.4,--,0.9,0.4,--
UGC,390,--,0,35.9,+,2,53,MCG+00-02-098,591,1.7,1.1,23,SB0-a,14.8,--,1.7,1.1,3
UGC,391,--,0,35.9,+,49,45,MCG+08-02-009,1224,1.1,0.6,77,SBb,16.0,--,1.1,0.6,5
UGC,392,--,0,36.0,+,82,57,MCG+14-01-009,568,1.8,0.25,15,S,14.8,--,1.7,0.22,7
UGC,393,--,0,36.0,+,17,8,MCG+03-02-020,903,2.0,0.6,170,S-IRR,16.5,--,3.0,0.7,6
UGC,394,--,0,36.0,+,41,43,MCG+07-02-013,851,2.2,0.7,5,SB IV,15.7,--,1.9,0.6,--
UGC,395,--,0,36.2,+,31,16,MCG+05-02-036,1244,1.2,0.7,90,COMPACT,15.4,--,1.0,0.6,--
UGC,396,--,0,36.2,+,48,3,MCG+08-02-010,1224,14.4,12.0,35,DWRF EL,11.0,-253,12.0,10.0,--
UGC,397,--,0,36.3,+,6,46,MCG+01-02-041,915,1.1,0.9,--,Sa-b,14.4,--,1.2,1.0,1
UGC,398,--,0,36.3,+,25,22,MCG+04-02-040,1188,1.5,1.1,25,Sa,14.6,--,1.4,1.0,3
UGC,399,--,0,36.5,+,5,45,MCG+01-02-044,915,1.2,0.6,83,Sb/SBc,14.8,--,1.1,0.6,5
UGC,400,--,0,36.6,+,29,23,MCG+05-02-037,1244,1.2,1.1,--,--,15.2,--,1.0,0.9,1
UGC,401,--,0,36.7,+,0,35,MCG+00-02-104,591,2.4,1.1,167,SBa,13.9,--,2.3,1.1,5
UGC,402,--,0,36.7,+,3,41,MCG+01-02-046,915,1.6,1.3,20,S0,14.8,--,1.4,1.2,2
UGC,403,--,0,36.7,+,12,50,MCG+02-02-026,823,1.2,0.6,55,S,--,--,0.9,0.3,--
UGC,404,--,0,36.7,+,12,50,MCG+02-02-027,823,1.2,0.5,40,Sc-IRR,15.3,--,1.3,0.5,--
UGC,405,--,0,36.8,+,0,38,MCG+00-02-110,591,1.3,1.1,15,SB0,--,--,1.3,1.1,1
UGC,406,--,0,36.8,+,0,38,MCG+00-02-107,591,1.4,1.4,--,S?,14.2,--,1.3,1.3,1
UGC,407,--,0,36.8,+,2,45,MCG+00-02-105,591,1.7,1.7,--,COMPACT,13.9,5105,2.0,2.0,--
UGC,408,--,0,36.8,+,3,3,MCG+00-02-103,591,1.7,1.6,--,COMPACT,14.3,--,2.0,2.0,--
UGC,409,--,0,36.8,+,4,17,MCG+01-02-045,915,1.2,0.8,40,S-IRR,15.6,--,1.2,0.8,--
UGC,410,--,0,36.8,+,6,27,MCG+01-02-047,915,1.8,1.8,--,COMPACT,14.9,--,2.1,1.9,--
UGC,411,--,0,36.8,+,25,22,MCG+04-02-042,1188,1.2,0.9,100,COMPACT,14.5,--,1.2,0.9,--
UGC,412,--,0,36.8,+,29,29,MCG+05-02-000,1244,1.0,0.2,11,S0-a,15.5,--,1.0,0.2,7
UGC,413,--,0,36.9,+,2,10,MCG+00-02-106,591,1.1,0.5,13,S,15.1,--,1.2,0.6,6
UGC,414,--,0,36.9,+,2,31,MCG+00-02-109,591,1.3,1.3,--,Sc,14.1,--,1.3,1.3,1
UGC,415,--,0,37.0,+,2,51,MCG+00-02-111,591,1.3,0.8,160,S0,15.0,--,1.4,1.0,3
UGC,416,--,0,37.0,+,3,40,MCG+01-02-049,915,1.4,1.1,10,--,16.5,--,1.3,1.0,--
UGC,417,--,0,37.0,+,3,55,MCG+01-02-000,915,1.0,1.0,--,DWARF,18.0,--,1.0,1.0,--
UGC,418,--,0,37.0,+,8,41,MCG+01-02-050,915,2.1,0.25,98,Sb,15.2,--,2.1,0.25,7
UGC,419,--,0,37.1,+,0,35,MCG+00-02-115,591,2.3,2.1,155,Sc/SBc,14.7,--,2.3,2.0,1
UGC,420,--,0,37.1,+,2,37,MCG+00-02-112,591,2.0,1.2,161,SBc,14.0,--,2.0,1.2,4
UGC,421,--,0,37.1,+,3,15,MCG+00-02-113,591,1.0,0.4,153,S,15.5,--,0.9,0.3,6
UGC,422,--,0,37.1,+,8,43,MCG+01-02-051,915,1.4,1.2,--,SB,15.0,--,1.2,1.1,1
UGC,423,--,0,37.2,+,3,1,MCG+00-02-116,591,1.4,1.4,--,COMPACT,14.6,--,1.7,1.5,--
UGC,424,--,0,37.3,+,20,16,MCG+03-02-000,903,1.0,1.0,--,--,18.0,--,1.3,0.8,--
UGC,425,--,0,37.5,+,22,26,MCG+04-02-000,1188,0.7,0.5,--,SB,14.5,--,0.7,0.6,--
UGC,426,--,0,37.6,+,41,25,MCG+07-02-014,851,19.0,12.0,170,E,9.4,-239,20.0,13.0,--
UGC,427,--,0,37.6,+,50,4,MCG+08-02-011,1224,1.5,0.6,64,Sc,15.7,--,1.5,0.7,5
UGC,428,--,0,37.7,+,29,17,MCG+05-02-000,1244,1.3,1.1,--,--,16.0,--,1.5,1.3,--
UGC,429,--,0,37.9,+,6,38,MCG+01-02-000,915,1.4,1.0,120,S0,15.6,--,1.6,1.2,--
UGC,430,--,0,38.0,+,2,58,MCG+00-02-119,591,1.2,0.3,44,S0,16.0,--,1.3,0.3,6
UGC,431,--,0,38.0,+,29,53,MCG+05-02-000,1244,1.2,1.0,--,VY CMPT,15.1,--,0.6,0.4,--
UGC,432,--,0,38.1,-,0,35,MCG+00-02-121,591,1.3,1.0,0,Sb,14.8,--,1.2,0.9,2
UGC,433,--,0,38.3,+,31,27,MCG+05-02-038,1244,1.9,0.3,74,Sc,14.6,--,1.9,0.25,7
UGC,434,--,0,38.3,+,50,28,MCG+08-02-000,1224,1.2,0.6,103,Sb-c,16.5,--,1.1,0.5,5
UGC,435,--,0,38.5,-,1,54,MCG+00-02-124,591,1.2,0.8,25,--,15.6,--,0.9,0.5,--
UGC,436,--,0,38.6,+,16,12,MCG+03-02-023,903,1.8,1.7,--,SBa,14.8,--,1.9,1.7,1
UGC,437,--,0,38.8,+,3,13,MCG+00-02-000,591,1.0,1.0,--,DWRF SP,18.0,--,1.1,0.9,--
UGC,438,--,0,38.8,+,25,13,MCG+04-02-044,1188,2.2,1.7,35,Sc,13.0,4521,2.2,1.7,2
UGC,439,--,0,38.9,-,1,59,MCG+00-02-125,591,1.2,1.2,--,Sa,14.4,--,1.1,1.1,1
UGC,440,--,0,39.0,+,36,5,MCG+06-02-013,398,1.3,1.2,--,S,15.5,--,1.2,0.8,--
UGC,441,--,0,39.1,+,10,33,MCG+02-02-000,823,1.0,0.8,--,S,16.5,--,0.8,0.8,1
UGC,442,--,0,39.2,+,32,43,MCG+05-02-000,1244,1.8,0.9,175,Sc,15.4,--,1.1,0.5,5
UGC,443,--,0,39.4,+,33,8,MCG+05-02-000,1244,1.1,0.3,0,Sc,15.5,--,1.0,0.2,6
UGC,444,--,0,39.4,+,36,32,MCG+06-02-015,398,1.2,0.8,160,S?,14.0,--,1.0,0.7,--
