Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Bt,SBe,e1,e2,e3,e4,e5,B-Ve,e_B-Ve,gB-V,U-Be,e_U-Be,gU-B,V-Re,e_V-Re,gV-R,V-Ie,e_V-Ie,gV-I,Nap,LastA,Tphot,Mode,Q
ESO011-003,21,27,30.0,-,83,7,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO011-005,21,33,13.0,-,83,1,36,16.2,23.61,0.004,0.002,0.003,0.073,0.0,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,14,0.05,5.8,1,1
ESO012-004,23,41,13.0,-,80,27,11,15.0,23.14,0.003,0.003,0.005,0.1,0.001,0.9,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,25,0.07,3.3,1,1
ESO012-010,23,53,44.0,-,81,50,42,14.71,24.49,0.01,0.006,0.013,0.109,0.006,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,17,0.06,6.7,1,2
ESO012-021,0,39,16.0,-,79,30,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO013-012,1,6,21.0,-,80,34,23,13.55,22.25,0.019,0.013,0.028,0.487,0.003,1.03,0.014,-0.107,0.43,0.03,0.059,0.65,0.051,0.294,1.4,0.034,-0.067,20,0.03,5.9,1,2
ESO013-016,1,32,38.0,-,79,43,48,13.92,23.39,0.007,0.002,0.006,0.064,0.003,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,26,0.03,7.7,1,2
ESO013-018,1,36,43.0,-,80,36,6,16.29,25.18,0.011,0.014,0.03,0.268,0.009,0.93,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.21,9.99,9.99,13,0.3,0.3,1,2
ESO013-028,2,3,9.0,-,79,54,42,14.79,22.83,0.003,0.003,0.004,0.107,0.001,0.93,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.21,9.99,9.99,23,0.09,-0.2,1,1
ESO015-001,3,46,33.0,-,80,15,36,14.91,24.25,0.006,0.004,0.007,0.077,0.003,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,15,0.03,8.0,1,2
ESO015-018,5,9,34.0,-,81,22,30,14.21,21.14,0.007,0.011,0.01,0.625,0.003,1.05,0.082,-0.245,0.43,0.17,0.581,0.62,0.093,0.106,1.28,0.098,0.01,10,0.07,-7.1,1,2
ESO018-013,8,45,30.0,-,78,45,53,14.15,22.87,0.005,0.006,0.016,0.078,0.002,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,24,0.36,5.1,1,6
ESO018-015,9,11,32.0,-,79,1,41,16.21,22.73,0.047,0.017,0.043,0.0,0.0,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,9,0.64,6.0,0,6
ESO019-003,10,37,55.0,-,80,50,12,14.14,22.54,0.002,0.002,0.005,0.038,0.001,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,22,0.35,8.1,1,6
ESO021-003,13,27,24.0,-,80,10,30,14.62,22.95,0.009,0.009,0.032,0.07,0.003,0.84,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.17,9.99,9.99,21,0.37,10.1,1,6
ESO021-005,13,37,30.0,-,78,45,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO022-003,14,39,55.0,-,77,42,47,14.47,23.81,0.009,0.004,0.01,0.069,0.004,0.85,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,14,0.09,8.6,1,2
ESO024-019,18,36,41.0,-,82,10,41,16.53,22.18,0.005,0.008,0.016,0.0,0.0,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,11,0.23,5.9,0,6
ESO026-001,20,16,9.0,-,81,44,12,14.43,23.47,0.011,0.005,0.012,0.112,0.005,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,17,0.07,7.3,1,2
ESO027-001,21,45,48.0,-,81,45,53,12.32,23.62,0.015,0.015,0.039,0.313,0.016,0.92,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,38,0.19,1.3,1,3
ESO027-008,22,17,47.0,-,80,14,53,12.98,22.36,0.003,0.001,0.003,0.032,0.001,0.85,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,33,0.02,8.4,1,1
ESO027-014,22,30,59.0,-,81,19,23,13.72,22.15,0.07,0.024,0.033,0.0,0.0,0.61,1.0,9.99,-0.23,1.0,9.99,0.43,1.414,9.99,0.99,1.414,9.99,8,0.08,3.0,0,3
ESO027-017,22,47,19.0,-,81,6,6,15.88,23.89,0.008,0.012,0.025,0.242,0.005,0.93,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.21,9.99,9.99,19,0.17,0.1,1,2
ESO027-021,23,0,15.0,-,79,44,12,13.97,21.13,0.025,0.012,0.019,0.414,0.002,0.69,0.043,9.99,0.07,1.0,9.99,0.56,0.057,9.99,1.11,0.134,9.99,12,0.04,0.8,1,2
ESO027-024,23,9,22.0,-,81,53,53,14.13,22.93,0.014,0.006,0.013,0.27,0.006,0.9,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,29,0.11,3.0,1,2
ESO028-006,23,54,34.0,-,75,46,47,13.11,22.27,0.012,0.014,0.039,0.299,0.004,0.79,0.027,-0.182,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,14,0.42,8.4,1,3
ESO030-009,2,10,23.0,-,75,16,23,14.01,22.86,0.004,0.003,0.005,0.135,0.002,0.97,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.23,9.99,9.99,28,0.12,-4.5,1,1
ESO031-005,2,58,22.0,-,74,39,17,13.98,21.99,0.007,0.004,0.006,0.114,0.001,0.9,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,30,0.06,3.8,1,2
ESO031-018,3,38,1.0,-,72,33,11,15.06,22.95,0.009,0.005,0.01,0.237,0.003,0.85,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.17,9.99,9.99,21,0.01,9.2,1,2
ESO031-020,3,42,41.0,-,77,17,35,14.92,22.86,0.005,0.004,0.009,0.157,0.002,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,24,0.08,6.2,1,2
ESO033-009,5,1,37.0,-,74,58,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO033-022,5,32,56.0,-,73,46,59,16.03,23.9,0.013,0.011,0.032,0.324,0.011,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,11,0.19,7.4,1,2
ESO034-011,6,44,25.0,-,74,11,5,12.45,23.68,0.023,0.023,0.054,0.621,0.024,0.78,0.084,-0.404,0.02,0.196,-0.772,0.89,1.004,9.99,1.43,1.004,9.99,12,0.38,-0.4,1,3
ESO034-011A,6,44,24.0,-,74,9,47,14.63,22.93,0.283,0.035,0.048,0.0,0.0,1.05,0.066,9.99,0.45,0.355,9.99,0.52,1.002,9.99,1.01,1.002,9.99,7,0.0,10.0,0,3
ESO034-012,6,44,27.0,-,72,32,30,13.76,22.51,0.003,0.005,0.01,0.105,0.001,0.79,0.044,-0.193,--,9.99,9.99,--,9.99,9.99,1.3,9.99,9.99,37,0.21,4.2,1,2
ESO035-001,7,11,44.0,-,73,25,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO035-003,7,15,35.0,-,74,38,53,16.41,24.18,0.003,0.003,0.006,0.074,0.002,0.92,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,13,0.26,1.6,1,1
ESO035-018,7,56,31.0,-,76,16,36,13.66,22.82,0.004,0.004,0.007,0.12,0.003,0.91,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,31,0.08,2.0,1,1
ESO036-019,9,7,1.0,-,75,36,18,13.64,22.0,0.019,0.006,0.01,0.321,0.004,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,31,0.03,4.1,1,2
ESO037-005,9,46,7.0,-,74,21,47,14.43,24.18,0.006,0.009,0.017,0.197,0.005,0.98,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.23,9.99,9.99,23,0.21,-5.0,1,2
ESO038-004,10,37,60.0,-,76,19,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO038-012,11,22,26.0,-,76,53,6,15.22,21.82,0.006,0.008,0.015,0.0,0.0,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,18,0.16,4.9,0,6
ESO040-012,13,30,45.0,-,77,23,12,13.67,21.82,0.003,0.005,0.009,0.122,0.002,0.96,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.22,9.99,9.99,23,0.38,-2.9,1,6
ESO041-006,14,18,49.0,-,75,5,42,16.78,22.91,0.01,0.011,0.031,0.0,0.0,0.85,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.17,9.99,9.99,5,0.83,9.0,0,6
ESO043-006,16,42,14.0,-,72,34,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO044-001,17,3,13.0,-,73,15,17,15.04,22.94,0.006,0.011,0.029,0.1,0.002,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,19,0.4,6.2,1,6
ESO044-013,17,24,14.0,-,74,25,5,15.21,22.65,0.002,0.004,0.009,0.0,0.0,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,18,0.34,5.0,0,6
ESO045-004,18,17,14.0,-,72,45,47,15.54,22.87,0.002,0.002,0.005,0.046,0.001,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,19,0.23,7.0,1,6
ESO047-034,21,26,19.0,-,76,41,59,14.15,20.91,0.006,0.009,0.01,0.613,0.002,1.08,0.038,-0.137,0.59,0.001,9.99,0.65,0.061,-0.093,1.34,0.053,-0.029,10,0.04,-2.4,1,2
ESO048-002,21,30,41.0,-,76,34,11,13.91,23.04,0.011,0.006,0.016,0.161,0.007,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,24,0.09,6.9,1,2
ESO048-017,22,4,34.0,-,73,37,36,15.29,24.12,0.009,0.005,0.01,0.104,0.004,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,17,0.07,6.7,1,2
ESO053-002,2,12,25.0,-,71,8,48,15.99,23.96,0.004,0.004,0.007,0.164,0.002,0.91,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,16,0.14,2.2,1,1
ESO053-013,2,44,14.0,-,69,31,41,15.25,21.36,0.034,0.02,0.012,0.0,0.0,0.4,0.073,9.99,-0.3,0.242,9.99,--,9.99,9.99,--,9.99,9.99,7,0.09,0.0,0,2
ESO054-015,3,38,1.0,-,71,13,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO054-021,3,50,7.0,-,71,47,6,11.95,21.81,0.048,0.01,0.028,0.225,0.02,0.47,0.04,9.99,-0.2,0.0,9.99,0.42,0.085,9.99,1.02,0.056,9.99,24,0.02,7.9,1,3
ESO055-002,3,54,26.0,-,72,16,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO055-029,4,37,32.0,-,69,18,6,14.25,23.54,0.01,0.006,0.011,0.176,0.004,0.93,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.21,9.99,9.99,29,0.1,0.5,1,2
ESO057-080,6,23,26.0,-,68,42,18,15.06,21.17,0.004,0.002,0.003,0.12,0.001,0.93,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.21,9.99,9.99,25,0.13,0.1,1,1
ESO058-003,6,31,46.0,-,71,27,47,15.97,23.64,0.005,0.007,0.015,0.188,0.004,0.92,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,13,0.24,1.3,1,2
ESO058-013,6,45,22.0,-,71,24,11,13.65,24.36,0.005,0.008,0.016,0.208,0.005,0.98,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.23,9.99,9.99,34,0.36,-5.7,1,2
ESO058-019,6,53,40.0,-,71,41,53,13.65,21.93,0.024,0.012,0.021,0.636,0.006,1.05,0.006,-0.042,0.46,0.027,-0.18,0.61,0.01,-0.011,1.31,0.017,0.007,18,0.02,-0.4,1,2
ESO058-025,7,13,31.0,-,68,16,18,14.65,22.88,0.017,0.006,0.01,0.328,0.004,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,30,0.05,4.9,1,2
ESO058-028,7,20,33.0,-,67,36,53,15.23,24.14,0.067,0.017,0.033,0.0,0.0,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,9,0.07,6.9,0,3
ESO059-011,7,38,20.0,-,69,21,29,13.47,21.89,0.015,0.015,0.027,0.493,0.006,1.0,0.017,-0.101,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,16,0.04,2.5,1,2
ESO059-023,7,55,59.0,-,68,8,35,14.61,23.18,0.009,0.006,0.012,0.231,0.004,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,28,0.05,6.8,1,2
ESO059-024,8,2,55.0,-,72,16,54,14.76,23.6,0.007,0.011,0.019,0.385,0.005,0.98,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.23,9.99,9.99,29,0.23,-5.2,1,2
ESO060-003,8,16,48.0,-,71,42,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO060-015,8,49,47.0,-,69,56,17,15.32,23.22,0.009,0.006,0.01,0.122,0.001,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,21,0.03,6.0,1,2
ESO060-019,8,56,58.0,-,68,52,0,13.45,23.5,0.004,0.003,0.006,0.101,0.003,0.94,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.22,9.99,9.99,35,0.1,-1.4,1,1
ESO060-024,9,2,3.0,-,68,1,41,13.49,22.03,0.007,0.006,0.009,0.267,0.003,0.94,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.22,9.99,9.99,27,0.07,-1.4,1,2
ESO061-008,9,19,12.0,-,68,41,48,13.94,23.2,0.009,0.004,0.008,0.089,0.003,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,25,0.03,7.0,1,2
ESO062-003,10,4,7.0,-,70,34,29,15.29,23.26,0.012,0.006,0.015,0.0,0.0,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,18,0.51,5.0,0,6
ESO068-012,15,49,47.0,-,68,34,11,13.26,22.45,0.017,0.026,0.052,0.0,0.0,0.78,0.065,0.212,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,4,0.29,4.6,0,4
ESO069-011,16,44,14.0,-,71,7,0,15.1,22.77,0.037,0.012,0.031,0.0,0.0,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,15,0.62,4.9,0,6
ESO070-013,17,41,11.0,-,68,14,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO071-004,18,6,32.0,-,67,38,53,15.12,23.45,0.006,0.004,0.008,0.137,0.003,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,21,0.07,4.0,1,2
ESO073-005,19,39,35.0,-,70,0,11,15.25,21.68,0.036,0.016,0.018,0.0,0.0,0.76,0.129,0.477,0.22,0.092,-0.442,0.63,0.194,0.006,1.26,0.147,-0.205,9,0.05,0.8,0,3
ESO074-009,20,44,11.0,-,69,16,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO075-028,21,46,35.0,-,71,38,48,13.22,21.37,0.015,0.014,0.019,1.306,0.006,1.04,0.029,-0.063,0.52,0.022,-0.042,0.57,0.048,-0.169,1.21,0.036,0.153,19,0.03,-4.8,1,2
ESO075-033,21,48,54.0,-,71,15,29,16.02,23.78,0.01,0.004,0.008,0.17,0.003,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,14,0.05,7.7,1,2
ESO075-041,21,52,58.9,-,69,55,41,14.04,22.25,0.028,0.014,0.012,0.0,0.0,1.0,1.0,9.99,0.6,9.99,9.99,--,9.99,9.99,--,9.99,9.99,9,0.07,-2.9,0,2
ESO078-012,0,0,41.0,-,65,38,48,15.37,23.11,0.004,0.002,0.005,0.094,0.001,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,26,0.04,8.0,1,1
ESO079-002,0,29,46.0,-,64,40,0,13.99,23.24,0.019,0.045,0.063,1.159,0.002,0.43,0.005,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,12,0.29,-6.0,1,3
ESO079-003,0,29,47.0,-,64,31,41,13.34,22.49,0.01,0.004,0.007,0.155,0.001,0.91,0.113,-0.298,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,39,0.07,3.1,1,2
ESO079-005,0,38,33.0,-,63,43,5,13.9,23.47,0.012,0.007,0.018,0.103,0.006,0.85,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.17,9.99,9.99,24,0.02,9.4,1,2
ESO079-007,0,48,3.0,-,66,49,29,14.12,23.39,0.01,0.005,0.01,0.152,0.005,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,27,0.02,8.2,1,2
ESO079-008,0,52,10.0,-,62,43,36,14.65,22.82,0.01,0.009,0.012,0.377,0.003,0.83,0.023,-0.151,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,15,-0.02,12.2,1,2
ESO079-013,0,54,50.0,-,63,45,6,14.83,23.13,0.057,0.017,0.022,0.0,0.0,0.92,1.0,9.99,0.76,1.0,9.99,0.56,1.414,9.99,1.24,1.414,9.99,6,0.06,4.8,0,3
ESO079-016,1,2,32.0,-,64,23,23,14.13,20.3,0.034,0.012,0.006,0.0,0.0,0.44,0.054,9.99,-0.33,0.119,9.99,--,9.99,9.99,--,9.99,9.99,9,0.01,5.0,0,2
ESO080-001,1,12,5.0,-,62,39,54,15.34,23.82,0.015,0.006,0.017,0.11,0.004,0.85,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.17,9.99,9.99,19,0.1,9.2,1,2
ESO083-006,3,31,10.0,-,62,44,17,15.17,22.89,0.009,0.006,0.009,0.167,0.001,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,25,0.04,5.0,1,2
ESO083-010,3,45,3.0,-,64,27,18,15.19,23.39,0.007,0.004,0.009,0.154,0.003,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,23,0.02,7.8,1,2
ESO084-009,4,13,45.7,-,62,56,16,14.15,22.78,0.015,0.021,0.036,0.351,0.001,0.66,0.021,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,10,0.17,5.5,1,3
ESO084-026,4,36,2.0,-,65,14,30,14.1,20.98,0.005,0.012,0.013,1.196,0.01,1.02,0.031,0.113,0.69,0.04,-0.17,0.63,0.031,9.99,1.26,0.043,-0.189,11,0.06,-5.0,1,2
ESO084-027,4,36,31.0,-,64,40,23,15.31,23.57,0.025,0.035,0.058,0.0,0.0,1.24,1.0,9.99,0.39,1.0,9.99,--,9.99,9.99,--,9.99,9.99,7,0.23,-2.0,0,3
ESO084-033,4,38,30.0,-,64,18,18,14.03,22.05,0.004,0.004,0.006,0.123,0.001,0.9,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,29,0.06,3.0,1,1
ESO084-034,4,39,57.0,-,63,12,6,14.66,23.9,0.004,0.008,0.015,0.258,0.005,0.98,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.23,9.99,9.99,25,0.28,-5.4,1,2
ESO085-002,4,46,17.0,-,63,7,5,15.18,22.29,0.004,0.004,0.004,0.161,0.0,0.9,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,28,0.03,2.9,1,1
ESO085-005,4,47,49.0,-,63,32,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO085-030,5,1,5.0,-,63,21,47,14.5,21.57,0.003,0.003,0.002,0.159,0.001,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,33,0.01,5.8,1,1
ESO085-038,5,3,56.0,-,63,38,54,13.47,22.47,0.005,0.005,0.011,0.161,0.001,0.71,0.031,0.084,--,9.99,9.99,--,9.99,9.99,1.36,9.99,9.99,40,0.1,5.2,1,2
ESO086-062,6,8,47.0,-,65,43,12,13.79,22.95,0.054,0.021,0.057,0.355,0.012,1.12,0.025,-0.068,0.29,0.112,-0.636,0.57,0.047,-0.078,1.09,0.122,-0.398,13,0.04,6.3,1,3
ESO087-003,6,18,16.0,-,65,59,42,14.16,22.58,0.003,0.002,0.004,0.075,0.001,0.96,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.23,9.99,9.99,23,0.16,-3.8,1,1
ESO087-014,6,22,36.0,-,62,56,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO087-028,6,32,55.0,-,62,57,11,14.44,23.8,0.004,0.011,0.017,0.18,0.001,1.05,0.055,-0.252,0.27,0.246,-0.839,0.74,0.062,0.119,1.55,0.063,9.99,12,0.36,-15.6,1,2
ESO087-035,6,42,45.0,-,66,10,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0,0.0,0.0,0,0
ESO087-050,6,53,34.0,-,63,9,11,16.15,23.77,0.007,0.004,0.007,0.155,0.002,0.91,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,19,0.1,2.3,1,2
ESO088-017,7,28,51.0,-,66,47,30,13.55,21.89,0.004,0.004,0.006,0.144,0.001,0.92,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,32,0.05,1.4,1,1
ESO089-012,8,9,27.0,-,64,47,12,14.52,22.13,0.003,0.004,0.006,0.207,0.001,0.99,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.24,9.99,9.99,22,0.37,-6.7,1,6
ESO090-009,8,54,58.0,-,67,15,29,14.05,21.78,0.002,0.001,0.003,0.035,0.0,0.85,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.17,9.99,9.99,23,0.13,8.8,1,6
ESO090-015,9,1,12.0,-,64,42,24,14.38,21.43,0.003,0.003,0.005,0.0,0.0,0.9,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,17,0.31,3.1,0,6
ESO097-013,14,9,18.0,-,65,6,18,10.66,23.71,0.058,0.021,0.05,0.964,0.037,1.49,0.01,9.99,0.85,0.07,9.99,0.06,9.99,9.99,0.69,9.99,9.99,12,0.38,-2.9,1,3
ESO101-005,16,34,7.0,-,66,48,42,15.72,22.93,0.006,0.003,0.005,0.141,0.001,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,18,0.05,5.1,1,1
ESO101-008,16,36,7.0,-,66,30,0,15.42,22.57,0.025,0.022,0.016,0.452,0.003,1.05,0.133,0.454,0.56,0.127,0.331,0.67,0.248,0.278,1.68,0.825,-2.739,10,0.03,3.4,1,2
ESO101-014,16,44,5.0,-,62,31,0,12.64,21.12,0.023,0.061,0.074,1.797,0.002,0.87,0.01,0.063,0.38,0.02,0.089,0.64,0.02,0.043,1.24,0.03,0.076,14,0.15,-13.2,1,3
ESO101-020,16,53,21.0,-,62,38,48,13.58,22.01,0.014,0.012,0.023,0.21,0.003,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,31,0.07,4.0,1,2
ESO102-002,17,16,43.0,-,65,7,30,14.35,24.06,0.012,0.004,0.01,0.105,0.007,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,21,0.04,8.0,1,2
ESO102-007,17,24,42.0,-,63,58,59,13.41,21.96,0.016,0.006,0.009,0.153,0.0,0.91,0.049,-0.183,--,9.99,9.99,--,9.99,9.99,1.16,9.99,9.99,35,0.03,5.5,1,2
ESO103-035,18,33,22.0,-,65,28,18,14.78,21.22,0.007,0.006,0.005,0.0,0.0,0.98,0.001,9.99,0.56,9.99,9.99,0.48,1.0,9.99,1.05,1.0,9.99,8,0.06,0.0,0,2
ESO103-039,18,34,15.0,-,66,44,35,15.38,23.34,0.016,0.007,0.016,0.263,0.006,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,14,0.06,7.9,1,2
ESO104-002,18,42,9.9,-,63,24,51,15.25,21.59,0.013,0.013,0.012,1.801,0.023,1.02,0.01,9.99,0.47,0.005,9.99,--,9.99,9.99,--,9.99,9.99,10,0.06,-1.6,1,2
ESO104-007,18,42,34.4,-,63,24,48,13.36,22.65,0.012,0.037,0.05,1.266,0.004,1.05,0.025,-0.097,0.63,0.02,9.99,--,9.99,9.99,--,9.99,9.99,12,0.37,-20.0,1,3
ESO104-008,18,42,39.2,-,63,21,51,15.01,23.02,0.022,0.033,0.054,0.0,0.0,1.04,1.0,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,8,0.2,-2.0,0,3
ESO104-012,18,43,18.3,-,63,14,39,15.94,23.81,0.087,0.02,0.021,0.0,0.0,1.36,1.0,9.99,--,9.99,9.99,1.08,1.414,9.99,-0.01,1.414,9.99,8,0.04,5.0,0,3
ESO104-014,18,43,39.3,-,63,16,23,16.54,22.72,0.019,0.012,0.01,0.0,0.0,1.08,1.0,9.99,0.46,1.0,9.99,--,9.99,9.99,--,9.99,9.99,6,0.05,5.0,0,2
