MCG,n_MCG,OtherName,RAh,RAm,DE-,DEd,DEm,Mag,MajAxisIn,MinAxisIn,MajAxis,MinAxis,IntIn,IntOut,Incl
MCG+13-05-004,--,--,5,38.7,+,79,36,15.0,8.5,2.5,13.0,4.5,1,2,3
MCG+13-05-005,--,--,5,42.3,+,79,40,15.0,5.0,4.5,10.0,--,1,6,--
MCG+13-05-006,--,--,5,47.0,+,76,37,15.0,0.5,--,9.5,--,2,5,1
MCG+13-05-007,*,--,5,49.3,+,79,47,16.0,2.5,--,6.5,4.5,1,5,--
MCG+13-05-007a,--,--,5,50.0,+,75,17,--,25.0,10.0,--,--,6,--,--
MCG+13-05-008,--,--,5,50.3,+,76,29,16.0,3.0,2.0,10.0,2.0,2,5,3
MCG+13-05-009,--,--,5,51.0,+,78,30,15.0,2.5,2.0,13.0,7.5,2,4,2
MCG+13-05-010,*,--,5,58.4,+,75,22,16.0,2.0,1.5,6.5,--,1,5,1
MCG+13-05-011,--,--,6,0.8,+,79,56,15.0,3.0,2.5,--,--,1,--,--
MCG+13-05-012,--,--,6,1.5,+,79,52,16.0,1.3,--,9.0,5.0,1,4,3
MCG+13-05-013,--,--,6,3.5,+,81,5,15.0,--,--,19.0,2.0,1,3,5
MCG+13-05-014,--,--,6,4.2,+,80,29,15.0,--,--,14.0,3.0,2,4,4
MCG+13-05-015,--,--,6,4.8,+,80,27,15.0,--,--,16.0,3.0,1,3,4
MCG+13-05-016,--,--,6,5.0,+,80,1,16.0,3.0,2.0,--,--,1,6,--
MCG+13-05-017,--,--,6,5.5,+,79,42,16.0,--,--,15.0,4.5,4,4,3
MCG+13-05-018,--,--,6,6.6,+,79,43,16.0,1.3,--,9.5,4.0,1,4,2
MCG+13-05-019,--,--,6,9.3,+,75,56,14.0,8.5,3.0,23.0,7.5,2,4,3
MCG+13-05-020,--,--,6,9.6,+,78,50,16.0,6.5,1.3,10.0,1.3,3,6,5
MCG+13-05-021,--,IC  440,6,10.0,+,80,5,14.0,7.0,4.5,15.0,7.5,2,4,1
MCG+13-05-022,*,NGC 2146,6,10.6,+,78,22,11.26,32.0,13.0,51.0,32.0,2,4,3
MCG+13-05-023,--,--,6,12.0,+,76,51,14.0,6.5,5.0,--,--,1,--,--
MCG+13-05-024,--,--,6,13.4,+,80,7,17.0,3.0,1.3,7.0,1.3,1,5,4
MCG+13-05-025,--,--,6,16.0,+,78,32,14.0,7.5,4.0,26.0,9.5,3,5,3
MCG+13-05-026,--,--,6,19.0,+,77,50,16.0,4.0,1.3,5.0,2.5,1,5,2
MCG+13-05-027,*,--,6,19.2,+,77,25,16.0,3.0,2.5,8.5,4.5,2,5,--
MCG+13-05-028,--,--,6,26.0,+,75,54,16.0,5.0,2.0,8.5,2.5,2,5,3
MCG+13-05-029,--,--,6,39.6,+,75,11,16.0,2.5,2.0,7.5,3.0,3,5,2
MCG+13-05-030,--,--,6,42.0,+,80,47,17.0,1.3,--,6.5,5.0,2,4,1
MCG+13-05-031,--,--,6,44.2,+,80,56,16.0,5.0,2.5,5.0,4.0,1,5,2
MCG+13-05-032,--,--,6,44.5,+,81,1,16.0,1.3,0.5,4.5,4.0,2,4,2
MCG+13-05-033,*,--,6,44.8,+,81,2,16.0,3.0,2.5,5.0,--,1,6,--
MCG+13-05-034,*,--,6,46.0,+,77,27,15.0,4.0,3.5,10.0,6.5,1,5,2
MCG+13-05-035,--,--,6,50.0,+,80,4,14.0,0.5,--,9.0,7.5,2,3,1
MCG+13-05-036,--,--,6,59.0,+,77,56,16.0,0.5,--,6.5,4.5,2,4,2
MCG+13-05-037,--,--,6,59.3,+,75,30,16.0,5.0,2.0,8.5,2.5,1,2,3
MCG+13-06-001,--,--,7,1.65,+,77,56,16.0,--,--,7.5,2.0,2,3,3
MCG+13-06-002,--,IC 2174,7,2.5,+,75,25,15.0,4.5,3.0,6.0,4.0,1,3,--
MCG+13-06-003,--,NGC 2314,7,4.2,+,75,23,13.3,6.5,4.5,11.0,--,1,--,--
MCG+13-06-004,--,--,7,9.8,+,75,49,17.0,--,--,8.5,6.0,5,6,2
MCG+13-06-005,--,--,7,17.4,+,77,54,16.0,4.5,1.5,13.0,--,3,6,1
MCG+13-06-006,*,NGC 2336,7,18.0,+,80,17,11.03,6.5,5.0,64.0,32.0,3,3,3
MCG+13-06-007,*,IC  467,7,21.5,+,79,59,11.0,7.5,4.5,29.0,10.0,3,3,3
MCG+13-06-008,--,--,7,33.7,+,75,32,16.0,4.0,3.5,--,--,1,--,--
MCG+13-06-009,--,--,7,39.6,+,75,39,16.0,--,--,9.0,4.0,4,5,4
MCG+13-06-010,--,--,7,41.7,+,75,4,16.0,--,--,6.0,2.0,--,1,4
MCG+13-06-011,--,--,7,44.2,+,75,5,17.0,--,--,6.5,2.5,--,4,1
MCG+13-06-012,--,--,7,48.8,+,78,9,14.0,6.0,5.0,13.0,13.0,2,2,1
MCG+13-06-013,--,--,7,53.0,+,79,30,16.0,1.5,1.0,6.5,1.3,3,5,5
MCG+13-06-014,--,--,7,54.8,+,75,40,17.0,--,--,3.0,3.0,1,2,2
MCG+13-06-015,--,--,7,56.7,+,76,5,15.0,--,--,6.5,3.0,--,2,2
MCG+13-06-016,--,--,7,57.2,+,77,57,14.0,--,--,9.5,9.5,2,2,1
MCG+13-06-017,*,--,7,58.2,+,80,17,14.0,--,--,9.0,3.0,2,5,--
MCG+13-06-018,*,--,8,5.0,+,76,34,13.0,13.0,4.0,16.0,9.5,2,4,3
MCG+13-06-019,--,--,8,11.0,+,77,37,17.0,--,--,5.0,2.0,3,5,2
MCG+13-06-020,--,--,8,11.0,+,77,39,15.0,--,--,6.5,3.0,--,2,2
MCG+13-06-021,--,--,8,11.8,+,79,23,16.0,--,--,6.5,2.0,--,1,3
MCG+13-06-022,--,--,8,15.8,+,79,22,17.0,2.5,1.3,13.0,5.0,3,6,2
MCG+13-06-023,--,--,8,22.0,+,75,34,16.0,3.0,2.5,6.0,5.0,2,5,1
MCG+13-06-024,--,--,8,29.0,+,75,20,16.0,6.0,2.0,8.5,2.0,1,5,4
MCG+13-06-025,--,--,8,29.0,+,75,19,17.0,2.0,2.0,4.0,2.0,1,6,4
MCG+13-07-001,--,NGC 2591,8,30.6,+,78,13,12.0,--,--,28.0,4.5,1,2,4
MCG+13-07-002,*,--,8,38.3,+,77,6,14.0,0.5,6.5,5.5,--,1,4,1
MCG+13-07-003,--,--,8,38.4,+,76,48,16.0,1.7,1.4,5.0,3.0,1,5,3
MCG+13-07-004,--,--,8,42.5,+,76,26,17.0,1.0,1.0,4.5,2.0,1,5,--
MCG+13-07-005,--,--,8,43.5,+,76,59,16.0,1.7,1.4,--,--,1,--,--
MCG+13-07-006,--,--,8,43.6,+,76,58,17.0,1.0,1.0,--,--,1,--,--
MCG+13-07-007,--,--,8,47.2,+,76,41,12.0,9.5,4.0,36.0,6.5,2,3,3
MCG+13-07-008,--,--,8,47.2,+,77,8,17.0,1.0,--,2.0,--,1,6,--
MCG+13-07-009,--,--,8,48.0,+,76,32,16.0,2.5,1.5,4.0,3.0,1,5,3
MCG+13-07-010,*,NGC 2655,8,49.0,+,78,27,10.92,18.0,13.0,39.0,34.0,1,5,2
MCG+13-07-011,--,--,8,49.7,+,77,3,17.0,1.0,--,3.0,--,1,6,--
MCG+13-07-012,*,--,8,50.0,+,79,54,15.0,2.0,1.5,--,11.0,1,4,2
MCG+13-07-013,--,--,8,55.6,+,78,29,15.0,2.5,2.0,19.0,8.5,1,4,3
MCG+13-07-014,--,--,8,56.9,+,78,46,14.0,4.5,2.8,11.0,8.5,1,4,2
MCG+13-07-015,*,NGC 2715,9,2.0,+,78,18,11.87,13.0,10.0,50.0,14.0,1,3,3
MCG+13-07-016,*,NGC 2732,9,7.3,+,79,24,12.7,13.0,4.5,19.0,6.5,1,6,4
MCG+13-07-017,*,--,9,8.5,+,79,24,15.0,6.0,1.5,8.5,3.0,1,6,4
MCG+13-07-018,--,--,9,8.7,+,75,48,16.0,1.5,1.0,10.0,1.5,2,5,5
MCG+13-07-019,*,NGC 2748,9,9.0,+,76,41,12.3,22.0,6.5,32.0,9.5,1,3,3
MCG+13-07-020,--,--,9,10.0,+,79,29,15.0,10.0,1.0,--,--,1,--,5
MCG+13-07-021,--,--,9,10.8,+,80,15,14.0,7.5,2.0,11.0,4.5,1,3,4
MCG+13-07-022,--,--,9,14.4,+,75,19,17.0,1.5,1.0,8.5,3.5,1,5,3
MCG+13-07-023,--,--,9,16.1,+,75,5,16.0,1.5,1.0,3.5,2.0,1,6,2
MCG+13-07-024,--,--,9,16.1,+,75,20,15.0,4.5,2.8,12.0,7.5,2,5,2
MCG+13-07-025,--,--,9,16.3,+,75,6,16.0,1.5,--,--,--,1,--,--
MCG+13-07-026,--,--,9,16.5,+,75,5,16.0,2.5,0.5,11.0,0.5,2,6,5
MCG+13-07-027,--,--,9,18.9,+,76,45,15.0,4.0,3.0,--,--,1,--,--
MCG+13-07-028,--,--,9,23.8,+,77,51,15.0,--,--,5.5,4.5,1,2,2
MCG+13-07-029,--,--,9,24.0,+,77,25,15.0,4.0,2.0,11.0,3.0,1,5,4
MCG+13-07-030,*,--,9,25.7,+,76,42,15.0,8.0,2.0,11.0,2.0,1,4,5
MCG+13-07-031,--,--,9,26.6,+,74,50,16.0,1.5,1.0,4.0,1.5,1,4,3
MCG+13-07-032,--,--,9,33.2,+,76,32,14.0,5.5,5.5,14.0,8.5,2,5,2
MCG+13-07-033,--,--,9,33.5,+,77,11,16.0,1.5,--,--,--,1,--,--
MCG+13-07-034,--,NGC 2908,9,37.8,+,79,55,14.0,4.5,4.0,6.5,6.0,1,6,1
MCG+13-07-035,--,--,9,38.7,+,75,6,13.25,7.5,5.5,14.0,7.5,1,2,2
MCG+13-07-036,*,--,9,39.0,+,76,35,15.0,4.5,2.8,8.5,3.5,1,3,5
MCG+13-07-037,--,--,9,41.0,+,80,2,14.0,--,--,23.0,1.5,1,3,5
MCG+13-07-038,--,--,9,45.0,+,76,0,14.0,1.5,--,6.5,6.0,1,4,1
MCG+13-07-039,--,--,9,50.8,+,79,5,15.0,3.5,1.5,--,--,1,6,3
MCG+13-07-040,--,--,9,51.1,+,76,6,13.0,6.5,5.5,14.0,12.0,2,2,1
MCG+13-07-041,--,--,9,55.4,+,77,2,16.0,4.0,1.5,8.5,3.0,3,5,3
MCG+13-07-042,--,--,9,58.9,+,76,1,17.0,1.5,--,--,--,1,--,--
MCG+13-07-043,--,--,9,59.7,+,79,30,14.0,2.0,--,6.5,4.5,1,3,2
MCG+13-08-001,--,--,10,2.0,+,78,28,18.0,1.0,--,--,--,1,--,--
MCG+13-08-002,--,--,10,3.3,+,77,14,16.0,2.5,2.0,6.5,4.5,1,4,2
MCG+13-08-003,--,--,10,3.6,+,77,19,17.0,--,--,8.5,1.5,1,2,4
MCG+13-08-004,--,--,10,4.0,+,77,11,17.0,--,--,5.0,2.0,1,2,3
MCG+13-08-005,--,--,10,4.0,+,77,19,17.0,--,--,5.0,2.0,1,2,5
MCG+13-08-006,--,--,10,5.4,+,78,24,16.0,4.0,2.0,8.5,3.0,2,5,4
MCG+13-08-007,--,--,10,5.4,+,79,4,17.0,1.0,--,5.5,5.5,2,5,2
MCG+13-08-008,--,--,10,5.7,+,77,32,15.0,--,--,6.0,--,2,3,1
MCG+13-08-009,--,--,10,9.7,+,78,3,14.0,8.5,6.0,12.0,8.5,1,3,2
MCG+13-08-010,--,--,10,9.8,+,76,47,16.0,2.0,1.5,--,--,1,--,--
MCG+13-08-011,--,--,10,12.0,+,77,8,16.0,1.5,--,--,--,1,--,--
MCG+13-08-012,--,--,10,14.8,+,79,42,15.0,3.5,2.8,6.5,5.5,2,5,2
MCG+13-08-013,--,--,10,17.3,+,80,4,16.0,2.0,--,--,--,1,--,--
MCG+13-08-014,--,--,10,17.5,+,78,4,15.0,4.5,2.0,--,--,1,--,--
MCG+13-08-015,--,--,10,18.9,+,79,7,15.0,3.5,2.8,--,--,1,--,--
MCG+13-08-016a,*,--,10,19.5,+,78,52,14.0,5.5,2.8,11.0,5.5,2,3,2
MCG+13-08-016b,*,--,10,19.5,+,78,52,15.0,5.5,2.8,14.0,8.5,1,5,2
MCG+13-08-017,--,--,10,19.5,+,79,10,16.0,5.0,1.0,--,--,1,--,4
MCG+13-08-018,--,--,10,20.0,+,78,55,16.0,2.0,--,--,--,1,--,--
MCG+13-08-019,--,--,10,22.0,+,79,31,16.0,0.5,4.5,2.0,--,1,3,3
MCG+13-08-020,--,--,10,22.4,+,79,34,16.0,2.5,2.0,--,--,1,--,--
MCG+13-08-021,*,NGC 3212,10,23.3,+,80,5,15.0,6.0,3.0,14.0,11.0,1,2,3
MCG+13-08-022,*,NGC 3215,10,23.3,+,80,5,14.0,8.5,5.5,11.0,11.0,1,2,2
MCG+13-08-023,--,--,10,25.4,+,79,3,17.0,1.0,--,--,--,1,--,--
MCG+13-08-024,--,--,10,26.0,+,79,11,16.0,3.0,--,5.5,4.5,1,5,1
MCG+13-08-025,--,--,10,26.2,+,79,9,15.0,4.0,3.5,10.0,8.5,2,4,2
MCG+13-08-026,--,--,10,26.5,+,75,14,15.0,--,--,7.5,0.5,1,2,2
MCG+13-08-027,--,--,10,27.2,+,76,11,16.0,3.5,1.5,5.5,1.5,1,2,5
MCG+13-08-028,--,--,10,28.0,+,78,4,16.0,--,--,11.0,4.5,4,--,3
MCG+13-08-029,--,--,10,33.4,+,79,37,15.0,5.0,3.0,--,--,1,6,3
MCG+13-08-030,--,--,10,36.2,+,78,52,15.0,1.0,--,6.5,6.5,1,4,2
MCG+13-08-031,*,--,10,38.6,+,77,45,14.0,5.5,5.5,11.0,5.5,1,4,5
MCG+13-08-032,--,--,10,40.1,+,79,4,15.0,2.0,--,--,--,1,6,--
MCG+13-08-033,*,NGC 3329,10,40.8,+,77,5,12.9,10.0,5.5,17.0,8.5,1,5,3
MCG+13-08-034,--,--,10,41.2,+,76,57,14.0,9.0,4.5,14.0,9.5,3,4,2
MCG+13-08-035,--,--,10,42.0,+,77,22,14.0,5.0,2.0,9.0,7.5,2,4,1
MCG+13-08-036,--,--,10,42.1,+,74,54,16.0,1.8,1.4,6.5,5.5,1,3,2
MCG+13-08-037,--,--,10,42.4,+,74,58,16.0,5.5,1.5,--,--,1,6,5
MCG+13-08-038,--,--,10,44.0,+,77,7,15.0,9.5,3.0,--,--,1,--,4
MCG+13-08-039,--,--,10,44.8,+,74,53,16.0,--,--,8.5,1.0,2,3,5
MCG+13-08-040,--,--,10,44.8,+,80,26,15.0,3.5,2.8,11.0,--,1,5,1
MCG+13-08-041,--,--,10,45.0,+,77,5,14.0,8.5,3.5,9.5,3.5,2,2,2
MCG+13-08-042,--,--,10,47.0,+,77,13,14.0,5.5,3.5,--,--,1,6,2
MCG+13-08-043,--,--,10,47.3,+,77,4,14.0,5.0,1.5,8.5,7.5,1,5,2
MCG+13-08-044,--,--,10,47.5,+,79,22,16.0,1.0,--,5.0,3.5,1,4,1
MCG+13-08-045,--,--,10,47.8,+,79,25,15.0,2.0,--,--,--,1,--,--
MCG+13-08-046,--,--,10,47.9,+,77,12,15.0,6.0,2.0,7.5,4.0,1,6,4
MCG+13-08-047,--,--,10,47.9,+,79,25,15.0,2.5,2.0,--,--,1,--,--
MCG+13-08-048,--,NGC 3465,10,56.0,+,75,28,14.0,4.0,3.0,11.0,9.0,2,4,1
MCG+13-08-049,--,--,10,56.0,+,76,43,16.0,1.5,1.0,8.5,3.0,3,5,3
MCG+13-08-050,*,--,10,56.4,+,77,13,18.0,--,--,--,--,--,--,--
MCG+13-08-051,--,--,10,56.5,+,77,12,15.0,3.5,2.0,14.0,3.5,1,2,3
MCG+13-08-052,--,--,10,58.3,+,75,29,15.0,4.5,1.5,12.0,5.5,1,4,3
MCG+13-08-053,--,--,10,59.5,+,75,23,13.0,--,--,14.0,--,1,2,1
MCG+13-08-054,--,--,10,59.6,+,79,12,15.0,--,--,5.5,3.0,1,3,3
MCG+13-08-055,--,--,11,3.7,+,76,59,14.0,4.5,2.8,9.0,5.5,1,4,3
MCG+13-08-056,--,--,11,10.8,+,80,1,15.0,2.0,1.5,8.0,5.0,1,4,2
MCG+13-08-057,--,--,11,21.55,+,75,13,15.0,2.0,--,--,--,1,--,--
MCG+13-08-058,--,--,11,24.7,+,79,17,14.0,5.5,4.0,--,--,1,6,1
MCG+13-08-059,--,--,11,25.0,+,79,21,16.0,3.5,2.0,--,--,1,--,--
MCG+13-08-060,*,--,11,25.1,+,79,54,15.0,2.0,--,6.5,--,1,6,1
MCG+13-08-061,*,--,11,25.2,+,79,54,15.0,1.0,--,5.5,3.0,1,5,1
MCG+13-08-062,--,--,11,26.0,+,77,55,15.0,6.5,2.0,--,--,1,--,5
MCG+13-08-063,--,--,11,27.5,+,79,51,15.0,2.5,2.0,13.0,8.5,1,4,3
MCG+13-08-064,--,--,11,29.5,+,74,55,14.0,7.5,4.5,17.0,6.5,1,3,3
MCG+13-09-001,--,--,11,40.0,+,77,39,14.0,3.0,--,18.0,8.0,2,4,2
MCG+13-09-002,--,--,11,42.2,+,79,58,14.0,4.0,1.5,6.5,4.0,1,5,4
MCG+13-09-003,--,--,11,46.9,+,74,35,14.0,4.0,--,8.5,--,1,5,1
MCG+13-09-004,--,--,11,46.9,+,76,17,15.0,3.5,2.0,9.5,5.5,1,3,3
MCG+13-09-005,--,--,11,47.0,+,78,7,15.0,6.5,1.5,11.0,2.0,1,4,4
MCG+13-09-006,--,--,11,52.2,+,79,42,14.0,5.5,3.0,6.5,5.0,1,3,2
MCG+13-09-007,--,--,11,52.8,+,79,42,14.0,1.5,--,5.5,5.0,1,3,2
MCG+13-09-008,--,--,12,1.5,+,79,40,16.0,1.0,0.8,8.5,3.5,1,3,3
MCG+13-09-009,*,--,12,1.7,+,79,42,15.0,1.5,1.0,11.6,--,1,3,2
MCG+13-09-010,--,--,12,2.8,+,76,24,16.0,1.5,1.0,8.5,3.0,1,5,2
MCG+13-09-011,--,--,12,3.5,+,77,47,13.0,--,--,28.0,1.5,2,3,5
MCG+13-09-012,--,NGC 4127,12,6.1,+,77,5,12.0,6.5,3.5,12.0,6.0,1,4,2
MCG+13-09-013,--,NGC 4133,12,6.4,+,75,10,13.0,6.0,5.0,17.0,11.0,1,2,2
MCG+13-09-014,--,--,12,7.0,+,75,50,16.0,2.0,--,--,--,1,--,--
MCG+13-09-015,--,NGC 4159,12,8.7,+,76,24,14.0,--,--,11.0,3.5,--,2,4
MCG+13-09-016,--,--,12,9.0,+,75,5,13.0,2.5,2.0,14.0,7.5,3,4,2
MCG+13-09-017,--,--,12,9.4,+,75,15,16.0,1.5,--,3.5,--,1,5,--
MCG+13-09-018,--,--,12,11.0,+,75,18,15.0,0.8,0.5,11.0,--,3,4,1
MCG+13-09-019,--,--,12,11.5,+,74,46,15.0,--,--,14.0,1.0,3,5,5
MCG+13-09-020,--,--,11,13.0,+,76,31,16.0,2.5,1.0,8.5,3.5,3,5,3
MCG+13-09-021,--,--,12,15.2,+,77,33,14.0,--,--,5.5,4.0,1,1,1
MCG+13-09-022,--,--,12,15.7,+,77,32,16.0,--,--,3.5,1.5,2,5,4
MCG+13-09-023,--,--,12,17.9,+,75,47,15.0,--,--,6.5,1.5,2,--,5
MCG+13-09-024,*,NGC 4291,12,18.0,+,75,39,12.4,7.5,5.5,--,--,1,--,--
MCG+13-09-025,*,NGC 4319,12,19.5,+,75,36,12.0,5.5,4.0,26.0,19.0,1,4,2
MCG+13-09-026,--,NGC 4331,12,20.2,+,76,27,14.0,--,--,22.0,2.5,--,2,4
MCG+13-09-027,*,NGC 4386,12,22.2,+,75,48,12.8,8.5,2.5,--,--,1,4,3
MCG+13-09-028,--,--,12,22.3,+,77,42,16.0,--,--,5.5,2.0,2,2,4
MCG+13-09-029,*,NGC 4648,12,39.7,+,74,40,12.3,8.5,5.5,16.0,10.0,1,6,3
MCG+13-09-030,--,--,12,39.8,+,75,34,16.0,0.3,--,14.0,5.0,2,5,3
MCG+13-09-031,*,--,12,43.5,+,74,44,15.0,2.5,2.0,--,--,1,--,--
MCG+13-09-032,*,--,12,44.0,+,77,50,17.0,2.0,1.0,7.5,1.0,1,5,4
MCG+13-09-033,*,--,12,48.2,+,78,15,17.0,2.5,--,5.5,2.5,2,4,--
MCG+13-09-034,*,--,12,49.0,+,77,49,16.0,3.5,1.5,9.0,5.0,2,5,2
MCG+13-09-035,*,--,12,50.1,+,79,1,16.0,2.0,--,--,--,1,--,--
MCG+13-09-036,*,--,12,50.4,+,79,2,17.0,--,--,2.5,1.5,3,5,3
MCG+13-09-037,--,--,12,52.0,+,74,55,15.0,2.0,1.5,--,--,1,--,--
MCG+13-09-038,--,--,12,53.9,+,79,16,17.0,1.7,1.3,--,--,1,6,2
MCG+13-09-039,*,--,12,55.0,+,79,18,16.0,2.0,1.5,--,--,1,6,2
MCG+13-09-040,--,--,12,56.1,+,78,52,16.0,2.5,2.0,12.0,3.0,1,5,4
MCG+13-09-041,--,--,12,59.0,+,80,23,15.0,5.5,3.0,11.0,5.5,1,2,3
MCG+13-09-042,--,--,12,59.5,+,80,21,16.0,3.5,1.0,8.5,3.0,1,5,3
MCG+13-09-043,--,--,13,0.5,+,80,19,15.0,4.0,3.0,--,--,1,--,--
MCG+13-09-044,*,NGC 4954,13,0.7,+,75,40,15.0,4.5,2.8,7.5,4.5,1,5,3
MCG+13-09-045,--,--,13,1.2,+,78,48,15.0,2.5,2.0,12.0,8.5,1,4,2
MCG+13-10-001,--,--,13,3.0,+,78,39,15.0,5.5,1.5,14.0,1.5,2,5,4
MCG+13-10-002,--,--,13,7.8,+,79,12,14.0,8.5,3.0,17.0,6.5,1,5,4
MCG+13-10-003,--,--,13,10.0,+,78,40,15.0,4.5,3.5,11.0,8.5,1,4,2
MCG+13-10-004,--,--,13,12.6,+,78,31,16.0,2.5,2.0,7.0,5.5,1,5,2
MCG+13-10-005,--,--,13,21.9,+,77,9,16.0,0.8,0.5,5.5,--,1,4,1
MCG+13-10-006,--,--,13,28.0,+,78,45,17.0,1.5,--,--,--,1,--,--
MCG+13-10-007,--,--,13,30.2,+,78,55,16.0,0.7,--,6.0,--,1,5,1
MCG+13-10-008,--,--,13,32.5,+,78,32,16.0,--,--,13.0,5.5,2,3,4
MCG+13-10-009,--,NGC 5295,13,38.5,+,79,44,14.0,3.0,--,--,--,1,--,--
MCG+13-10-010,--,--,13,40.1,+,74,57,16.0,1.5,1.5,8.0,1.5,1,2,4
MCG+13-10-011,--,--,13,42.0,+,78,30,17.0,1.5,--,6.0,5.5,1,6,2
MCG+13-10-012,*,NGC 5323,13,45.0,+,77,4,14.0,6.5,3.0,14.0,4.0,1,5,3
MCG+13-10-013,*,--,13,53.4,+,79,5,16.0,5.0,1.5,8.5,8.5,2,6,2
MCG+13-10-014,*,NGC 5452:,13,54.2,+,78,28,14.0,0.5,--,17.0,11.0,2,3,2
MCG+13-10-015,--,--,14,0.5,+,79,6,15.0,4.5,1.5,14.0,3.5,3,5,3
MCG+13-10-016,--,--,14,6.6,+,76,9,15.0,0.5,--,8.5,--,2,3,1
MCG+13-10-017,--,--,14,24.4,+,75,23,16.0,4.5,2.0,10.0,3.0,1,5,3
MCG+13-10-018,--,--,14,29.0,+,79,13,16.0,2.5,1.5,8.5,2.0,1,5,4
MCG+13-10-019,--,IC 4470,14,29.3,+,79,7,16.0,6.5,1.5,--,--,1,--,4
MCG+13-10-020,--,--,14,30.4,+,79,27,15.0,11.0,1.5,--,--,1,--,5
MCG+13-10-021,--,--,14,30.8,+,79,5,16.0,2.0,--,--,--,1,--,--
MCG+13-11-001,*,--,14,34.9,+,78,6,14.0,--,--,8.0,5.5,1,3,2
MCG+13-11-002,--,--,14,35.1,+,78,10,15.0,6.5,2.0,--,--,1,--,4
MCG+13-11-003,--,--,14,35.6,+,80,26,14.0,4.0,3.0,6.5,4.5,1,4,2
MCG+13-11-004,--,--,14,56.3,+,79,30,16.0,4.5,1.5,11.0,1.5,1,5,5
MCG+13-11-005,--,--,14,57.0,+,79,31,16.0,2.5,1.5,6.5,2.0,1,4,3
MCG+13-11-006,*,--,15,5.2,+,77,50,15.0,4.5,2.0,11.0,8.5,3,5,1
MCG+13-11-007,*,--,15,8.3,+,76,15,15.0,3.5,1.5,8.5,8.5,1,5,2
MCG+13-11-008,--,--,15,8.5,+,76,20,15.0,--,--,14.0,3.0,2,3,4
MCG+13-11-009,--,--,15,9.6,+,75,22,16.0,4.5,2.0,--,--,2,--,3
MCG+13-11-010,*,NGC 5909,15,12.3,+,75,34,14.0,--,--,11.0,3.0,2,3,1
MCG+13-11-011,*,NGC 5912,15,12.5,+,75,34,13.8,4.5,3.5,--,--,2,--,--
MCG+13-11-012,*,--,15,12.7,+,75,30,14.3,2.5,2.0,5.5,--,1,5,--
MCG+13-11-013,--,--,15,26.8,+,75,13,16.0,4.5,2.0,--,--,2,--,4
MCG+13-11-014,--,--,15,27.2,+,75,15,15.0,8.5,3.0,--,--,2,--,4
MCG+13-11-015,--,--,15,45.7,+,77,50,16.0,4.0,1.5,8.5,2.5,1,5,3
MCG+13-11-016,--,--,15,52.0,+,77,55,16.0,--,--,5.5,2.5,2,3,3
MCG+13-11-017,*,--,15,57.0,+,79,8,14.1,7.5,2.0,--,--,1,--,4
MCG+13-11-018,--,--,15,57.0,+,79,20,16.0,2.0,1.5,5.5,3.5,1,5,4
MCG+13-11-019,*,NGC 6068,15,57.8,+,79,9,13.3,--,--,9.0,5.0,1,--,3
MCG+13-11-020,*,--,15,59.0,+,78,47,16.0,0.5,--,11.0,3.5,1,3,1
MCG+13-11-021,--,--,16,0.0,+,78,46,17.0,0.8,--,5.0,1.5,2,3,4
MCG+13-11-022,--,--,16,3.0,+,80,0,16.0,2.5,2.0,9.0,4.5,2,4,2
MCG+13-11-023,--,--,16,4.9,+,77,45,16.0,--,--,17.0,1.5,2,--,5
MCG+13-12-001,*,--,16,7.4,+,79,45,15.0,1.0,0.7,8.5,--,3,4,1
MCG+13-12-002,--,--,16,18.1,+,75,15,16.0,4.0,1.5,8.5,1.5,2,5,4
MCG+13-12-003,--,--,16,26.7,+,78,54,15.0,2.5,2.0,5.5,3.5,1,5,2
MCG+13-12-004,--,--,16,30.5,+,78,59,15.0,5.0,3.5,--,--,3,6,2
MCG+13-12-005,*,--,16,31.5,+,80,29,15.0,4.0,1.5,17.0,4.0,2,5,4
MCG+13-12-006,--,--,16,32.0,+,79,37,16.0,--,--,17.0,1.0,2,4,5
MCG+13-12-007,--,--,16,34.3,+,76,50,15.0,1.5,--,10.0,5.5,2,4,2
MCG+13-12-008,*,NGC 6217,16,35.0,+,78,18,11.8,17.0,14.0,34.0,34.0,1,1,2
MCG+13-12-009,*,--,16,39.6,+,78,14,15.0,--,--,8.5,5.5,3,3,2
MCG+13-12-010,--,--,16,45.2,+,75,22,17.0,0.7,--,5.0,5.0,2,4,1
MCG+13-12-011,--,--,16,45.8,+,75,44,17.0,3.5,1.5,8.5,2.0,1,5,4
MCG+13-12-012,--,--,16,46.3,+,75,45,16.0,6.5,1.5,--,--,--,2,5
MCG+13-12-013,--,--,16,56.2,+,79,10,15.0,--,--,17.0,1.0,--,2,5
MCG+13-12-014,--,--,17,4.8,+,79,8,15.0,2.0,--,18.0,5.5,2,5,2
MCG+13-12-015,--,NGC 6331,17,6.2,+,78,42,16.0,3.5,2.0,--,--,1,--,--
MCG+13-12-016,--,NGC 6324,17,7.0,+,75,28,15.0,4.3,--,9.0,5.5,1,4,2
MCG+13-12-017,--,--,17,7.0,+,78,42,16.0,2.5,1.5,5.5,1.5,1,6,4
MCG+13-12-018,--,--,17,7.3,+,78,43,16.0,2.0,--,9.0,--,2,5,1
