ID,RA2PI,DEC2PI,VMAG,SIZED,TYPE
NGC5646,3.794185805,0.61892769,14.2,0.025,Gxy
NGC5634,3.794440333,-0.104297967,9.5,0.091666667,GCL
NGC5636,3.794571232,0.057014089,12.7,0.031666667,Gxy
NGC5638,3.794665771,0.056432312,11.2,0.045,Gxy
NGC5712,3.794753037,1.376449066,14.5,0.011666667,Gxy
NGC5617,3.79492757,-1.059603933,6.3,0.166666667,OCL
IC1027,3.795247547,0.941876627,14.5,0.015,Gxy
NGC5660,3.795269364,0.866076008,11.9,0.045,Gxy
NGC5626,3.795291181,-0.519225756,12.9,0.02,Gxy
NGC5654,3.796192934,0.634606564,13,0.025,Gxy
IC1022,3.796229295,0.065847394,14.4,0.018333333,Gxy
NGC5653,3.79684016,0.544809374,12.2,0.028333333,Gxy
NGC5667,3.797741914,1.037952154,12.5,0.028333333,Gxy
NGC5656,3.797938263,0.616474532,11.8,0.031666667,Gxy
NGC5644,3.797945535,0.208183843,12.5,0.023333333,Gxy
NGC5649,3.79845459,0.244753339,13.3,0.018333333,Gxy
NGC5647,3.798709117,0.207296634,14.6,0.018333333,Gxy
NGC5645,3.798941828,0.126967855,12.5,0.043333333,Gxy
NGC5657,3.799261805,0.509296772,13.3,0.03,Gxy
NGC5655,3.799799948,0.243807952,13.2,0.018333333,Gxy
NGC5652,3.800519896,0.1043416,12.5,0.033333333,Gxy
NGC5659,3.800890779,0.442528232,13.9,0.026666667,Gxy
IC4449,3.802025243,0.265997874,15.7,0.008333333,Gxy
IC1024,3.802417942,0.052495625,12.9,0.026666667,Gxy
IC1025,3.802519752,0.123273575,14.5,0.008333333,Gxy
NGC5673,3.802679741,0.871942254,12.1,0.04,Gxy
IC4441,3.803276062,-0.757792872,11.4,0.025,Gxy
IC4445,3.804403254,-0.803467169,14,0.02,Gxy
NGC5661,3.80462142,0.109092775,13.3,0.025,Gxy
NGC5678,3.805217741,1.010948032,11.3,0.055,Gxy
IC4450,3.805719523,0.498417553,14.4,0.02,Gxy
IC1023,3.806643093,-0.624890898,99,0.083333333,OCL
NGC5665,3.806679454,0.141008059,12,0.035,Gxy
IC1029,3.806795809,0.870996867,12.4,0.043333333,Gxy
IC4452,3.806810354,0.478695332,14.1,0.008333333,Gxy
NGC5672,3.807617568,0.552750622,13.5,0.013333333,Gxy
NGC5675,3.807704835,0.633598152,12.8,0.046666667,Gxy
NGC5643,3.807777557,-0.770989501,10,0.078333333,Gxy
NGC5669,3.80801754,0.172651848,11.3,0.066666667,Gxy
NGC5676,3.808192073,0.863186519,11.2,0.065,Gxy
NGC5666,3.809857408,0.183448649,12.9,0.015,Gxy
IC4454,3.810388279,0.309136596,16.6,0.008333333,Gxy
NGC5668,3.810940966,0.077676848,11.5,0.05,Gxy
NGC5664,3.812359046,-0.25515744,13.6,0.013333333,Gxy
NGC5674,3.812977184,0.095270736,13,0.018333333,Gxy
NGC5663,3.813268072,-0.289385286,14.2,0.023333333,Gxy
NGC5612,3.813653499,-1.368124816,12.1,0.031666667,Gxy
IC4456,3.814206186,0.282466995,15.2,0.008333333,Gxy
NGC5677,3.814460713,0.444506272,13.8,0.015,Gxy
IC1031,3.815282473,0.838422236,14.8,0.015,Gxy
IC4453,3.815624266,-0.480280673,12.2,0.036666667,Gxy
IC4457,3.815646083,0.31807656,15.2,0.005,Gxy
IC4459,3.815886066,0.540596343,14.7,0.008333333,Gxy
IC4460,3.816198771,0.528471153,14.9,0.008333333,Gxy
IC4451,3.816235132,-0.633312112,11.7,0.03,Gxy
IC1032,3.816387848,0.837210201,14.7,0.006666667,Gxy
IC1033,3.816584197,0.836672058,14.2,0.018333333,Gxy
NGC5682,3.81682418,0.849456595,14.1,0.026666667,Gxy
NGC5687,3.817340507,0.950797199,11.8,0.041666667,Gxy
NGC5683,3.817355051,0.849320847,14.8,0.006666667,Gxy
IC4461,3.817936828,0.463069788,14.4,0.021666667,Gxy
IC4462,3.818045911,0.463278257,15.8,0.005,Gxy
NGC5679,3.818540421,0.093535103,13,0.018333333,Gxy
NGC5689,3.820060311,0.850702566,11.9,0.055,Gxy
NGC5662,3.820147578,-0.988952036,5.5,0.5,OCL
NGC5670,3.820533005,-0.80226968,12,0.025,Gxy
NGC5681,3.821034787,0.144862328,13.5,0.015,Gxy
NGC5680,3.821151142,-0.000232711,13.7,0.015,Gxy
IC4463,3.821471119,0.27959205,14.1,0.006666667,Gxy
NGC5684,3.821543841,0.637806334,12.7,0.025,Gxy
IC4465,3.821623836,0.271801094,15.5,0.006666667,Gxy
NGC5686,3.822452867,0.637108203,14.4,0.01,Gxy
NGC5693,3.823092821,0.847973065,13.5,0.03,Gxy
NGC5685,3.823383709,0.52199889,13.3,0.02,Gxy
NGC5697,3.824598168,0.727545347,13.8,0.018333333,Gxy
IC4466,3.825754448,0.320146714,14.6,0.016666667,Gxy
IC4467,3.826168964,0.320636376,15.6,0.006666667,Gxy
NGC5696,3.826416219,0.730042137,13,0.033333333,Gxy
NGC5700,3.82675074,0.847274934,14.5,0.016666667,Gxy
IC1034,3.827623405,0.255967079,14.5,0.018333333,Gxy
NGC5698,3.827696127,0.671156668,13,0.03,Gxy
IC4469,3.828132459,0.318503196,14.9,0.026666667,Gxy
NGC5695,3.82823427,0.638228122,12.8,0.025,Gxy
NGC5707,3.828874224,0.899930547,12.5,0.041666667,Gxy
NGC5690,3.829623261,0.039977736,11.8,0.056666667,Gxy
IC4464,3.830190493,-0.643653187,11.8,0.026666667,Gxy
IC1046,3.830503198,1.204529287,14.5,0.013333333,Gxy
NGC5691,3.830517743,-0.00694738,11.8,0.031666667,Gxy
IC4473,3.830561376,0.276872245,14.7,0.011666667,Gxy
NGC5708,3.830685003,0.707095906,99,0,*2
IC4458,3.831361318,-0.688944482,99,0,*3
IC1035,3.831739473,0.162955574,14.3,0.006666667,Gxy
NGC5714,3.831877645,0.813987626,13.4,0.053333333,Gxy
NGC5704,3.832175805,0.70612143,13.3,0.026666667,Gxy
NGC5692,3.832306705,0.059515727,13,0.015,Gxy
IC4474,3.832626682,0.408911251,15.2,0.01,Gxy
IC1036,3.832648499,0.316103368,14.8,0.008333333,Gxy
IC4475,3.83268486,0.407258037,13.8,0.015,Gxy
IC1037,3.832837576,0.317378428,14.1,0.013333333,Gxy
IC4468,3.832946659,-0.390381672,12.9,0.036666667,Gxy
NGC5720,3.83341208,0.886893908,13.4,0.035,Gxy
IC4477,3.833564797,0.496701313,14.8,0.008333333,Gxy
NGC5717,3.833732057,0.814433655,14.4,0.013333333,Gxy
NGC5699,3.834081123,0.531729101,14.8,0.006666667,Gxy
IC4479,3.83433565,0.497520648,13.4,0.021666667,Gxy
NGC5703,3.834648355,0.531321858,13.6,0.026666667,Gxy
NGC5721,3.834851977,0.814622732,14.9,0.005,Gxy
NGC5722,3.834946516,0.814477288,14.7,0.005,Gxy
NGC5702,3.834997421,0.357908852,13.4,0.018333333,Gxy
NGC5723,3.835201043,0.814894228,14.6,0.011666667,Gxy
NGC5724,3.835506475,0.814933013,16.9,0,*
NGC5701,3.836168246,0.093612674,10.9,0.071666667,Gxy
IC4478,3.836277329,0.277124348,14.3,0.01,Gxy
NGC5710,3.836539129,0.349827008,13,0.02,Gxy
NGC5711,3.836997277,0.348901014,14.1,0.016666667,Gxy
IC1038,3.837353615,0.208198387,14.3,0.006666667,Gxy
IC1049,3.837760859,1.082157466,13.8,0.015,Gxy
NGC5688,3.837913575,-0.785722989,11.9,0.051666667,Gxy
NGC5694,3.838015386,-0.463171598,10.2,0.071666667,GCL
IC4480,3.838677157,0.322750164,14.6,0.008333333,Gxy
NGC5705,3.838982589,-0.012537282,12.7,0.05,Gxy
IC4476,3.839128034,-0.283523889,14.3,0.01,Gxy
NGC5730,3.83914985,0.745997356,14,0.03,Gxy
NGC5731,3.840400669,0.74663731,13.2,0.026666667,Gxy
IC4481,3.840458847,0.28172523,15.7,0.005,Gxy
IC4472,3.840487936,-0.773452354,12.9,0.036666667,Gxy
NGC5713,3.840546114,-0.005061455,11.2,0.048333333,Gxy
IC4482,3.840626108,0.330628386,15.1,0.01,Gxy
IC4483,3.841135162,0.291208186,13.9,0.025,Gxy
IC1040,3.841360601,0.16541358,14.4,0.006666667,Gxy
NGC5727,3.8416224,0.59321802,13.6,0.038333333,Gxy
IC4448,3.841724211,-1.375479439,13.5,0.016666667,Gxy
IC1039,3.841855111,0.059922971,14.4,0.013333333,Gxy
IC4485,3.842007827,0.5003762,14.8,0.01,Gxy
IC1041,3.84248052,0.058943647,14.3,0.011666667,Gxy
IC1042,3.842538698,0.060558077,13.6,0.018333333,Gxy
NGC5732,3.842553242,0.674361286,13.5,0.023333333,Gxy
NGC5718,3.842836858,0.060485355,12.9,0.025,Gxy
IC1043,3.842873219,0.058900014,15.1,0.006666667,Gxy
NGC5719,3.84383315,-0.005546269,12.2,0.053333333,Gxy
NGC5725,3.843956778,0.03814514,13.7,0.02,Gxy
NGC5716,3.844487649,-0.305025376,12.6,0.031666667,Gxy
IC1044,3.846189345,0.164613637,14.1,0.018333333,Gxy
IC4486,3.847047465,0.323889476,14.4,0.006666667,Gxy
IC4487,3.847883769,0.324228846,14.7,0.013333333,Gxy
NGC5729,3.848952783,-0.157249317,12.2,0.043333333,Gxy
IC1047,3.849890897,0.33496262,14.8,0.011666667,Gxy
NGC5728,3.85019633,-0.301108081,11.4,0.053333333,Gxy
NGC5739,3.850552668,0.730299089,12.1,0.038333333,Gxy
NGC5735,3.850879917,0.501374916,12.3,0.04,Gxy
IC4492,3.850909006,0.653674286,14,0.005,Gxy
NGC5733,3.851781671,-0.006132893,14,0.016666667,Gxy
IC4488,3.852276181,0.324990003,15.5,0.005,Gxy
NGC5726,3.852508891,-0.321911436,12.7,0.021666667,Gxy
IC1048,3.852661607,0.085361145,12.8,0.036666667,Gxy
NGC5737,3.853686988,0.329527859,13.5,0.021666667,Gxy
IC4489,3.853977877,0.32338527,15.5,0.005,Gxy
NGC5736,3.855054163,0.195530206,14.3,0.018333333,Gxy
NGC5715,3.855650484,-1.004790899,9.8,0.116666667,OCL
NGC5751,3.856384977,0.932015517,13.2,0.025,Gxy
IC4496,3.856777676,0.583066022,14,0.016666667,Gxy
NGC5738,3.85692312,0.027988294,13.9,0.016666667,Gxy
IC1050,3.857686701,0.314391976,14.5,0.011666667,Gxy
IC1051,3.858013951,0.33197132,14.3,0.006666667,Gxy
IC1052,3.8582103,0.359794777,14.6,0.018333333,Gxy
IC4495,3.858232117,0.411175331,14.9,0.008333333,Gxy
NGC5747,3.858682993,0.211742375,13.6,0.013333333,Gxy
IC4497,3.858682993,0.498310894,14.1,0.008333333,Gxy
NGC5740,3.858959337,0.029321531,11.9,0.046666667,Gxy
IC4494,3.859148415,0.270196361,14.2,0.01,Gxy
IC4491,3.859228409,-0.23954644,99,0,NF
IC4500,3.85975928,0.654197885,14.7,0.005,Gxy
NGC5746,3.861228265,0.034140579,10.3,0.123333333,Gxy
IC4498,3.861599148,0.459021593,14.4,0.008333333,Gxy
NGC5745,3.86167187,-0.243415253,13.4,0.028333333,Gxy
NGC5748,3.86190458,0.382517994,14.6,0.013333333,Gxy
NGC5734,3.862202741,-0.364255063,12.6,0.025,Gxy
NGC5743,3.86233364,-0.365001676,12.9,0.023333333,Gxy
NGC5752,3.862573623,0.675951475,14,0.008333333,Gxy
IC4502,3.862682706,0.651002963,15,0.011666667,Gxy
NGC5753,3.862908145,0.677299257,15,0.01,Gxy
NGC5754,3.862966322,0.676014501,13,0.033333333,Gxy
IC4490,3.863104494,-0.63133892,99,0,*2
NGC5755,3.86332266,0.676843532,13.5,0.021666667,Gxy
NGC5742,3.864217142,-0.206118537,13,0.021666667,Gxy
IC1053,3.864682563,0.295779979,14.3,0.008333333,Gxy
IC1057,3.865089806,0.879529588,13.3,0.03,Gxy
NGC5741,3.865293428,-0.20793174,13.6,0.018333333,Gxy
NGC5750,3.866696964,-0.003897902,11.6,0.053333333,Gxy
IC1054,3.868173221,0.022257796,13.8,0.016666667,Gxy
IC4505,3.868325938,0.583099959,13.7,0.02,Gxy
IC4504,3.868587737,0.553264525,14.4,0.005,Gxy
NGC5744,3.86869682,-0.323118622,13.5,0.016666667,Gxy
IC4503,3.868784086,0.281807648,14,0.013333333,Gxy
IC4506,3.868798631,0.582969059,14.8,0.005,Gxy
NGC5758,3.870420333,0.238547724,13.5,0.018333333,Gxy
NGC5759,3.871351175,0.234853443,14.4,0.005,Gxy
IC4501,3.872114756,-0.391055563,13.6,0.016666667,Gxy
IC1055,3.872129301,-0.239391299,12.6,0.033333333,Gxy
NGC5756,3.872718349,-0.259239572,12.3,0.046666667,Gxy
IC4507,3.873329215,0.322115058,14.8,0.013333333,Gxy
NGC5760,3.873336487,0.322915,13.3,0.025,Gxy
IC4484,3.873532836,-1.279447545,14,0.043333333,Gxy
NGC5757,3.873634647,-0.332970036,11.9,0.035,Gxy
IC4508,3.873954624,0.554408685,14.4,0.006666667,Gxy
IC4509,3.876594435,0.55486441,14,0.015,Gxy
NGC5762,3.877728899,0.217419543,12.8,0.025,Gxy
NGC5749,3.878179776,-0.951092935,8.8,0.166666667,OCL
NGC5763,3.878899724,0.21800132,14.4,0.006666667,Gxy
NGC5761,3.879590583,-0.355620531,12.4,0.023333333,Gxy
IC1058,3.879888744,0.297079279,13.9,0.015,Gxy
IC1065,3.880543242,1.104284362,13.6,0.016666667,Gxy
NGC5767,3.881488629,0.826869126,14,0.015,Gxy
IC4512,3.88294307,0.483461051,15,0.006666667,Gxy
IC1045,3.886222835,0.745968267,13.9,0.018333333,Gxy
IC4510,3.886266468,-0.361835843,99,0,NF
IC1059,3.886448273,-0.015276479,14,0.013333333,Gxy
IC1069,3.886731889,0.949662735,13.8,0.021666667,Gxy
NGC5765,3.887110044,0.089268743,14.6,0.011666667,Gxy
IC4514,3.88739366,0.481337567,14.1,0.015,Gxy
IC4515,3.888200874,0.654416051,14.9,0.011666667,Gxy
IC1061,3.88874629,0.327380134,15,0.003333333,Gxy
IC1062,3.889000817,0.326158404,14.5,0.005,Gxy
NGC5777,3.889015361,1.029356408,13.3,0.051666667,Gxy
NGC5772,3.890549797,0.70859398,12.8,0.035,Gxy
IC1060,3.891160662,-0.126221242,13.4,0.023333333,Gxy
IC1074,3.89188061,0.894743041,14.3,0.018333333,Gxy
IC4511,3.892447842,-0.706771081,99,0,NF
NGC5768,3.892658736,-0.044161678,12.5,0.03,Gxy
NGC5779,3.892767819,0.975639052,14.8,0.006666667,Gxy
IC1063,3.892876902,0.08170565,13.4,0.02,Gxy
NGC5771,3.893116885,0.52090806,13.6,0.013333333,Gxy
IC4513,3.893247785,-0.361777665,99,0,NF
NGC5773,3.89428771,0.520248713,13.6,0.015,Gxy
NGC5769,3.895102197,0.138448243,14.4,0.01,Gxy
IC1066,3.896651177,0.057527991,13.2,0.02,Gxy
IC1067,3.89682571,0.058148553,12.2,0.033333333,Gxy
NGC5766,3.897138415,-0.373384105,13.3,0.018333333,Gxy
NGC5770,3.897531114,0.069129583,12.3,0.028333333,Gxy
NGC5788,3.897669286,0.908351761,14.7,0.01,Gxy
NGC5785,3.898505589,0.908909297,12.8,0.048333333,Gxy
NGC5764,3.898760116,-0.91928431,12.6,0.05,OCL
IC1068,3.898832838,0.053717356,14.3,0.008333333,Gxy
NGC5774,3.89953097,0.062531269,12.1,0.05,Gxy
IC1070,3.900170924,0.060829573,14.4,0.01,Gxy
NGC5775,3.900621801,0.061871922,11.4,0.066666667,Gxy
NGC5808,3.901007228,1.276393219,13.5,0.015,Gxy
IC1071,3.901712632,0.082912836,13.2,0.016666667,Gxy
IC1072,3.901763537,0.084512721,13.9,0.008333333,Gxy
IC1073,3.901858076,0.083678841,14.6,0.006666667,Gxy
NGC5784,3.90200352,0.742787889,12.4,0.031666667,Gxy
NGC5780,3.902454397,0.505098286,14.1,0.015,Gxy
IC4516,3.902512574,0.285463144,13.2,0.016666667,Gxy
NGC5778,3.903094351,0.325377854,13.8,0.02,Gxy
NGC5776,3.903188889,0.051782949,14.1,0.015,Gxy
IC4517,3.903363422,0.412649165,14.7,0.008333333,Gxy
IC4519,3.904039737,0.652981003,14.5,0.011666667,Gxy
IC1075,3.904388803,0.316006405,13.8,0.02,Gxy
IC1076,3.905130568,0.314813764,13.7,0.016666667,Gxy
IC4520,3.905683256,0.588602594,15.3,0.006666667,Gxy
NGC5787,3.906294121,0.741890984,13.2,0.016666667,Gxy
IC1083,3.90761039,1.193955501,14.5,0.011666667,Gxy
NGC5807,3.908693949,1.115333266,13.9,0.008333333,Gxy
NGC5794,3.909072103,0.867879515,13.5,0.016666667,Gxy
NGC5782,3.909195731,0.207025138,14,0.011666667,Gxy
NGC5795,3.910919243,0.86216841,13.9,0.026666667,Gxy
NGC5797,3.911275582,0.867351068,12.8,0.026666667,Gxy
IC1078,3.911646464,0.163261007,13.5,0.016666667,Gxy
NGC5789,3.912133702,0.527671211,13.6,0.015,Gxy
IC1079,3.912162791,0.163527655,12.9,0.03,Gxy
NGC5781,3.912526401,-0.300967485,13,0.023333333,Gxy
NGC5804,3.914380813,0.866880799,13.1,0.02,Gxy
NGC5805,3.914751696,0.866182667,15,0.006666667,Gxy
IC1077,3.915471644,-0.335360168,12.6,0.023333333,Gxy
NGC5790,3.916511569,0.144605377,13.6,0.015,Gxy
NGC5798,3.916657013,0.52304124,13,0.023333333,Gxy
IC4518,3.917187884,-0.752779899,13.5,0.036666667,Gxy
NGC5832,3.917224245,1.251076249,12.1,0.06,Gxy
IC1080,3.918242354,-0.117334607,13.8,0.023333333,Gxy
NGC5792,3.919907689,-0.019028937,11.3,0.113333333,Gxy
NGC5820,3.921165781,0.940485212,12.5,0.028333333,Gxy
NGC5791,3.921609385,-0.336271617,11.7,0.041666667,Gxy
IC1082,3.922074806,0.122308795,14.4,0.015,Gxy
IC1081,3.922263884,-0.335786804,13.7,0.023333333,Gxy
NGC5786,3.922365694,-0.733290389,11.5,0.038333333,Gxy
NGC5818,3.922503866,0.86955697,13.7,0.02,Gxy
NGC5821,3.922612949,0.94113971,13.6,0.023333333,Gxy
NGC5796,3.924372823,-0.290136747,11.6,0.041666667,Gxy
NGC5793,3.924423729,-0.29135363,13.2,0.028333333,Gxy
IC4521,3.924612806,0.4465134,14.7,0.008333333,Gxy
NGC5836,3.92488915,1.289677114,13.9,0.02,Gxy
NGC5817,3.925594554,-0.282403969,14.2,0.015,Gxy
NGC5806,3.927005361,0.033001267,11.7,0.053333333,Gxy
NGC5816,3.927339883,-0.280886502,14.8,0.008333333,Gxy
IC4499,3.928379808,-1.434883659,10.1,0.133333333,GCL
NGC5801,3.928874318,-0.242663792,14.7,0.011666667,Gxy
NGC5811,3.928968857,0.028332512,14.1,0.016666667,Gxy
NGC5815,3.929107029,-0.293806787,14.3,0.013333333,Gxy
NGC5802,3.929165206,-0.242920743,14.2,0.015,Gxy
NGC5803,3.929492456,-0.242494107,14.8,0.01,Gxy
NGC5828,3.930328759,0.872548271,13.6,0.01,Gxy
NGC5809,3.930786908,-0.247230737,13.4,0.023333333,Gxy
NGC5812,3.931041435,-0.130157929,11.2,0.038333333,Gxy
NGC5813,3.932161355,0.029704534,10.5,0.066666667,Gxy
IC1084,3.932430426,-0.130473058,14.2,0.01,Gxy
NGC5814,3.932888575,0.028574918,13.8,0.015,Gxy
IC4528,3.933790329,0.857184525,14.3,0.011666667,Gxy
NGC5800,3.934830254,-0.906145859,8,0.083333333,OCL
NGC5830,3.935062965,0.835590924,14.2,0.016666667,Gxy
NGC5827,3.93524477,0.453160196,13,0.018333333,Gxy
NGC5825,3.935717463,0.326522014,99,0,NF
IC4524,3.93616834,0.446813985,14.9,0.008333333,Gxy
IC4525,3.937513698,0.447463635,15.1,0.006666667,Gxy
NGC5835,3.937557331,0.853083001,14.4,0.018333333,Gxy
IC4526,3.938502718,0.407553773,15.8,0.006666667,Gxy
NGC5829,3.938771789,0.407243492,13.4,0.028333333,Gxy
NGC5810,3.93880815,-0.311861249,13.3,0.02,Gxy
IC1085,3.938866328,0.301122625,14,0.015,Gxy
IC1086,3.942196998,0.298713101,14.7,0.006666667,Gxy
IC4530,3.943382368,0.455530935,14.5,0.016666667,Gxy
NGC5834,3.944335026,-0.577131902,9.1,0.123333333,GCL
NGC5822,3.94461137,-0.948397371,6.5,0.583333333,OCL
NGC5831,3.944938619,0.021293017,11.5,0.035,Gxy
NGC5840,3.945934912,0.514978788,99,0,NF
IC4531,3.946363972,0.408678541,14.9,0.013333333,Gxy
IC4533,3.946647588,0.485085177,13.9,0.016666667,Gxy
NGC5837,3.947396625,0.220502958,14,0.016666667,Gxy
NGC5842,3.948232928,0.367745722,14.3,0.006666667,Gxy
IC4532,3.948349284,0.405900558,14.6,0.013333333,Gxy
IC4523,3.949571014,-0.759387909,13.2,0.033333333,Gxy
NGC5838,3.950698206,0.036632522,10.9,0.07,Gxy
NGC5839,3.950800017,0.028526437,12.7,0.021666667,Gxy
NGC5823,3.951025455,-0.97046609,7.9,0.2,OCL
NGC5799,3.951389065,-1.264190459,12.9,0.015,Gxy
IC4527,3.951789037,-0.740872875,13.3,0.021666667,Gxy
IC1090,3.951927209,0.744964702,99,0,*
NGC5853,3.952676246,0.689802602,13.7,0.025,Gxy
NGC5845,3.953214389,0.028511893,12.5,0.011666667,Gxy
NGC5862,3.953403466,0.969957036,14.8,0.008333333,Gxy
NGC5881,3.95466883,1.099218059,13.4,0.013333333,Gxy
NGC5847,3.954785185,0.111347158,14.9,0.011666667,Gxy
NGC5867,3.954937902,0.972701081,15.5,0.003333333,Gxy
IC1098,3.955025168,0.970427305,99,0,*
IC4529,3.955039713,-0.754564013,14.2,0.011666667,Gxy
NGC5846,3.955279695,0.028017383,10,0.066666667,Gxy
NGC5866,3.955308784,0.973258617,9.9,0.108333333,Gxy
NGC5826,3.955621489,0.968294125,14.4,0.02,Gxy
NGC5860,3.955621489,0.74424233,13.2,0.015,Gxy
NGC5848,3.955701483,0.034993852,13.8,0.018333333,Gxy
IC4534,3.956203265,0.412624924,13.2,0.025,Gxy
IC1087,3.956355982,0.065924964,14.8,0.013333333,Gxy
IC1088,3.956625053,0.066181916,14.9,0,*
NGC5849,3.956850492,-0.254313865,13.9,0.015,Gxy
NGC5851,3.957046841,0.224415405,14.1,0.016666667,Gxy
IC1099,3.957148652,0.98626132,14,0.02,Gxy
NGC5852,3.957265007,0.224231176,13.6,0.018333333,Gxy
NGC5850,3.958079494,0.026950793,10.8,0.075,Gxy
NGC5856,3.959010337,0.321877499,6,0,*
IC1089,3.95941758,0.124218961,14.3,0.006666667,Gxy
NGC5857,3.959519391,0.342055445,13.1,0.02,Gxy
NGC5843,3.959555752,-0.634049028,12.2,0.031666667,Gxy
NGC5859,3.960072079,0.341769404,12.5,0.05,Gxy
IC1093,3.960137528,0.253921165,13.8,0.016666667,Gxy
IC1092,3.960152073,0.163343425,14.2,0.008333333,Gxy
IC1094,3.960588405,0.25521077,14.8,0.006666667,Gxy
NGC5854,3.960995649,0.044830721,11.9,0.045,Gxy
NGC5855,3.961090187,0.069546523,14.5,0.006666667,Gxy
NGC5874,3.961308353,0.955616247,12.5,0.038333333,Gxy
IC1091,3.962871878,-0.194439375,13.4,0.016666667,Gxy
IC1096,3.963475471,0.33496262,14.8,0.01,Gxy
IC1097,3.964173602,0.334831721,13.9,0.018333333,Gxy
IC1095,3.964442674,0.238591357,14.4,0.008333333,Gxy
IC4535,3.964922639,0.655725048,15.5,0.006666667,Gxy
NGC5858,3.965468055,-0.195617472,12.4,0.025,Gxy
NGC5875,3.967213384,0.916787519,12.4,0.038333333,Gxy
NGC5861,3.967438822,-0.197610056,11.6,0.05,Gxy
NGC5876,3.968544198,0.951315949,12.7,0.04,Gxy
NGC5864,3.968696914,0.05329072,11.8,0.046666667,Gxy
NGC5879,3.969664117,0.99484737,11.6,0.07,Gxy
NGC5865,3.969831378,0.009255093,13.4,0.018333333,Gxy
NGC5869,3.969853195,0.008207896,11.9,0.038333333,Gxy
NGC5871,3.970973114,0.008683013,99,0,*
NGC5844,3.973583836,-1.128752909,13.2,0.020333333,PN
NGC5863,3.974136523,-0.321683574,12.9,0.023333333,Gxy
NGC5872,3.974667394,-0.200354102,12.6,0.025,Gxy
IC1101,3.974703755,0.100278862,13.7,0.02,Gxy
IC1102,3.975343709,0.074942499,14,0.018333333,Gxy
IC1114,3.976150924,1.317287253,99,0,*
NGC5909,3.977016317,1.31570676,13.8,0.018333333,Gxy
IC4522,3.977147216,-1.323987378,12.3,0.033333333,Gxy
IC1103,3.977590821,0.33524866,15.7,0.008333333,Gxy
NGC5912,3.977932615,1.315711608,13.8,0.02,Gxy
NGC5894,3.977961703,1.043857185,12.8,0.05,Gxy
NGC5833,3.978921634,-1.2716275,12,0.035,Gxy
IC1110,3.979736121,1.175692569,14,0.023333333,Gxy
NGC5886,3.982652276,0.719667125,14.1,0.015,Gxy
IC1104,3.982979525,-0.088245786,15.4,0,*
NGC5873,3.983037703,-0.665411625,11,0.003666667,PN
NGC5877,3.983212236,-0.085942921,99,0,*3
NGC5888,3.984252161,0.72020042,13.4,0.021666667,Gxy
NGC5884,3.984383061,0.556100685,99,0,*2
IC1105,3.984717582,0.074840688,13.9,0.015,Gxy
NGC5889,3.984855754,0.721305795,15.4,0.015,Gxy
IC4536,3.984972109,-0.316559093,13,0.036666667,Gxy
NGC5893,3.986208384,0.73232561,13.1,0.02,Gxy
NGC5878,3.987037415,-0.249063332,11.5,0.058333333,Gxy
NGC5892,3.987211948,-0.269900624,11.7,0.06,Gxy
NGC5895,3.987357392,0.733174034,14.2,0.015,Gxy
NGC5896,3.987393754,0.733474618,15.3,0.005,Gxy
IC1106,3.987800997,0.082209856,14.6,0.016666667,Gxy
IC1107,3.988731839,0.082287426,14.3,0.008333333,Gxy
NGC5902,3.989699043,0.878429061,13.2,0.018333333,Gxy
NGC5887,3.991269839,0.020153705,13.4,0.02,Gxy
NGC5880,3.992513386,-0.254439916,14.1,0.011666667,Gxy
NGC5901,3.992607925,0.737033151,99,0,*
NGC5899,3.992680647,0.733906102,11.7,0.055,Gxy
NGC5885,3.992746097,-0.176030999,11.8,0.058333333,Gxy
NGC5900,3.992818819,0.736693781,14,0.028333333,Gxy
NGC5883,3.993175157,-0.255104111,13.6,0.015,Gxy
NGC5905,3.994135088,0.968968016,11.7,0.066666667,Gxy
NGC5906,3.996229483,0.983153664,14.5,0.001666667,GxyP
NGC5907,3.99635311,0.983148816,10.3,0.21,Gxy
NGC5891,3.997763918,-0.200606205,13.8,0.013333333,Gxy
NGC5908,3.999938308,0.967077242,11.8,0.055,Gxy
NGC5882,4.00044009,-0.796723411,9.4,0.0055,PN
IC1109,4.001450926,0.091746141,14.2,0.006666667,Gxy
NGC5897,4.002949,-0.366688828,8.4,0.183333333,GCL
IC4537,4.003516232,0.035740465,14.2,0.005,Gxy
IC1112,4.004614335,0.125988531,14.2,0.016666667,Gxy
NGC5890,4.004883407,-0.306979175,12.7,0.021666667,Gxy
NGC5898,4.006519653,-0.420580716,11.4,0.045,Gxy
IC1113,4.006628736,0.217967383,14.4,0.011666667,Gxy
IC4539,4.007785017,0.565360626,15.3,0.006666667,Gxy
NGC5904,4.007988639,0.036361026,5.7,0.383333333,GCL
NGC5903,4.008184988,-0.420071662,11.2,0.045,Gxy
NGC5914,4.008708587,0.730686939,14.4,0.013333333,Gxy
NGC5910,4.011690191,0.36470594,13.6,0.011666667,Gxy
NGC5918,4.01171928,0.800761909,13.2,0.031666667,Gxy
IC4540,4.014475446,0.031125038,99,0,NF
NGC5911,4.015573549,0.061416197,13.9,0.013333333,Gxy
NGC5913,4.018293353,-0.045000406,13.2,0.026666667,Gxy
IC4538,4.019464179,-0.412915812,12.1,0.043333333,Gxy
